sloc1	scate2	platform	clks	clks_one_day
6718	36012	pc	4	0
6718	36014	m	2	0
6718	8752	app	4	0
6729	152	pc	18	2
6729	314	pc	1	0
6745	156	m	1015	145
6752	130	m	13	1
6752	14001	m	26	3
6752	156	app	557	79
6760	168	m	735	105
6760	212	m	260	37
6760	8746	pc	6	0
6776	35721	app	2	0
6788	14000	app	320	45
679	190	m	19	2
679	350	pc	42	6
6793	171	m	30	4
6793	36488	pc	14	2
6805	34323	app	6	0
6805	609	m	29	4
686	14379	pc	40	5
686	190	app	676	96
6921	130	app	77	11
6921	14001	app	54	7
6921	35981	pc	7	1
6964	199	m	6	0
699	36012	m	8	1
710	309	pc	74	10
7133	23087	app	634	90
7133	350	app	115	16
7154	186	pc	3	0
7154	36008	app	44	6
722	360	pc	261	37
722	8445	pc	45	6
722	8609	m	25	3
725	196	app	4	0
725	23087	app	40	5
726	14419	pc	3	0
728	37863	app	72	10
728	8746	app	104	14
7303	29389	pc	55	7
7303	360	pc	69	9
7303	8445	pc	23	3
7303	8609	m	6	0
7452	23065	app	4	0
7453	37861	app	8	1
7468	96	pc	118	16
751	234	m	699	99
7576	14419	app	15	2
7576	29389	m	2	0
7576	360	m	23	3
7576	8445	m	53	7
7620	14419	app	106	15
7620	29389	m	8	1
7620	360	m	269	38
7620	8445	m	58	8
772	14526	app	256	36
772	38115	pc	2	0
772	8442	m	134	19
772	8558	pc	115	16
776	8761	app	4	0
79	35136	m	785	112
79	37862	pc	9	1
79	37864	m	3	0
79	8493	app	570	81
791	609	m	512	73
7921	8719	pc	25	3
801	128	pc	31	4
801	26520	pc	11	1
801	26522	m	4	0
801	8546	pc	60	8
811	35691	app	1122	160
811	8608	pc	43	6
821	171	app	32	4
834	133	m	9	1
834	203	app	65	9
836	111	pc	1	0
836	35984	m	2	0
837	26521	app	57	8
8398	35136	m	13	1
8398	798	app	22	3
8398	8855	pc	2	0
845	14363	app	140	20
845	14455	m	3281	468
845	26531	pc	125	17
845	8719	pc	197	28
8481	8537	app	55	7
8582	15520	m	1	0
8582	171	app	25	3
8582	36011	pc	3	0
8694	14354	pc	39	5
8716	26518	app	2	0
872	24056	app	12	1
872	35694	app	47	6
8760	15520	pc	4	0
882	23065	app	398	56
882	310	m	527	75
882	41588	pc	13	1
8854	96	pc	231	33
891	23065	pc	11	1
891	35828	app	159	22
8973	37863	app	4	0
901	190	pc	45	6
910	41588	m	47	6
910	8752	app	23	3
9123	96	app	48	6
927	14526	m	4	0
9326	798	m	14	2
9363	8717	pc	5	0
9389	168	m	479	68
9389	212	m	110	15
9422	37865	m	74	10
944	14354	pc	66	9
9444	102	m	12	1
9444	128	app	2	0
9449	35721	app	18	2
9472	343	app	16	2
9481	343	pc	6	0
9499	8537	pc	21	3
9499	8609	app	4	0
9517	460	app	37	5
9517	712	pc	16	2
952	26516	m	40	5
9529	14419	pc	4	0
9530	133	m	28	4
9530	14363	app	4	0
9530	14455	m	324	46
9530	203	app	420	60
9530	26531	pc	3	0
9539	196	app	4	0
961	8855	app	4	0
9656	26523	app	133	19
9656	710	m	1	0
9656	8659	app	32	4
9656	95	pc	47	6
9656	97	m	28	4
967	710	app	26	3
967	97	app	310	44
968	133	pc	6	0
9687	356	m	1	0
9687	35828	m	5	0
9687	36014	app	38	5
9736	96	app	239	34
977	207	m	26	3
977	34806	app	15	2
979	14455	pc	2	0
9799	125	pc	116	16
9799	460	m	550	78
9799	8543	pc	27	3
9811	34323	app	23	3
9811	609	m	380	54
9837	24056	app	2	0
9837	35694	app	4	0
984	14000	m	1499	214
984	207	app	495	70
984	8717	m	38	5
9854	23087	m	21	3
9854	350	m	1	0
9902	310	m	1	0
993	207	pc	79	11
9976	8717	pc	16	2
10039	130	m	8	1
10039	156	app	465	66
1005	171	m	67	9
1005	36488	pc	13	1
10070	96	app	436	62
10115	36011	m	3	0
1016	26531	app	110	15
1016	35984	m	56	8
10171	14255	app	6	0
10171	24056	app	8	1
10171	35694	app	159	22
10198	14526	pc	9	1
102	26518	pc	26	3
102	343	m	340	48
102	8761	m	40	5
10229	128	pc	9	1
10260	8442	pc	2	0
10260	8444	m	9	1
10285	34806	pc	2	0
1029	8537	app	400	57
10291	8493	app	8	1
10304	35984	app	12	1
10387	8516	m	45	6
1039	190	app	262	37
10394	8444	pc	11	1
10394	8516	app	91	13
10434	34323	pc	70	10
10448	125	app	79	11
10448	710	pc	18	2
10448	8543	app	40	5
10448	97	pc	3	0
10454	8735	pc	117	16
10461	14000	pc	7	1
10461	26531	m	1	0
10467	14419	app	17	2
10467	360	m	36	5
10467	8445	m	33	4
10506	37861	app	6	0
10536	14502	app	8	1
1057	36014	m	47	6
1057	8752	app	20	2
1067	234	app	717	102
1078	96	pc	461	65
1086	14502	m	3	0
11296	35721	pc	70	10
122	37866	app	16	2
122	95	app	11856	1693
12291	36012	pc	1	0
12291	8752	app	18	2
12804	156	m	69	9
12804	34807	app	2	0
135	26521	pc	75	10
135	26523	m	334	47
13950	207	m	7	1
13951	8523	app	305	43
14357	35694	pc	12	1
158	234	m	4581	654
172	37861	app	62	8
18	145	app	480	68
18	8493	m	592	84
188	14526	pc	380	54
2015	14354	pc	278	39
202	234	m	7935	1133
2032	8442	pc	25	3
2032	8444	m	33	4
2037	15520	pc	20	2
2039	199	pc	1	0
2041	8516	m	445	63
2042	609	app	179	25
2044	34323	pc	36	5
2045	798	m	28	4
2048	34806	app	2	0
2048	8735	m	16	2
2049	145	m	6	0
2049	710	app	111	15
2049	97	app	1214	173
2050	35721	app	9	1
2052	35136	m	138	19
2052	37862	pc	1	0
2052	798	app	303	43
2052	8855	pc	18	2
2053	311	m	32	4
2055	14000	m	515	73
2055	8735	app	44	6
2192	15520	m	2	0
2192	171	app	2	0
2192	36011	pc	33	4
2247	23087	app	127	18
2247	350	app	60	8
2248	14419	pc	58	8
228	171	app	240	34
2284	234	m	117	16
2292	152	pc	6	0
2296	8558	app	43	6
2302	196	app	11	1
2303	37863	pc	3	0
2315	156	pc	167	23
2319	118	m	7	1
2319	26516	pc	107	15
2319	26518	m	9	1
2319	611	pc	97	13
2319	8444	app	81	11
2323	8658	m	5	0
2325	102	m	188	26
2325	128	app	60	8
2325	8546	app	2	0
2328	8444	pc	3	0
2328	8516	app	483	69
2337	8516	pc	91	13
2342	35691	pc	41	5
2347	171	m	35	5
2347	36488	pc	22	3
2354	15520	m	58	8
2354	171	app	75	10
2354	36011	pc	44	6
2363	171	pc	23	3
2363	199	app	67	9
2372	199	pc	1	0
2378	8719	pc	21	3
2381	34806	app	49	7
2381	8735	m	6	0
2389	8609	pc	12	1
2390	8645	m	24	3
2392	207	m	272	38
2393	37981	app	17	2
2393	8523	app	199	28
2394	24056	app	6	0
2394	35694	app	31	4
2397	23065	m	29	4
2404	111	app	165	23
2404	203	m	264	37
2408	29389	app	16	2
2408	360	app	20	2
2408	8445	app	47	6
2408	8537	m	12	1
241	26516	m	506	72
2422	8719	pc	37	5
2429	196	pc	54	7
2501	14354	app	33	4
2501	8658	pc	8	1
265	125	app	1864	266
265	710	pc	167	23
265	712	m	87	12
265	8543	app	400	57
265	97	pc	217	31
276	8523	pc	285	40
291	360	app	926	132
291	8445	app	488	69
291	8537	m	193	27
296	196	m	22	3
296	23087	m	48	6
296	310	app	156	22
3	14526	app	1230	175
3	38115	pc	9	1
3	38117	m	10	1
3	8442	m	905	129
3	8558	pc	1988	284
304	26523	app	1136	162
304	8523	m	4532	647
3163	190	pc	40	5
3163	36012	app	51	7
3177	168	pc	450	64
3177	212	pc	24	3
3177	8658	app	6	0
3177	96	m	4843	691
3184	96	app	489	69
319	152	app	87	12
319	314	app	194	27
319	36012	app	156	22
3198	14326	m	45	6
3209	128	m	40	5
3209	14286	pc	8	1
3209	8546	m	3	0
3237	8761	m	5	0
3266	26523	app	204	29
3266	710	m	42	6
3266	8659	app	18	2
3266	95	pc	202	28
3266	97	m	387	55
330	26515	pc	18	2
3350	310	m	241	34
3350	36014	pc	4	0
342	23065	pc	331	47
342	35828	app	2206	315
3434	34806	app	8	1
3445	207	m	30	4
3445	26515	app	130	18
3453	125	pc	5	0
3453	460	m	88	12
3453	8543	pc	17	2
3470	29389	app	95	13
3470	360	app	214	30
3470	8445	app	291	41
3470	8537	m	91	13
3479	156	m	1562	223
3479	34807	app	10	1
3489	14286	app	753	107
355	611	app	380	54
357	14502	m	40	5
357	8442	pc	18	2
357	8444	m	28	4
362	14001	m	118	16
367	609	app	131	18
37	207	pc	1056	150
375	26516	pc	29	4
375	26518	m	36	5
385	311	app	465	66
394	311	pc	264	37
394	36011	m	10	1
394	36488	app	6	0
397	309	app	6	0
397	8493	pc	2	0
399	460	app	114	16
4	14354	app	3609	515
4	26522	pc	1	0
403	26516	m	59	8
408	199	pc	20	2
414	14326	pc	1783	254
414	798	m	209	29
424	34323	pc	148	21
424	8735	app	214	30
428	207	m	2	0
428	34806	app	2	0
450	309	pc	76	10
463	190	m	70	10
463	350	pc	133	19
469	130	m	5	0
469	156	app	121	17
469	35828	pc	18	2
483	152	m	82	11
483	314	m	93	13
483	36012	m	2167	309
497	128	pc	21	3
497	26520	pc	13	1
497	8546	pc	22	3
502	196	m	11	1
502	23087	m	60	8
502	310	app	167	23
502	356	pc	3	0
505	37861	pc	16	2
505	37863	m	41	5
505	8746	m	26	3
520	130	app	4	0
523	148	m	6	0
523	23442	app	6	0
523	36008	m	77	11
531	14001	app	12	1
531	35981	pc	40	5
5334	8444	pc	12	1
5334	8516	app	272	38
537	26516	pc	6	0
541	128	pc	266	38
541	26520	pc	67	9
541	8546	pc	107	15
556	311	pc	338	48
556	36011	m	59	8
556	36488	app	18	2
5632	96	pc	255	36
5633	14526	pc	6	0
5653	14326	pc	33	4
5669	133	pc	3	0
5669	14455	pc	26	3
5669	38116	pc	6	0
572	15520	m	11	1
572	36011	pc	42	6
5733	14255	pc	8	1
5733	14419	m	9	1
5733	24056	pc	8	1
5733	35694	pc	12	1
5756	156	m	1080	154
5772	156	pc	95	13
5845	8645	app	19	2
5845	8735	pc	14	2
5853	309	app	59	8
5853	8493	pc	78	11
5898	148	app	12	1
5898	26520	pc	1	0
5898	8658	m	26	3
592	113	pc	3	0
592	14455	app	1135	162
592	34806	m	54	7
592	35984	pc	14	2
592	38116	app	6	0
5928	14286	app	183	26
5936	14502	pc	12	1
5936	22431	app	2	0
5942	148	app	6	0
5942	26520	pc	3	0
5958	35136	app	9	1
5959	311	app	4	0
606	207	pc	720	102
613	14000	pc	168	24
613	26531	m	28	4
613	8717	pc	18	2
613	8719	m	94	13
615	360	app	3	0
615	8445	app	34	4
623	14379	app	33	4
629	310	pc	379	54
637	186	pc	23	3
645	152	m	41	5
645	314	m	9	1
645	36012	m	4	0
648	36008	app	15	2
648	8658	m	1	0
652	152	app	51	7
652	314	app	30	4
652	36012	app	34	4
669	35691	app	561	80
669	8608	pc	70	10
6700	14502	app	52	7
6700	34807	pc	15	2
6745	111	m	192	27
6745	8645	pc	17	2
6745	8717	app	12	1
6752	111	app	23	3
6752	14363	m	5	0
6752	203	m	418	59
6760	26521	pc	4	0
6760	26523	m	122	17
6760	8659	m	250	35
6770	8719	pc	39	5
6776	37865	app	2	0
6788	130	pc	5	0
6788	14001	pc	13	1
679	171	app	25	3
6793	314	app	2	0
6805	310	app	10	1
6921	133	m	34	4
6921	14455	m	238	34
6921	203	app	528	75
6921	26531	pc	11	1
6921	38116	m	5	0
693	609	m	414	59
6964	152	pc	15	2
697	15520	app	26	3
697	199	pc	1	0
697	34323	m	3	0
699	133	app	32	4
710	102	pc	54	7
7133	36011	app	559	79
7154	95	app	2480	354
722	343	app	97	13
722	35691	pc	11	1
722	8761	app	56	8
725	199	m	6	0
725	36011	app	18	2
728	35136	pc	178	25
728	95	m	2713	387
7289	133	pc	4	0
7289	14455	pc	18	2
7303	343	app	9	1
7303	8761	app	2	0
7452	609	pc	19	2
7453	35136	m	54	7
7453	798	app	44	6
7453	8855	pc	19	2
7468	125	pc	12	1
7468	460	m	122	17
7468	8543	pc	18	2
751	145	m	16	2
751	710	app	73	10
751	97	app	426	60
7576	8516	pc	16	2
7620	8516	pc	109	15
771	8523	pc	341	48
772	26515	app	2	0
783	14255	pc	102	14
783	14419	m	20	2
783	24056	pc	16	2
783	35694	pc	109	15
783	8692	pc	15	2
79	148	app	1082	154
79	36008	app	188	26
79	8658	m	31	4
791	196	m	89	12
791	23087	m	302	43
791	310	app	820	117
7921	14326	app	136	19
7951	14000	m	878	125
7951	8735	app	31	4
811	14255	m	10	1
811	24056	m	16	2
811	35694	m	339	48
811	8692	m	2	0
821	23065	m	83	11
821	8752	pc	13	1
831	234	pc	27	3
836	14526	app	5	0
836	8558	pc	19	2
837	14354	app	1414	202
837	26522	pc	3	0
8398	36008	app	8	1
845	14526	pc	171	24
8481	14326	m	136	19
8601	36012	m	4	0
8694	37981	pc	4	0
8694	8523	pc	60	8
872	798	app	140	20
872	8855	pc	10	1
882	36488	m	28	4
8854	125	pc	158	22
8854	460	m	645	92
8854	8543	pc	57	8
8973	35136	pc	4	0
8973	37864	pc	5	0
910	34323	app	569	81
9123	97	pc	2	0
914	133	pc	43	6
9146	37863	m	18	2
9146	8692	pc	1	0
927	26515	m	5	0
93	96	app	5716	816
9326	36008	m	4	0
9326	8746	app	6	0
933	8523	pc	87	12
9363	35691	pc	40	5
9389	26523	m	60	8
9389	8659	m	63	9
9409	8735	pc	52	7
944	356	app	22	3
946	23065	app	44	6
946	310	m	4	0
9517	128	pc	8	1
9517	8546	pc	3	0
952	14419	app	381	54
952	29389	m	65	9
952	771	app	65	9
9530	14526	pc	8	1
9539	199	m	6	0
9551	34323	app	103	14
9551	609	m	271	38
961	14419	pc	4	0
961	186	app	4	0
961	771	pc	3	0
9617	190	pc	29	4
9617	36012	app	21	3
9656	14286	m	49	7
968	34807	app	23	3
968	611	app	276	39
9687	311	m	10	1
9717	199	pc	8	1
9736	125	app	255	36
9736	710	pc	75	10
9736	8543	app	62	8
9736	97	pc	7	1
9749	23065	app	45	6
977	118	m	35	5
977	14502	app	73	10
977	34807	pc	18	2
977	611	pc	59	8
977	8444	app	73	10
979	22431	m	2	0
979	26516	app	4	0
979	8516	m	55	7
9811	196	m	10	1
9811	310	app	629	89
9811	356	pc	3	0
9811	35828	pc	12	1
9837	8516	m	57	8
984	118	app	336	48
9854	36488	app	2	0
9902	14000	app	153	21
9909	8523	pc	10	1
993	118	pc	8	1
993	8608	app	87	12
1	34806	pc	1012	144
1	38118	app	173	24
10039	111	app	97	13
10039	203	m	356	50
1005	152	app	12	1
1005	314	app	18	2
10070	125	app	58	8
10070	710	pc	2	0
10070	8543	app	34	4
10070	97	pc	6	0
10088	234	app	279	39
10097	234	pc	7	1
10120	23065	m	25	3
10134	96	app	212	30
1016	14526	app	81	11
1016	38115	pc	1	0
10171	8516	m	104	14
10198	26517	m	4	0
10260	14419	pc	5	0
10285	14502	pc	23	3
10285	22431	app	88	12
1029	14326	m	293	41
10304	34807	m	21	3
1039	15520	app	14	2
1039	34323	m	71	10
10417	8692	pc	4	0
10434	310	pc	27	3
10434	35981	app	34	4
10448	128	m	18	2
10448	14286	pc	15	2
10467	8516	pc	7	1
10492	343	pc	6	0
10506	35136	m	9	1
10506	798	app	37	5
10506	8855	pc	3	0
10513	35136	app	27	3
10513	35721	pc	1	0
10536	8717	pc	15	2
10536	8719	m	6	0
10539	23087	app	102	14
10539	350	app	22	3
10552	8719	pc	16	2
10564	190	pc	10	1
10564	36012	app	36	5
1067	145	app	9	1
1067	8493	m	80	11
1078	125	pc	371	53
1078	460	m	557	79
1078	8543	pc	70	10
1086	207	pc	55	7
1086	26517	app	10	1
1096	23087	app	177	25
1096	350	app	14	2
11077	145	app	4	0
11077	8493	m	2	0
122	96	pc	3470	495
12804	111	m	56	8
12804	8717	app	17	2
135	14354	pc	585	83
13950	118	m	10	1
13950	26516	pc	6	0
13950	26518	m	9	1
13950	611	pc	58	8
13950	8444	app	94	13
14357	35721	app	2	0
158	145	m	193	27
158	710	app	881	125
158	97	app	10885	1555
16	168	m	515	73
16	212	m	215	30
16	37865	m	4	0
16	8746	pc	11	1
172	35136	m	470	67
172	37862	pc	11	1
172	37864	m	161	23
172	8493	app	426	60
1734	207	app	28	4
18	148	m	55	7
18	23442	app	75	10
18	36008	m	118	16
188	26515	pc	104	14
188	26517	m	21	3
2	14539	m	40	5
2	8523	pc	2569	367
2015	37981	pc	102	14
2015	8523	pc	1713	244
202	145	m	12	1
202	710	app	810	115
202	97	app	3609	515
2032	14419	pc	13	1
2037	35981	m	9	1
2038	8746	m	11	1
2039	156	m	535	76
2039	34807	app	7	1
2040	190	m	356	50
2040	23087	pc	5	0
2040	350	pc	4	0
2042	196	app	10	1
2044	310	pc	464	66
2044	35981	app	69	9
2045	23442	app	4	0
2045	36008	m	17	2
2045	8746	app	14	2
2046	130	m	23	3
2046	156	app	646	92
2048	14502	app	13	1
2048	34807	pc	6	0
2049	14286	app	558	79
2052	186	pc	14	2
2052	36008	app	95	13
2053	130	app	188	26
2053	14001	app	360	51
2053	35981	pc	23	3
2054	168	m	1391	198
2054	212	m	251	35
2054	26520	app	4	0
2054	8746	pc	52	7
2055	156	pc	105	15
2192	8752	pc	13	1
222	8523	pc	6478	925
2247	36011	app	126	18
2248	343	m	7	1
228	23065	m	365	52
228	8752	pc	17	2
2284	145	m	2	0
2284	97	app	54	7
2292	34806	pc	6	0
2292	8645	m	11	1
2296	24056	app	6	0
2296	35694	app	35	5
2299	23065	m	47	6
2302	199	m	2	0
2307	14379	app	12	1
2307	309	pc	53	7
2315	111	pc	49	7
2315	26513	m	6	0
2315	8719	app	62	8
2319	29389	pc	80	11
2319	360	pc	58	8
2319	8445	pc	14	2
2319	8609	m	4	0
2329	36012	m	4	0
2347	314	app	6	0
2350	23065	app	16	2
2350	41588	pc	1	0
2360	37863	m	2	0
2360	8692	pc	6	0
2364	234	pc	22	3
2372	156	m	1659	237
2378	14326	app	802	114
2381	14502	app	8	1
2381	34807	pc	4	0
2389	8855	m	306	43
2390	14502	pc	3	0
2390	22431	app	55	7
2392	118	m	5	0
2392	26516	pc	10	1
2392	26518	m	103	14
2392	611	pc	28	4
2392	8444	app	105	15
2394	8516	m	119	17
2395	609	app	147	21
2397	34323	pc	2	0
2398	798	m	5	0
2404	8558	app	137	19
241	14419	app	463	66
241	29389	m	378	54
241	771	app	52	7
2422	14326	app	1256	179
2429	35984	app	47	6
2501	37981	app	79	11
2501	8523	app	115	16
265	128	m	756	108
265	26520	m	33	4
265	8546	m	49	7
276	14286	pc	110	15
291	35691	app	164	23
291	8608	pc	30	4
293	26518	pc	4	0
296	311	pc	53	7
297	35136	app	409	58
297	37864	app	6	0
3	26515	app	414	59
304	14286	m	663	94
3163	15520	pc	5	0
3177	125	m	2224	317
3177	26523	pc	36	5
3177	8543	m	56	8
3177	8659	pc	92	13
3184	125	app	58	8
3184	710	pc	22	3
3184	712	m	17	2
3184	8543	app	39	5
3184	97	pc	12	1
319	15520	pc	125	17
319	8735	m	100	14
3251	37861	pc	1	0
3251	8692	pc	10	1
3266	14286	m	148	21
3350	14000	app	74	10
3359	23065	app	17	2
3434	14502	app	23	3
3445	118	m	4	0
3445	26516	pc	9	1
3445	26518	m	5	0
3445	611	pc	81	11
3445	8444	app	94	13
3470	8608	pc	3	0
3479	111	m	346	49
3479	8645	pc	12	1
3479	8717	app	14	2
3489	460	pc	23	3
355	360	app	435	62
355	8445	app	618	88
355	8537	m	52	7
362	14363	m	16	2
362	8537	app	1138	162
367	196	app	24	3
367	23087	app	16	2
369	310	pc	25	3
37	118	pc	217	31
37	8608	app	526	75
375	29389	pc	8	1
385	152	m	31	4
385	314	m	34	4
397	102	app	130	18
397	148	pc	3	0
397	36008	pc	5	0
399	128	pc	1	0
4	37981	app	362	51
400	350	app	8	1
403	14419	app	80	11
403	29389	m	44	6
403	771	app	13	1
408	156	m	342	48
413	310	pc	1569	224
414	37863	app	312	44
414	8746	app	123	17
424	156	pc	578	82
424	35981	app	238	34
428	118	m	3	0
428	14502	app	55	7
428	611	pc	14	2
428	8444	app	33	4
450	102	pc	56	8
450	26522	app	31	4
455	26518	pc	4	0
455	343	m	2	0
463	171	app	182	26
468	35136	pc	4	0
468	95	m	168	24
469	111	app	56	8
469	203	m	68	9
471	14326	m	1760	251
471	343	pc	14	2
471	8761	pc	2	0
483	133	app	535	76
5	14255	app	30	4
5	24056	app	40	5
5	35694	app	470	67
5	8692	app	57	8
502	311	pc	84	12
505	309	app	99	14
505	8493	pc	453	64
518	14379	m	30	4
518	14539	pc	18	2
518	350	app	113	16
520	133	m	1	0
520	203	app	19	2
523	26521	app	21	3
531	14363	app	2	0
531	14455	m	762	108
531	26531	pc	44	6
531	8719	pc	83	11
5333	190	app	6	0
5632	125	pc	144	20
5632	460	m	1606	229
5632	8543	pc	80	11
5653	37863	app	56	8
5653	771	app	4	0
5669	22431	m	61	8
5669	26516	app	30	4
5669	611	app	24	3
5722	26516	pc	6	0
5722	26518	m	4	0
5722	611	pc	56	8
5722	8444	app	85	12
5756	111	m	219	31
5756	8645	pc	1	0
5756	8717	app	2	0
577	14354	app	41	5
5772	111	pc	18	2
5772	8719	app	33	4
5853	102	app	935	133
5853	14354	m	82	11
5853	148	pc	12	1
592	14502	m	96	13
592	8442	pc	20	2
592	8444	m	174	24
5928	460	pc	26	3
5936	8537	app	8	1
5959	152	m	3	0
606	118	pc	119	17
606	8608	app	297	42
613	14526	m	72	10
615	35691	app	6	0
629	36488	pc	22	3
637	37866	app	16	2
637	95	app	5062	723
645	133	app	83	11
652	15520	pc	35	5
652	8735	m	66	9
656	14455	app	15	2
656	35984	pc	3	0
669	14255	m	29	4
669	35694	m	1240	177
669	8692	m	195	27
6700	8717	pc	6	0
6700	8719	m	113	16
6718	130	m	21	3
6718	14001	m	3	0
6718	156	app	4454	636
6729	14502	pc	24	3
6729	22431	app	311	44
6745	35691	app	89	12
6745	8558	m	45	6
6752	8558	app	58	8
6760	14354	pc	25	3
6770	14326	app	116	16
6788	14363	pc	1	0
6788	203	pc	51	7
6788	26513	app	21	3
679	23065	m	122	17
679	8752	pc	28	4
6793	34806	app	2	0
6793	8735	m	59	8
686	23065	app	381	54
686	310	m	420	60
6921	14526	pc	27	3
693	196	m	2	0
693	23087	m	85	12
693	310	app	508	72
693	356	pc	3	0
696	8746	m	5	0
6964	34806	pc	7	1
6964	38118	app	22	3
6964	8645	m	5	0
697	156	m	133	19
700	113	pc	7	1
700	14455	app	2005	286
700	35984	pc	44	6
700	38116	app	6	0
710	26523	pc	71	10
7133	36012	pc	9	1
7133	36014	m	10	1
7133	8752	app	8	1
7154	96	pc	65	9
726	96	app	154	22
728	8658	pc	32	4
7289	22431	m	21	3
7289	611	app	21	3
740	37861	pc	54	7
740	37863	m	95	13
740	8746	m	106	15
7453	186	pc	37	5
7453	36008	app	511	73
771	14286	pc	100	14
772	26516	pc	29	4
772	26518	m	14	2
783	35721	app	10	1
783	798	pc	34	4
791	311	pc	149	21
791	36011	m	117	16
7951	156	pc	257	36
801	609	m	509	72
811	14326	pc	5081	725
811	798	m	278	39
821	34323	pc	10	1
821	8735	app	82	11
831	145	pc	24	3
837	37981	app	122	17
8398	95	app	1659	237
845	26515	pc	59	8
845	26517	m	42	6
8481	8692	app	6	0
858	37861	pc	8	1
858	37863	m	2	0
858	8746	m	9	1
8582	14000	m	513	73
8582	8735	app	31	4
8601	171	pc	4	0
8601	199	app	17	2
872	186	pc	10	1
8760	14000	pc	28	4
8760	26531	m	8	1
882	130	pc	70	10
8973	234	m	65	9
901	23065	pc	14	2
901	35828	app	102	14
910	130	m	27	3
910	156	app	1449	207
910	35828	pc	75	10
9123	128	m	1	0
9123	14286	pc	6	0
914	34807	app	2	0
914	611	app	176	25
9146	798	pc	3	0
927	8855	app	4	0
93	125	app	1256	179
93	710	pc	120	17
93	712	m	9	1
93	8543	app	141	20
93	97	pc	103	14
9326	26521	app	2	0
9326	95	m	619	88
933	14286	pc	51	7
9357	190	pc	24	3
9357	36012	app	19	2
9389	14354	pc	3	0
9422	96	app	43	6
944	311	app	109	15
946	36488	m	1	0
9481	8493	app	21	3
9499	8692	pc	7	1
9551	196	m	2	0
9551	310	app	143	20
967	460	pc	20	2
968	360	app	398	56
968	8445	app	165	23
968	8537	m	67	9
9687	130	app	27	3
9687	35981	pc	7	1
9688	168	m	373	53
9688	212	m	71	10
9688	26520	app	18	2
9688	8746	pc	5	0
9704	23065	pc	10	1
9704	356	app	6	0
9704	35828	app	45	6
9706	310	m	1	0
9709	234	pc	7	1
9717	156	m	427	61
9736	128	m	4	0
9736	14286	pc	7	1
9736	8546	m	3	0
9749	609	pc	97	13
977	360	pc	52	7
977	8445	pc	159	22
977	8609	m	13	1
9799	190	app	35	5
9811	311	pc	24	3
9832	14379	pc	3	0
984	26513	m	191	27
984	8537	pc	130	18
984	8609	app	267	38
9871	234	app	487	69
9902	130	pc	24	3
993	8609	pc	19	2
9993	23065	pc	22	3
9993	356	app	2	0
9993	35828	app	19	2
1	14502	pc	3991	570
1	22431	app	11034	1576
1	8444	pc	83	11
1	8516	app	10794	1542
1	8608	m	851	121
10015	190	pc	20	2
10039	8558	app	25	3
1005	34806	app	4	0
1005	8735	m	13	1
10070	128	m	10	1
10070	14286	pc	44	6
10070	8546	m	4	0
10088	145	app	10	1
10088	8493	m	10	1
10097	145	pc	9	1
10106	171	pc	6	0
10106	199	app	2	0
10115	199	pc	10	1
10120	34323	pc	12	1
10134	125	app	123	17
10134	710	pc	13	1
10134	8543	app	32	4
10134	97	pc	7	1
1016	207	m	24	3
1016	26515	app	14	2
10184	168	m	34	4
10184	212	m	1	0
10198	8444	pc	13	1
10198	8516	app	395	56
102	37862	m	15	2
10229	34323	app	12	1
10229	609	m	146	20
10266	26521	m	19	2
10266	309	app	12	1
10266	8493	pc	19	2
10285	8537	app	57	8
1029	37861	app	2	0
1029	8692	app	2	0
10304	207	app	4	0
10304	38118	pc	6	0
10304	8717	m	1	0
10362	168	pc	18	2
10362	96	m	137	19
1039	310	m	732	104
1039	36014	pc	15	2
10417	798	pc	7	1
10434	26531	app	27	3
10434	35984	m	1	0
10454	8719	pc	13	1
10485	234	app	158	22
10506	186	pc	4	0
10506	36008	app	34	4
10524	168	pc	9	1
10524	212	pc	24	3
10524	8658	app	2	0
10524	96	m	190	27
10539	36011	app	17	2
10552	14326	app	21	3
10564	15520	pc	1	0
1057	130	m	52	7
1057	14001	m	38	5
1057	156	app	1508	215
1086	118	pc	22	3
1086	8608	app	26	3
1096	36011	app	137	19
122	125	pc	1584	226
122	460	m	5730	818
122	8543	pc	547	78
12291	130	m	12	1
12291	14001	m	15	2
12291	156	app	1253	179
12804	35691	app	39	5
12804	8558	m	13	1
135	356	app	153	21
135	37981	pc	1	0
13950	29389	pc	3	0
13950	360	pc	20	2
13950	8609	m	7	1
13951	190	m	61	8
13951	23087	pc	52	7
13951	350	pc	26	3
14357	37865	app	2	0
147	37861	pc	64	9
147	37863	m	29	4
147	8746	m	99	14
158	23442	m	68	9
16	8659	m	5	0
172	148	app	409	58
172	36008	app	353	50
172	8658	m	28	4
1734	118	app	8	1
1734	22431	pc	10	1
1734	26518	app	6	0
1734	35691	m	31	4
18	26521	app	73	10
2	14286	pc	1382	197
202	23442	m	1	0
2037	14000	pc	36	5
2037	26531	m	8	1
2038	8493	pc	18	2
2039	111	m	205	29
2039	8645	pc	9	1
2039	8717	app	27	3
2040	15520	m	67	9
2040	171	app	25	3
2040	36011	pc	1	0
2041	37866	app	8	1
2042	199	m	2	0
2044	26531	app	84	12
2044	35984	m	41	5
2045	26521	app	4	0
2045	95	m	3993	570
2046	111	app	41	5
2046	14363	m	6	0
2046	203	m	627	89
