sloc1	scate2	platform	clks	clks_one_day
9854	190	m	20	2
9854	23087	pc	4	0
9854	350	pc	11	1
9902	310	pc	4	0
9902	35981	app	6	0
993	14363	m	1	0
993	8537	app	208	29
9976	8719	pc	11	1
9993	41588	app	2	0
1	34807	app	482	68
1	611	app	2167	309
10039	130	pc	9	1
10039	14001	pc	42	6
1005	171	pc	7	1
1005	199	app	28	4
10106	36011	app	491	70
10115	15520	m	2	0
10115	171	app	40	5
10115	36011	pc	9	1
1016	133	app	68	9
1016	14455	app	913	130
1016	34806	m	14	2
1016	35984	pc	8	1
1016	38116	app	2	0
10171	14419	app	26	3
10171	29389	m	8	1
10171	360	m	11	1
10171	8445	m	24	3
10175	8692	pc	5	0
10198	22431	m	29	4
10198	26516	app	34	4
10198	611	app	32	4
102	14326	m	9706	1386
102	343	pc	98	14
102	8761	pc	19	2
10260	8444	pc	11	1
10260	8516	app	121	17
10285	111	m	71	10
10285	8645	pc	2	0
10285	8717	app	4	0
1029	35694	m	78	11
10291	95	m	530	75
10304	34806	app	2	0
10362	36008	app	4	0
10387	8516	pc	19	2
1039	23065	m	168	24
10417	8855	app	26	3
10434	311	app	55	7
10448	14379	m	2	0
10448	460	app	262	37
10448	712	pc	2	0
10454	111	app	42	6
10454	14363	m	15	2
10454	203	m	306	43
10461	133	m	21	3
10461	14455	m	70	10
10461	203	app	268	38
10461	26531	pc	4	0
10467	29389	pc	1	0
10467	360	pc	54	7
10467	8445	pc	9	1
10467	8609	m	7	1
10506	37863	app	40	5
10506	771	app	2	0
10524	36008	app	7	1
10552	8558	app	24	3
1057	310	m	425	60
1057	36014	pc	17	2
1067	8746	m	19	2
1078	14286	app	1463	209
1086	14502	pc	62	8
1086	22431	app	439	62
122	145	m	249	35
122	710	app	673	96
122	97	app	1285	183
12291	310	m	113	16
12291	36014	pc	3	0
12804	156	pc	8	1
135	26523	pc	157	22
13950	207	pc	26	3
13950	26517	app	2	0
14357	14419	pc	32	4
158	234	pc	2210	315
16	35136	app	836	119
16	37864	app	2	0
172	37863	app	163	23
172	8746	app	22	3
1734	14502	app	58	8
1734	34807	pc	14	2
18	309	app	560	80
18	8493	pc	1125	160
188	22431	m	829	118
188	26516	app	1382	197
188	8516	m	7282	1040
202	234	pc	1578	225
2032	8516	app	660	94
2037	311	m	13	1
2039	14000	m	427	61
2039	8735	app	17	2
2041	8516	pc	94	13
2043	35136	app	67	9
2044	311	app	123	17
2045	798	pc	60	8
2046	14000	app	66	9
2047	8493	app	58	8
2048	8735	pc	43	6
2049	145	pc	24	3
2049	309	m	4	0
2052	35136	pc	77	11
2053	311	pc	458	65
2055	14000	pc	12	1
2055	26531	m	5	0
2192	15520	pc	17	2
2247	190	app	101	14
2284	234	pc	58	8
2292	156	m	860	122
2296	26516	m	6	0
2296	611	m	14	2
2296	8442	app	54	7
2307	148	app	17	2
2315	14526	m	7	1
2319	118	pc	6	0
2319	8608	app	23	3
2323	14354	app	70	10
2323	8658	pc	2	0
2325	102	pc	30	4
2328	8608	pc	13	1
2329	36011	app	40	5
2337	343	app	34	4
2342	14326	app	1308	186
2346	343	pc	1	0
2347	171	pc	9	1
2347	199	app	28	4
2354	15520	pc	55	7
2360	8855	app	27	3
2372	14000	m	1105	157
2372	8735	app	200	28
2373	145	app	16	2
2373	8493	m	49	7
2378	24056	app	24	3
2378	35694	app	105	15
2380	8493	app	49	7
2381	8645	app	9	1
2381	8735	pc	7	1
2389	8692	app	2	0
2390	111	m	37	5
2390	8645	pc	26	3
2390	8717	app	2	0
2392	207	pc	2	0
2392	26517	app	11	1
2394	14419	app	28	4
2394	29389	m	1	0
2394	360	m	51	7
2394	8445	m	42	6
2395	23087	m	186	26
2395	350	m	30	4
2397	23065	pc	3	0
2397	356	app	207	29
2397	35828	app	95	13
2398	8692	pc	16	2
2404	113	app	8	1
2404	203	pc	3	0
2408	8537	pc	8	1
2408	8609	app	4	0
241	26516	pc	252	36
241	26518	m	17	2
2422	14255	app	6	0
2422	24056	app	8	1
2422	35694	app	133	19
2429	314	app	2	0
2501	14286	m	72	10
265	460	app	1561	223
265	712	pc	73	10
276	14379	m	113	16
276	14539	pc	42	6
276	350	app	154	22
291	26513	m	73	10
291	8537	pc	49	7
291	8609	app	6	0
296	196	pc	2	0
296	23087	pc	5	0
297	186	pc	9	1
3	14502	m	1230	175
3	8442	pc	384	54
3	8444	m	412	58
304	8523	pc	654	93
3163	356	m	4	0
3163	35828	m	6	0
3163	36014	app	81	11
3177	96	pc	402	57
319	35828	m	104	14
319	36014	app	207	29
3198	14326	pc	18	2
3209	128	pc	3	0
3209	8546	pc	5	0
3237	343	pc	8	1
3251	37862	app	10	1
3251	8855	app	6	0
3266	125	app	213	30
3266	710	pc	8	1
3266	8543	app	61	8
3266	97	pc	33	4
330	26517	pc	3	0
330	29389	app	217	31
3328	234	app	1222	174
3350	310	pc	92	13
3350	35981	app	16	2
342	130	app	790	112
3434	8735	pc	65	9
3439	8523	pc	5	0
3445	207	pc	13	1
3445	26517	app	4	0
3453	460	pc	9	1
3470	8537	pc	9	1
3470	8609	app	16	2
3479	156	pc	246	35
3489	102	m	170	24
3489	128	app	57	8
355	118	app	76	10
357	14502	pc	1	0
357	22431	app	39	5
357	8444	pc	7	1
357	8516	app	170	24
362	14001	pc	164	23
362	8558	m	216	30
369	311	app	4	0
37	14363	m	70	10
37	8537	app	4042	577
375	26518	pc	9	1
375	343	m	5	0
375	8761	m	5	0
385	199	m	45	6
385	36011	app	116	16
394	15520	m	78	11
394	36011	pc	24	3
397	8659	m	7	1
4	14286	m	1430	204
403	26516	pc	13	1
408	34323	pc	26	3
408	8735	app	11	1
409	145	app	2	0
413	311	app	620	88
414	35721	app	103	14
414	798	pc	352	50
428	207	pc	2	0
463	190	pc	164	23
468	168	app	214	30
468	212	app	14	2
469	130	pc	25	3
471	35694	m	251	35
471	8692	m	9	1
483	152	pc	111	15
483	314	pc	236	33
483	36012	pc	11	1
483	36014	m	253	36
497	14354	app	94	13
5	26516	m	235	33
502	196	pc	15	2
502	23087	pc	12	1
505	168	m	1894	270
505	212	m	660	94
505	37863	pc	65	9
505	8746	pc	105	15
523	102	app	789	112
523	148	pc	28	4
523	36008	pc	33	4
531	38115	app	3	0
531	8558	app	192	27
537	26518	pc	3	0
541	14354	app	1650	235
556	15520	m	31	4
556	36011	pc	49	7
5632	14286	app	612	87
5633	22431	m	40	5
5633	26516	app	2	0
5633	611	app	20	2
5653	35721	app	5	0
5669	207	app	55	7
5669	8717	m	6	0
572	15520	pc	85	12
572	8735	m	79	11
5722	207	pc	14	2
5722	26517	app	6	0
5733	14419	pc	15	2
5756	156	pc	192	27
577	26523	app	19	2
577	8523	m	23	3
5772	14526	m	24	3
5845	111	app	206	29
5845	14363	m	1	0
5845	203	m	545	77
5853	26521	pc	8	1
5853	26523	m	101	14
5853	8659	m	111	15
5898	14354	app	559	79
5898	8658	pc	30	4
592	34806	pc	40	5
592	38118	app	6	0
5928	102	m	63	9
5928	128	app	22	3
5936	8558	m	1	0
5942	14354	app	181	25
5942	8658	pc	13	1
606	14363	m	19	2
606	8537	app	1472	210
613	14363	app	9	1
613	14455	m	363	51
613	26531	pc	13	1
613	8719	pc	61	8
615	26513	m	21	3
615	8537	pc	7	1
629	152	m	4	0
629	314	m	6	0
629	36012	m	69	9
637	234	m	243	34
645	152	pc	26	3
645	314	pc	10	1
648	8658	pc	18	2
652	35828	m	143	20
652	36014	app	85	12
6718	14000	app	512	73
6729	111	m	78	11
6729	8645	pc	12	1
6729	8717	app	10	1
6745	111	pc	40	5
6745	26513	m	20	2
6745	8719	app	84	12
6752	14363	pc	1	0
6752	203	pc	52	7
6752	26513	app	39	5
6760	125	m	854	122
6760	26523	pc	50	7
6760	8543	m	28	4
6760	8659	pc	189	27
6770	24056	app	4	0
6770	35694	app	8	1
6788	14526	app	24	3
6788	38117	m	4	0
6803	36012	m	11	1
6805	196	pc	2	0
6921	133	pc	22	3
6921	14455	pc	19	2
693	609	pc	167	23
6964	156	m	2463	351
6964	34807	app	9	1
697	8735	app	14	2
698	145	app	11	1
698	8493	m	3	0
699	8645	m	4	0
7133	15520	app	116	16
7133	34323	m	201	28
7154	710	app	5	0
7154	97	app	59	8
722	14326	app	981	140
722	8855	m	1	0
725	199	pc	8	1
728	710	m	71	10
728	8659	app	14	2
728	95	pc	294	42
728	97	m	246	35
740	35721	m	20	2
740	37862	app	10	1
7452	36488	pc	13	1
7453	35136	pc	94	13
7468	460	pc	19	2
751	145	pc	30	4
751	309	m	16	2
7576	343	app	4	0
7620	343	app	153	21
7620	8761	app	2	0
771	14379	m	131	18
771	14539	pc	45	6
771	350	app	76	10
772	26517	app	13	1
783	14419	pc	132	18
783	186	app	23	3
783	771	pc	4	0
79	8658	pc	260	37
791	196	pc	77	11
791	23087	pc	88	12
7921	8516	m	163	23
7951	14000	pc	12	1
7951	26531	m	36	5
801	37981	app	296	42
811	14255	pc	134	19
811	14419	m	372	53
811	24056	pc	4	0
811	35694	pc	113	16
811	771	m	4	0
811	8692	pc	10	1
821	23065	pc	13	1
821	35828	app	89	12
834	34807	app	2	0
834	611	app	35	5
836	8442	pc	1	0
836	8444	m	1	0
837	14286	m	553	79
8398	234	m	87	12
845	22431	m	516	73
845	26516	app	508	72
845	8516	m	5765	823
8481	14326	pc	132	18
858	35721	m	5	0
8582	35981	m	4	0
8601	8752	app	4	0
8694	23087	app	158	22
8694	350	app	57	8
8760	130	app	16	2
8760	14001	app	23	3
8760	35981	pc	2	0
882	36488	pc	18	2
8854	460	pc	66	9
891	133	m	45	6
891	203	app	1042	148
901	311	m	69	9
910	36488	m	18	2
9123	460	app	66	9
914	14000	m	1327	189
914	207	app	154	22
914	8717	m	7	1
9146	186	app	6	0
927	26515	pc	3	0
9326	168	app	143	20
9326	212	app	96	13
9326	36008	pc	6	0
933	14379	m	30	4
933	14539	pc	4	0
933	350	app	79	11
9363	14326	app	204	29
9389	125	m	500	71
9389	26523	pc	34	4
9389	8543	m	14	2
9389	8659	pc	53	7
9409	111	app	28	4
9409	14363	m	546	78
9409	203	m	451	64
944	196	app	65	9
944	23087	app	191	27
946	310	pc	12	1
9481	23442	app	2	0
9481	36008	m	40	5
9499	8855	app	11	1
952	29389	pc	49	7
9530	22431	m	82	11
9530	26516	app	26	3
9530	611	app	14	2
9551	609	pc	119	17
9617	35828	m	13	1
9617	36014	app	16	2
9646	14502	app	4	0
9656	128	m	7	1
9656	8546	m	2	0
967	102	m	30	4
967	128	app	12	1
967	8546	app	18	2
968	118	app	93	13
9687	311	pc	9	1
9704	609	app	439	62
9706	34323	pc	1	0
9717	14000	m	487	69
9717	8735	app	39	5
9736	14379	m	1	0
9736	460	app	54	7
977	118	pc	5	0
977	8608	app	19	2
979	22431	pc	13	1
979	35691	m	42	6
979	8516	pc	11	1
9832	102	app	79	11
9832	14354	m	5	0
9837	8516	pc	6	0
984	14526	m	127	18
9854	171	app	2	0
9854	36011	pc	5	0
9902	26531	app	2	0
9902	35984	m	3	0
9909	23087	app	80	11
9909	350	app	2	0
9976	14326	app	201	28
9993	609	app	378	54
1	360	app	11631	1661
1	8445	app	4061	580
1	8537	m	1959	279
10039	113	app	11	1
10039	203	pc	41	5
10070	14539	pc	1	0
10070	460	app	220	31
10106	36014	m	16	2
10106	8752	app	4	0
10120	23065	pc	3	0
10120	356	app	4	0
10120	35828	app	37	5
1016	14502	m	41	5
10171	8516	pc	11	1
10198	29389	app	21	3
10198	360	app	172	24
10198	8445	app	175	25
10198	8537	m	35	5
102	37861	app	100	14
10229	23065	app	83	11
10266	168	m	265	37
10266	212	m	103	14
10266	8746	pc	2	0
10285	35691	app	71	10
10285	8558	m	23	3
1029	14326	pc	46	6
10291	14354	app	62	8
10291	8658	pc	8	1
10304	14502	app	18	2
10362	95	app	616	88
1039	34323	pc	37	5
10417	186	app	2	0
10434	152	m	6	0
10434	314	m	1	0
10448	128	pc	1	0
10448	8546	pc	19	2
10454	8558	app	36	5
10461	14526	pc	25	3
10467	343	app	10	1
10506	35136	pc	4	0
10524	95	app	301	43
10536	8719	pc	18	2
10539	190	app	18	2
10552	35694	app	11	1
10564	356	m	3	0
10564	35828	m	2	0
10564	36014	app	61	8
1057	14000	app	893	127
1067	26521	m	5	0
1067	309	app	22	3
1067	8493	pc	48	6
1078	460	pc	70	10
1086	8537	app	277	39
1096	190	app	114	16
11226	35136	app	2	0
11296	234	app	8	1
122	23442	m	3	0
12291	14000	app	372	53
12804	111	pc	14	2
12804	8719	app	29	4
135	609	app	3761	537
13950	118	pc	5	0
13950	26518	pc	7	1
13950	8608	app	12	1
147	35721	m	29	4
147	37862	app	2	0
158	145	pc	289	41
158	309	m	382	54
158	712	app	31	4
16	168	pc	218	31
16	212	pc	42	6
16	96	m	2520	360
172	35136	pc	297	42
172	37864	pc	3	0
172	37866	m	6	0
172	95	m	12392	1770
1734	8717	pc	6	0
1734	8719	m	11	1
18	102	app	2733	390
18	148	pc	179	25
18	36008	pc	166	23
188	26517	pc	6	0
188	29389	app	1092	156
2	14379	m	613	87
2	14539	pc	214	30
2	350	app	330	47
2015	23087	app	971	138
2015	350	app	257	36
202	145	pc	105	15
202	309	m	564	80
202	712	app	118	16
2037	130	app	39	5
2037	14001	app	101	14
2037	35981	pc	9	1
2038	168	m	360	51
2038	212	m	67	9
2038	8746	pc	16	2
2039	156	pc	100	14
2040	190	pc	19	2
2040	36012	app	50	7
2044	152	m	24	3
2044	314	m	17	2
2045	168	app	2293	327
2045	212	app	487	69
2045	36008	pc	8	1
2046	130	pc	27	3
2046	14001	pc	66	9
2047	148	app	54	7
2047	26520	pc	1	0
2049	102	m	3517	502
2049	128	app	48	6
2049	8546	app	2	0
2052	234	m	330	47
2053	38115	app	2	0
2054	168	pc	445	63
2054	212	pc	43	6
2054	8658	app	7	1
2054	96	m	2404	343
2192	35981	m	41	5
222	14379	m	240	34
222	14539	pc	111	15
222	350	app	97	13
2247	15520	app	2	0
2247	34323	m	174	24
2248	343	pc	3	0
228	23065	pc	103	14
228	35828	app	665	95
2284	145	pc	11	1
2292	111	m	50	7
2292	8645	pc	5	0
2292	8717	app	5	0
2296	14419	app	17	2
2296	29389	m	1	0
2296	360	m	115	16
2296	8445	m	20	2
2299	23065	pc	18	2
2299	356	app	20	2
2299	35828	app	49	7
2302	199	pc	1	0
2315	26513	pc	1	0
2319	8609	pc	65	9
2323	37981	app	17	2
2323	8523	app	275	39
2325	41588	app	6	0
2344	8692	pc	30	4
2354	35981	m	21	3
2360	186	app	12	1
2360	37863	pc	1	0
2363	130	m	82	11
2363	14001	m	3	0
2363	156	app	1462	208
2371	168	m	390	55
2371	212	m	76	10
2371	8746	pc	1	0
2372	156	pc	217	31
2378	8516	m	451	64
2380	148	app	34	4
2380	8658	m	4	0
2389	35136	m	38	5
2389	798	app	58	8
2389	8855	pc	18	2
2390	35691	app	14	2
2390	8558	m	86	12
2392	118	pc	6	0
2392	8608	app	2	0
2394	8516	pc	15	2
2395	36011	m	552	78
2395	36488	app	2	0
2397	311	app	109	15
2398	798	pc	35	5
2404	611	m	8	1
2404	8442	app	158	22
241	29389	pc	163	23
2422	8516	m	2279	325
2429	34806	app	8	1
2429	8735	m	22	3
265	128	pc	525	75
265	26520	pc	97	13
265	8546	pc	168	24
293	14326	m	84	12
296	15520	m	6	0
296	36011	pc	22	3
297	95	app	1576	225
3	26517	app	267	38
304	14286	pc	208	29
3163	311	m	39	5
3177	125	pc	235	33
3177	460	m	1064	152
3177	8543	pc	24	3
3184	14379	m	73	10
3184	14539	pc	21	3
3184	460	app	148	21
3184	712	pc	21	3
319	8645	app	178	25
319	8735	pc	100	14
3198	37863	app	2	0
3251	37863	pc	26	3
3251	771	pc	1	0
3266	128	m	104	14
3266	14286	pc	41	5
3266	8546	m	14	2
3328	145	app	13	1
3328	8493	m	31	4
3350	26531	app	28	4
3350	35984	m	43	6
342	133	m	664	94
342	203	app	6034	862
3445	118	pc	31	4
3445	8608	app	47	6
3479	111	pc	91	13
3479	113	m	2	0
3479	26513	m	22	3
3479	8719	app	28	4
355	26513	m	11	1
355	8537	pc	72	10
355	8609	app	17	2
362	14363	pc	53	7
362	26513	app	200	28
369	152	m	12	1
369	36012	m	1	0
385	152	pc	18	2
385	314	pc	36	5
385	36014	m	49	7
399	14354	app	91	13
400	190	app	15	2
403	29389	pc	46	6
407	168	m	177	25
407	212	m	19	2
407	8746	pc	6	0
408	156	pc	80	11
408	35981	app	4	0
413	152	m	42	6
413	314	m	11	1
413	36012	m	23	3
414	168	app	7014	1002
414	212	app	1352	193
414	37865	app	2	0
455	14326	m	10	1
468	710	m	10	1
468	95	pc	37	5
469	113	app	4	0
469	203	pc	25	3
471	14326	pc	713	101
471	798	m	108	15
483	8645	m	64	9
497	37981	app	24	3
5	14419	app	1075	153
5	29389	m	259	37
5	771	app	112	16
500	171	pc	13	1
502	36011	pc	5	0
505	8659	m	106	15
518	14379	pc	28	4
518	190	app	247	35
523	26523	app	327	46
523	8523	m	1136	162
531	14455	pc	199	28
5333	23065	m	18	2
541	37981	app	320	45
5632	460	pc	43	6
5633	360	app	31	4
5633	8445	app	40	5
5633	8537	m	2	0
5653	37865	app	2	0
5669	118	app	4	0
5669	22431	pc	37	5
5669	26518	app	2	0
5669	35691	m	42	6
5709	609	app	473	67
572	35981	m	157	22
5722	118	pc	9	1
5722	8608	app	66	9
5756	111	pc	88	12
5756	26513	m	11	1
5756	8719	app	51	7
577	14286	m	6	0
5845	8558	app	50	7
5853	14354	pc	103	14
5898	37981	app	126	18
5898	8523	app	904	129
592	14502	pc	211	30
592	22431	app	579	82
592	8444	pc	7	1
592	8516	app	721	103
592	8608	m	12	1
5942	37981	app	18	2
5942	8523	app	317	45
5958	234	app	6	0
613	14526	pc	46	6
618	171	pc	3	0
618	199	app	10	1
623	609	m	1953	279
629	133	app	92	13
637	145	m	8	1
637	710	app	74	10
637	97	app	657	93
645	8645	m	7	1
648	8523	app	43	6
652	8645	app	14	2
652	8735	pc	146	20
669	14255	pc	153	21
669	14419	m	178	25
669	24056	pc	64	9
669	35694	pc	251	35
669	8692	pc	51	7
6700	8719	pc	80	11
6718	130	pc	18	2
6718	14001	pc	31	4
6729	35691	app	138	19
6729	8558	m	34	4
6745	8442	m	71	10
6752	26516	m	49	7
6752	611	m	14	2
6752	8442	app	51	7
6770	8516	m	407	58
6788	207	m	2	0
6788	26515	app	10	1
679	23065	pc	47	6
679	35828	app	81	11
6793	8645	app	4	0
6793	8735	pc	7	1
6803	171	pc	7	1
6803	199	app	16	2
6805	35984	app	8	1
686	310	pc	265	37
6921	22431	m	245	35
6921	26516	app	28	4
6921	611	app	46	6
693	196	pc	3	0
693	23087	pc	1	0
696	168	m	135	19
696	212	m	21	3
696	8746	pc	7	1
6964	111	m	3246	463
6964	8645	pc	2	0
6964	8717	app	41	5
697	156	pc	19	2
700	34806	pc	24	3
700	38118	app	8	1
710	350	m	39	5
7133	310	m	274	39
7133	36014	pc	9	1
7154	14286	app	101	14
722	186	m	1	0
725	156	m	167	23
7289	118	app	8	1
7289	22431	pc	5	0
7289	26518	app	2	0
7289	35691	m	1	0
740	168	m	4403	629
740	212	m	1328	189
740	37863	pc	102	14
740	8746	pc	133	19
7452	152	app	2	0
7453	234	m	381	54
751	102	m	405	57
751	128	app	69	9
751	26520	app	16	2
751	8546	app	2	0
772	26518	pc	6	0
772	343	m	51	7
772	8761	m	20	2
776	35136	app	68	9
79	8523	app	3185	455
791	15520	m	2	0
791	36011	pc	52	7
7951	14526	m	6	0
801	609	pc	327	46
811	35721	app	51	7
811	798	pc	306	43
831	309	pc	26	3
834	360	app	114	16
834	8445	app	14	2
8398	710	app	9	1
8398	97	app	27	3
845	26517	pc	1	0
845	29389	app	607	86
8481	37863	app	18	2
8481	771	app	3	0
858	168	m	1168	166
858	212	m	345	49
858	37863	pc	34	4
858	8746	pc	52	7
8582	14000	pc	16	2
8582	26531	m	5	0
8694	36011	app	87	12
8716	37862	app	4	0
8716	8855	app	8	1
872	234	m	314	44
8760	133	m	9	1
8760	14363	app	2	0
8760	14455	m	146	20
8760	203	app	362	51
8760	26531	pc	1	0
8973	234	pc	8	1
901	130	app	43	6
910	130	pc	546	78
9123	128	pc	3	0
914	118	app	85	12
93	460	app	1927	275
93	712	pc	47	6
9326	26523	app	33	4
9326	710	m	1	0
9326	8659	app	6	0
9326	95	pc	112	16
9326	97	m	80	11
9357	356	m	2	0
9357	35828	m	6	0
9357	36014	app	23	3
9409	8558	app	66	9
944	199	m	9	1
944	36011	app	108	15
9444	609	app	204	29
9481	26521	app	4	0
9481	95	m	767	109
9499	186	app	2	0
9517	23065	app	11	1
9530	29389	app	52	7
9530	360	app	145	20
9530	8445	app	83	11
9530	8537	m	38	5
9539	156	m	44	6
9551	196	pc	37	5
9617	311	m	3	0
967	26523	m	8	1
968	26513	m	19	2
968	8537	pc	19	2
968	8609	app	52	7
9688	168	pc	46	6
9688	212	pc	25	3
9688	96	m	385	55
9704	196	app	11	1
9706	310	pc	9	1
9706	35981	app	12	1
9717	156	pc	70	10
9736	8546	pc	2	0
977	8609	pc	5	0
9799	23065	m	74	10
9811	35984	app	8	1
9832	8523	m	142	20
984	26513	pc	93	13
984	26515	m	654	93
9909	36011	app	24	3
993	35694	app	168	24
993	8692	app	2	0
9993	196	app	13	1
1	35691	app	1979	282
1	8608	pc	1688	241
10015	35828	m	5	0
10015	36014	app	7	1
10039	611	m	6	0
10039	8442	app	14	2
1005	8645	app	12	1
1005	8735	pc	51	7
10070	128	pc	11	1
10070	8546	pc	25	3
10088	309	app	2	0
10088	8493	pc	20	2
10097	14379	app	7	1
10115	14000	m	641	91
10115	8735	app	2	0
10120	311	app	117	16
10134	14379	m	9	1
10134	14539	pc	7	1
10134	460	app	154	22
10134	712	pc	7	1
1016	207	pc	109	15
10175	168	app	119	17
10175	212	app	5	0
10184	168	pc	19	2
10184	96	m	280	40
102	35136	m	1386	198
102	37862	pc	1	0
102	8493	app	1008	144
10229	36488	m	3	0
10229	609	pc	26	3
10266	26521	pc	1	0
10266	26523	m	7	1
10266	8659	m	42	6
10285	35694	m	171	24
1029	37863	app	60	8
1029	771	app	4	0
10291	37981	app	12	1
10291	8523	app	311	44
10304	8719	m	2	0
10362	96	pc	52	7
1039	310	pc	355	50
1039	35981	app	221	31
10434	133	app	31	4
10434	14455	app	282	40
10434	35984	pc	6	0
10434	38116	app	8	1
10454	35694	app	36	5
10461	26515	pc	11	1
10492	36008	m	6	0
10506	234	m	199	28
10513	234	app	210	30
10524	96	pc	46	6
10536	14326	app	466	66
10552	8516	m	135	19
10564	311	m	63	9
1057	130	pc	170	24
1057	14001	pc	67	9
1067	102	app	287	41
1067	14354	m	122	17
1067	148	pc	9	1
1086	14326	m	475	67
1096	15520	app	63	9
1096	34323	m	136	19
11296	145	app	2	0
11296	8493	m	9	1
122	26521	m	21	3
122	460	pc	440	62
12291	130	pc	83	11
12291	14001	pc	65	9
12804	8442	m	1	0
135	196	app	198	28
135	23087	app	723	103
13950	8609	pc	22	3
13951	190	pc	23	3
13951	36012	app	5	0
147	168	m	5639	805
147	212	m	1550	221
147	37863	pc	335	47
147	8746	pc	182	26
158	102	m	1583	226
158	128	app	680	97
158	23442	pc	6	0
158	26520	app	74	10
158	8546	app	118	16
16	125	m	958	136
16	8543	m	3	0
16	8659	pc	149	21
172	8658	pc	177	25
1734	35691	pc	1	0
18	26523	app	1538	219
18	8523	m	9104	1300
2015	36011	app	618	88
202	102	m	4275	610
202	128	app	1443	206
202	23442	pc	15	2
202	26520	app	14	2
202	8546	app	66	9
2032	343	pc	1	0
2037	133	m	24	3
2037	14363	app	9	1
2037	14455	m	247	35
2037	203	app	707	101
2037	26531	pc	4	0
2038	26521	pc	3	0
2038	26523	m	31	4
2038	8659	m	71	10
2039	111	pc	49	7
2039	26513	m	1	0
2039	8719	app	24	3
2040	15520	pc	13	1
2042	199	pc	5	0
2044	133	app	85	12
2044	14455	app	545	77
2044	34806	m	13	1
2044	35984	pc	37	5
2045	26523	app	225	32
2045	710	m	42	6
2045	8659	app	54	7
2045	95	pc	850	121
2045	97	m	199	28
2046	14363	pc	1	0
2046	203	pc	39	5
2048	8719	pc	20	2
2052	145	m	83	11
2052	710	app	124	17
2052	97	app	581	83
2053	133	pc	20	2
2053	14455	pc	226	32
2053	38116	pc	8	1
2054	125	m	619	88
2054	26523	pc	99	14
2054	8543	m	50	7
2054	8659	pc	79	11
2055	26515	m	2	0
2192	14000	pc	31	4
2192	26531	m	8	1
2247	310	m	208	29
2247	36014	pc	5	0
2284	102	m	58	8
2284	128	app	26	3
2284	8546	app	5	0
2292	35691	app	16	2
2292	8558	m	6	0
2296	8516	pc	6	0
2299	311	app	80	11
2302	156	m	685	97
2315	8442	pc	29	4
2315	8444	m	88	12
2319	8855	m	3	0
2325	609	app	1290	184
2328	798	m	8	1
2342	35136	app	285	40
2342	35721	pc	4	0
2342	37864	app	2	0
2344	798	pc	35	5
2346	8493	app	14	2
2347	8735	pc	12	1
2350	171	m	4	0
2354	14000	pc	61	8
2354	26531	m	12	1
2363	111	app	186	26
2363	14363	m	4	0
2363	203	m	2022	288
2364	14379	app	13	1
2364	309	pc	18	2
2371	26523	m	50	7
2371	8659	m	1847	263
2372	111	pc	41	5
2372	113	m	1	0
2372	26513	m	40	5
2372	8719	app	141	20
2373	14379	pc	11	1
2381	8719	pc	3	0
2389	186	pc	6	0
2389	36008	app	24	3
2390	14255	m	70	10
2390	24056	m	21	3
2390	35694	m	93	13
2393	190	pc	13	1
2393	36012	app	8	1
2397	152	m	37	5
2398	168	app	966	138
2398	212	app	256	36
2398	36008	pc	9	1
2404	14419	app	24	3
2404	360	m	18	2
2404	8445	m	11	1
2408	8692	pc	3	0
2429	14502	app	54	7
276	41588	m	5	0
276	8752	app	43	6
291	14255	pc	79	11
291	14419	m	26	3
291	24056	pc	12	1
291	35694	pc	146	20
291	771	m	1	0
291	8692	pc	26	3
297	96	pc	412	58
3	26518	pc	32	4
3	343	m	693	99
3	8761	m	54	7
3163	130	app	22	3
3163	14001	app	63	9
3163	35981	pc	16	2
3184	128	pc	10	1
3184	8546	pc	22	3
319	14001	app	472	67
319	35981	pc	102	14
3198	35136	pc	1	0
3209	34323	app	18	2
3209	609	m	329	47
3237	8493	app	52	7
330	234	app	2298	328
3328	148	m	6	0
3350	14526	app	77	11
3359	171	m	60	8
3359	36488	pc	3	0
3434	8719	pc	14	2
3445	8609	pc	11	1
3453	23065	m	35	5
3470	37861	pc	7	1
3470	37863	m	25	3
3470	8692	pc	23	3
3479	8442	m	19	2
3479	8558	pc	40	5
357	14326	m	94	13
362	26516	m	80	11
367	15520	app	18	2
367	34323	m	2	0
369	133	app	10	1
37	14255	app	49	7
37	24056	app	65	9
37	35694	app	773	110
37	8692	app	70	10
385	8645	m	28	4
394	14000	m	2572	367
394	207	app	234	33
394	8717	m	4	0
397	8523	pc	7	1
399	37981	app	4	0
4	171	m	1580	225
407	8659	m	7	1
408	111	pc	27	3
408	113	m	2	0
408	35984	m	6	0
408	8719	app	37	5
413	133	app	441	63
414	37866	pc	13	1
414	710	m	573	81
414	8659	app	1123	160
414	95	pc	1898	271
414	97	m	1352	193
424	113	pc	22	3
424	14455	app	1979	282
424	34806	m	20	2
424	35984	pc	29	4
424	38116	app	6	0
428	8609	pc	1	0
450	350	m	58	8
455	37861	app	2	0
463	23065	pc	20	2
463	35828	app	413	59
469	611	m	3	0
469	8442	app	5	0
471	37863	app	36	5
471	8746	app	13	1
483	14001	m	137	19
497	609	pc	362	51
500	35828	m	6	0
500	36014	app	2	0
520	611	app	6	0
523	14286	m	285	40
531	22431	m	233	33
531	26516	app	86	12
531	8516	m	421	60
