sloc1	scate2	platform	clks_one_day
801	8516	m	20
811	14000	pc	3
837	360	m	50
837	37863	pc	4
837	8445	m	26
845	125	app	24
845	130	pc	12
845	14379	m	8
845	8543	app	5
8481	156	pc	4
8601	8543	pc	0
8694	14502	app	0
872	8558	pc	0
882	234	m	7
8854	156	app	4
901	8546	pc	0
9363	26523	app	0
9409	96	m	6
944	14502	app	0
9481	609	app	3
9481	8537	pc	0
9499	8523	app	1
9517	203	app	0
961	14455	pc	0
968	8493	app	1
977	309	app	0
979	460	app	0
9799	111	app	2
9799	234	pc	0
9799	35694	m	0
984	8523	m	49
1	36011	pc	1
102	311	m	12
10229	8516	m	3
10260	128	app	0
10260	14455	pc	0
1029	156	pc	7
1029	23087	m	0
1039	35694	app	1
10394	609	m	0
10454	125	m	6
10492	22431	pc	0
10506	8558	pc	0
10524	14326	pc	0
10536	212	app	4
10539	14326	m	0
10552	96	app	13
1078	156	app	29
1078	8558	m	1
1096	14326	m	2
122	111	m	69
122	29389	pc	4
122	34323	app	2
147	118	pc	1
147	37981	app	5
158	23065	app	47
172	196	app	18
172	23087	app	7
18	36488	app	3
188	203	pc	65
2015	14502	app	2
202	23065	app	28
2032	128	app	0
2032	14455	pc	4
2039	190	pc	0
2039	95	m	3
2040	35691	app	0
2045	36488	app	0
2047	133	m	1
2047	14455	m	3
2047	311	app	1
2049	14000	app	18
2052	35694	pc	8
2319	102	app	0
2323	22431	m	0
2325	14526	app	1
2325	8444	m	0
2328	609	m	7
2329	8543	pc	0
2350	611	app	0
2372	95	m	5
2373	203	m	15
2378	125	app	7
2378	130	pc	0
2378	14001	pc	0
2378	8543	app	1
2380	14455	m	9
2380	311	app	1
2381	26523	m	0
2394	460	app	2
241	35984	pc	5
2422	125	app	15
2422	130	pc	1
2422	8543	app	2
265	14455	m	53
276	96	pc	25
304	168	pc	86
304	207	app	14
304	212	pc	22
3163	128	pc	0
319	168	m	266
319	212	m	60
3251	171	m	0
3328	8516	pc	1
3359	611	app	0
3434	26523	m	0
3439	168	pc	0
355	15520	pc	0
362	34323	pc	0
394	8493	m	2
399	203	app	1
4	34807	app	3
4	35691	m	1
4	611	app	48
408	190	pc	0
408	95	m	3
409	203	m	7
413	26523	pc	10
414	26513	pc	0
450	133	app	2
463	14419	m	0
471	196	m	2
471	23087	m	4
497	22431	m	0
497	8493	pc	1
497	8516	m	8
5	111	pc	30
520	609	pc	0
523	611	m	1
531	96	app	39
5333	8558	app	0
5334	609	m	1
536	125	pc	0
541	22431	m	13
541	8493	pc	12
541	8516	m	53
556	8493	m	1
5632	156	app	4
5632	8558	m	0
5669	8493	app	0
5845	125	m	12
5853	207	m	0
5853	35984	app	0
5942	22431	m	3
606	36014	pc	0
623	14455	app	4
637	156	m	15
652	168	m	21
652	212	m	10
669	14000	pc	6
6700	168	app	45
6700	212	app	2
6752	310	pc	0
6752	460	m	16
6760	186	pc	0
6770	130	pc	0
6793	212	m	3
6921	14379	m	0
693	8516	app	7
698	203	m	2
700	128	m	0
7133	14326	app	1
7133	460	pc	5
728	14000	m	13
728	14419	pc	0
7289	8493	app	0
740	8609	pc	1
7453	35694	pc	0
7468	111	app	2
7468	234	pc	0
7468	35694	m	0
7620	207	pc	2
771	96	pc	28
783	14526	pc	0
7921	203	pc	0
801	36008	pc	0
821	14419	app	0
837	34807	app	0
837	35691	m	3
837	611	app	22
845	203	pc	50
8694	96	pc	13
8716	8523	app	2
8854	111	app	1
8854	234	pc	0
8854	35694	m	1
8973	14000	m	6
914	8493	app	0
93	35828	app	8
933	96	pc	4
9409	125	m	5
9517	8493	pc	0
952	190	app	4
952	23065	m	11
9551	8516	app	4
9688	34806	m	0
9717	95	m	9
9799	8558	app	0
984	14286	m	7
984	8735	pc	6
9871	360	pc	0
9993	8444	app	1
10039	460	m	0
1005	168	m	16
1005	212	m	1
102	356	app	0
102	8608	pc	21
1029	111	pc	1
10291	22431	m	0
10394	196	m	0
10454	96	app	3
10467	207	pc	0
10492	609	app	1
10506	35694	pc	0
10552	125	app	0
1078	111	app	13
1078	234	pc	1
1078	35694	m	4
122	156	app	127
122	8558	m	31
12804	95	app	28
135	14502	app	3
147	8609	pc	1
16	8855	pc	0
172	24056	pc	0
172	35694	pc	26
1734	8523	m	6
18	34807	m	2
18	611	m	57
188	14379	app	9
188	41588	m	0
2	96	pc	282
2015	96	pc	77
202	35984	m	3
2040	14286	pc	0
2041	26516	pc	0
2041	611	pc	0
2048	168	app	1
2048	212	app	0
2052	156	m	22
2053	609	pc	19
2054	14502	m	1
2054	314	app	0
2055	14286	m	0
222	96	pc	56
2247	14326	app	2
2247	460	pc	0
228	14419	app	0
2284	14000	app	1
2296	460	app	1
2307	14455	app	3
2328	22431	pc	0
2347	168	m	16
2350	360	app	0
2363	96	m	63
2372	15520	pc	0
2373	130	app	0
2378	203	pc	4
2381	168	app	3
2381	212	app	0
241	190	app	9
241	23065	m	117
241	8442	pc	0
2422	203	pc	13
276	125	pc	8
276	8543	pc	4
291	14000	pc	8
304	118	app	0
304	8659	pc	15
319	35721	app	0
319	8659	m	3
3328	203	m	7
3434	168	app	13
3434	212	app	1
3445	102	app	1
3479	95	app	26
362	156	pc	23
37	8645	pc	1
394	36008	m	0
399	8493	pc	0
399	8516	m	0
4	360	app	92
4	8445	app	31
403	190	app	1
469	460	m	0
471	609	app	25
497	36008	pc	0
5	8558	pc	19
5	8752	m	0
502	8493	m	1
505	207	m	0
523	360	m	0
531	125	app	4
531	130	pc	0
531	8543	app	0
537	14502	pc	0
541	36008	pc	0
556	36008	m	1
5632	111	app	1
5632	35694	m	1
5653	190	app	0
5756	95	app	23
5898	8537	m	1
592	128	app	0
592	8546	app	0
5936	156	pc	0
606	8645	pc	0
629	309	m	0
637	111	m	6
6745	14000	pc	0
6760	14502	app	0
6770	203	pc	0
679	14419	app	0
686	234	m	0
7154	156	app	1
7453	156	m	5
7620	23065	app	4
771	125	pc	19
771	8543	pc	3
772	34806	pc	0
783	8735	m	0
79	8537	m	3
791	8493	m	0
7951	14286	m	0
801	22431	app	4
801	8516	app	35
837	360	app	53
837	8445	app	70
845	14379	app	4
8481	8558	pc	1
8694	125	pc	8
8694	8543	pc	1
872	156	m	19
882	234	app	12
8854	8558	app	0
891	128	m	0
891	8546	m	0
927	14455	pc	0
93	14455	m	97
933	125	pc	5
933	8543	pc	0
9357	128	pc	0
9409	96	app	28
9687	609	pc	1
9749	8523	pc	0
9799	35694	app	0
9811	8493	m	0
984	8523	app	66
1	609	m	1073
1016	309	app	0
10198	609	m	8
102	133	m	17
102	311	app	34
10229	8516	app	2
10285	156	pc	2
1029	23087	app	1
1029	8558	pc	0
1039	234	m	0
10394	609	app	0
10454	125	app	0
10492	196	app	0
10506	156	m	22
10513	130	m	0
10539	14326	app	0
10552	203	pc	0
1067	611	m	0
1078	8558	app	4
1096	14326	app	0
122	111	app	33
122	234	pc	31
12804	14000	pc	1
13950	14502	pc	0
158	8442	m	4
16	186	pc	0
1734	8735	pc	0
18	360	m	58
18	37863	pc	7
18	8445	m	30
2	125	pc	133
2	8543	pc	39
2	8855	m	0
2015	125	pc	22
2015	8543	pc	7
202	8442	m	6
2039	95	app	7
2041	360	pc	0
2046	460	m	2
2047	133	app	0
2047	14455	app	5
2049	14419	m	0
2052	111	m	8
2053	14379	m	0
2054	186	pc	0
222	125	pc	36
222	8543	pc	7
228	710	m	0
228	97	m	0
2284	8442	m	0
2315	14286	app	1
2323	22431	app	0
2325	8444	app	1
2328	609	app	11
2346	14455	m	3
2350	8523	pc	4
2363	125	m	24
2363	8543	m	0
2372	95	app	2
2373	203	app	15
2380	14455	app	6
2381	26523	app	0
2381	8659	app	0
2389	14326	pc	0
2390	156	pc	0
2393	14286	pc	0
265	14455	app	27
3	34806	pc	11
319	168	app	327
319	212	app	27
3237	14455	m	5
3251	8735	m	0
330	130	m	0
330	22431	pc	2
330	8516	pc	6
3328	130	app	0
3359	8523	pc	0
342	128	m	46
342	311	pc	26
342	8546	m	2
3434	26523	app	0
3445	14502	pc	0
3453	35694	app	0
3479	14000	pc	2
355	14000	pc	2
362	111	pc	21
394	8493	app	3
397	168	pc	0
397	212	pc	0
4	35691	app	9
4	8523	pc	95
408	95	app	5
409	203	app	1
413	309	m	2
414	14000	m	464
414	14419	pc	10
463	14419	app	1
471	196	app	0
471	23087	app	2
483	199	pc	8
497	22431	app	0
497	8516	app	24
5	34323	m	7
500	168	m	1
500	212	m	0
518	460	pc	7
523	35691	m	0
523	611	app	0
531	203	pc	10
5334	609	app	1
541	22431	app	19
541	8516	app	67
556	8493	app	0
5632	8558	app	0
5633	609	m	0
5653	14000	m	18
5695	128	pc	0
5695	8546	pc	0
572	8523	m	38
5722	14502	pc	0
5756	14000	pc	0
5845	125	app	1
5845	130	pc	0
5845	8543	app	0
5853	168	pc	8
5853	207	app	1
5853	212	pc	2
5898	95	pc	2
5942	22431	app	2
5942	95	pc	3
5958	203	m	1
606	14001	pc	3
618	212	m	0
629	102	m	4
637	156	app	22
637	8558	m	1
652	168	app	30
652	212	app	6
656	128	app	0
656	133	pc	0
6718	460	m	3
6729	156	pc	3
6745	190	m	0
6752	460	app	9
6760	96	pc	11
6793	212	app	1
6803	168	m	3
6803	212	m	0
6921	14379	app	0
693	8493	m	0
698	203	app	4
700	8546	app	0
710	14326	m	2
728	14000	app	6
7303	34806	m	0
740	207	m	6
7453	111	m	10
7468	35694	app	2
7620	35984	m	0
79	95	pc	67
7951	710	app	0
837	35691	app	2
837	8523	pc	53
8481	35694	pc	0
858	207	m	0
8582	14286	m	0
872	111	m	2
872	34323	app	0
8760	128	m	0
8760	8546	m	0
8854	35694	app	2
8973	14000	app	1
910	310	pc	3
910	460	m	27
9326	35691	m	0
9389	96	pc	1
9409	125	app	1
9409	130	pc	0
9409	8543	app	0
9481	22431	m	1
952	23065	app	14
9530	609	m	0
968	14000	pc	6
9687	196	pc	0
9717	95	app	13
979	360	pc	0
9837	360	pc	0
984	14286	app	17
993	199	m	0
1	196	m	152
1	23087	m	157
10039	460	app	0
1005	168	app	17
1005	212	app	1
1016	34806	pc	0
10171	360	pc	0
10175	37863	pc	0
10198	41588	app	0
102	14326	pc	69
10285	111	pc	1
1029	35694	pc	0
10291	22431	app	0
10304	8735	pc	0
1039	23065	pc	0
10454	203	pc	0
10461	14455	pc	0
10467	35984	m	0
10506	111	m	0
10513	203	m	1
1057	310	pc	7
1057	460	m	18
1067	360	m	2
1078	35694	app	10
122	145	pc	10
122	26516	m	1
122	8558	app	18
12291	310	pc	1
12291	460	m	11
147	207	m	6
172	8537	m	2
1734	8523	app	7
18	34807	app	3
18	35691	m	7
18	611	app	21
188	130	m	25
188	22431	pc	9
188	41588	app	1
188	8516	pc	55
2	186	m	3
2015	186	m	0
202	113	app	0
202	35984	app	10
2037	128	m	0
2038	118	m	0
2039	14000	pc	1
2045	35691	m	0
2052	156	app	21
2054	14502	app	1
2055	14286	app	0
222	186	m	0
2248	14455	m	1
2315	14526	pc	0
2329	96	m	36
2347	168	app	23
2363	96	app	44
2372	14000	pc	1
2373	8493	pc	0
2373	8516	m	3
2394	360	pc	0
241	23065	app	23
2429	8523	m	10
2501	14286	pc	0
2501	37863	m	0
291	15520	m	0
293	133	m	0
296	8493	app	0
3	14502	pc	28
3	8444	pc	1
304	35721	m	0
319	35828	pc	3
319	8659	app	2
3198	156	m	3
330	203	m	27
3328	203	app	9
3489	102	pc	0
362	8558	pc	3
37	14363	pc	2
37	199	m	4
385	199	pc	0
394	15520	pc	0
394	36008	app	0
399	22431	app	0
399	8516	app	0
4	14286	pc	20
4	37863	m	2
4	8746	m	0
413	102	m	11
450	14326	m	0
450	8608	app	0
463	710	m	2
463	97	m	1
468	14000	app	0
469	460	app	0
471	35694	pc	3
5	156	m	329
5	26516	pc	5
5	8752	app	0
502	8493	app	0
505	168	pc	21
505	207	app	1
505	212	pc	2
505	8609	m	0
523	360	app	1
536	96	m	13
541	37861	m	0
556	15520	pc	0
556	36008	app	1
5632	35694	app	2
5633	22431	pc	0
572	14286	m	5
572	8735	pc	1
5845	203	pc	0
5898	8537	app	0
5942	8537	app	0
606	199	m	0
613	14455	pc	2
629	26523	m	0
629	309	app	0
637	111	app	4
637	234	pc	3
6729	111	pc	0
6760	125	pc	2
6760	8543	pc	1
6793	26523	app	0
686	234	app	0
6921	609	m	0
693	148	m	0
6964	156	pc	1
698	8516	m	1
722	8855	pc	0
728	97	pc	0
740	35721	pc	1
7453	111	NULL	0
7453	156	app	4
771	14379	pc	1
776	186	pc	0
783	8735	app	1
79	35694	m	9
79	8537	app	6
791	8493	app	0
7921	130	m	0
7951	14286	app	0
811	14000	m	26
811	14419	pc	3
811	15520	app	0
837	14286	pc	8
837	37863	m	0
845	130	m	17
845	22431	pc	3
845	8516	pc	29
8481	156	m	15
858	118	m	0
858	35721	pc	0
8601	8543	m	0
872	156	app	13
872	8558	m	0
891	128	app	1
901	128	m	0
901	8546	m	0
910	36488	pc	0
914	14000	pc	2
93	14455	app	43
9389	125	pc	0
961	14455	m	1
9656	128	pc	0
9656	8546	pc	0
9717	14000	pc	0
9799	234	m	0
9811	8493	app	0
984	14526	pc	1
1	36011	m	2
1	609	app	257
1	8537	pc	20
1016	14502	pc	3
10198	609	app	3
10198	8537	pc	0
102	133	app	15
10260	14455	m	0
10266	168	pc	0
10266	212	pc	0
1029	156	m	36
1039	234	app	0
10492	22431	m	1
10506	156	app	25
10506	8558	m	0
10524	14326	m	0
1067	611	app	0
1096	35136	app	0
122	29389	m	2
147	118	m	1
147	35721	pc	0
158	309	pc	43
158	8442	app	4
16	96	pc	9
172	95	pc	89
18	360	app	34
18	8445	app	24
188	203	m	248
2	14379	pc	5
2	8855	app	0
202	309	pc	30
202	8442	app	8
2032	14455	m	7
2038	168	pc	1
2038	212	pc	0
2039	190	m	2
2045	8717	app	0
2046	460	app	0
2049	102	pc	0
2049	14419	app	0
2052	111	app	9
2052	234	pc	1
2052	35694	m	7
2053	14379	app	0
2054	96	pc	20
222	14379	pc	1
222	8855	app	0
2247	34323	pc	0
228	710	app	0
228	97	app	0
2284	8442	app	1
2296	360	pc	0
2329	8543	m	0
2346	14455	app	1
2360	8735	app	0
2363	125	app	15
2363	130	pc	6
2363	8543	app	0
2371	168	pc	6
2371	212	pc	1
2378	130	m	0
2378	14001	m	0
2378	8516	pc	2
241	35984	m	3
2422	130	m	0
2422	8516	pc	7
276	186	app	0
276	96	m	247
304	168	m	204
304	212	m	65
3163	128	m	0
3177	460	pc	3
3237	133	app	0
3237	14455	app	6
3251	8735	app	0
3266	128	pc	0
3266	8546	pc	0
330	130	app	0
3328	8493	pc	0
3328	8516	m	4
342	128	app	9
342	133	pc	9
342	8546	app	4
3479	15520	m	0
355	15520	m	0
362	34323	m	0
407	168	pc	0
407	212	pc	0
408	190	m	0
413	26523	m	17
413	309	app	3
414	14000	app	59
414	26513	m	0
455	14326	pc	0
497	8493	m	1
5	111	m	63
5	29389	pc	2
5	34323	app	4
500	168	app	1
520	609	m	0
523	35691	app	1
523	8523	pc	6
536	125	m	4
541	8493	m	10
5633	609	app	0
5653	14000	app	8
572	8523	app	35
592	8608	pc	0
5958	203	app	0
618	212	app	0
623	609	pc	12
629	102	app	4
637	8558	app	4
669	14000	m	63
669	14419	pc	0
6718	460	app	3
6745	190	app	0
6752	310	m	0
6770	130	m	0
6770	8516	pc	0
6803	168	app	2
6803	212	app	0
693	8493	app	0
696	212	pc	0
6964	111	pc	3
710	14326	app	1
7133	310	pc	7
7133	460	m	13
722	186	pc	0
726	14455	app	0
728	14419	m	0
7303	186	pc	0
740	168	pc	57
740	207	app	13
740	212	pc	10
740	8609	m	0
7452	8523	m	2
7453	111	app	5
7453	35694	m	1
7468	234	m	0
7620	207	m	2
771	186	app	0
771	96	m	153
783	14526	m	0
7921	203	m	1
801	36008	m	0
8398	8558	app	0
845	203	m	195
858	168	pc	14
858	212	pc	1
8582	14286	app	0
8694	96	m	39
872	111	app	3
872	234	pc	0
8760	14455	pc	0
8854	234	m	0
910	460	app	9
9326	35691	app	0
933	96	m	11
9481	22431	app	3
9517	8493	m	0
9529	14455	app	0
9617	128	m	0
9688	96	pc	3
9832	8523	pc	0
984	8735	m	1
993	199	app	0
1	196	app	50
1	23087	app	36
10039	611	pc	0
102	35136	pc	7
102	8608	m	26
10266	26523	pc	0
10266	8659	pc	0
10285	35694	pc	1
1029	111	m	2
10506	111	app	0
10506	35694	m	0
10513	203	app	0
10564	128	m	0
10564	311	pc	0
1057	460	app	11
1067	360	app	1
1078	234	m	3
1086	14326	pc	2
11296	8493	pc	0
122	26516	app	1
122	26521	pc	0
12291	460	app	33
12804	190	app	1
13951	97	m	0
147	168	pc	50
147	207	app	16
147	212	pc	14
147	8609	m	0
158	102	pc	34
16	125	pc	15
16	8543	pc	1
172	35694	m	23
172	8537	app	5
18	35691	app	13
18	8523	pc	51
188	130	app	14
2	186	app	6
2	96	m	658
2015	186	app	0
2015	96	m	573
202	102	pc	23
2037	128	app	0
2037	14455	pc	2
2040	14286	m	0
2041	611	m	0
2045	35691	app	0
2053	609	m	22
2054	125	pc	5
2054	8543	pc	3
222	96	m	111
2247	310	pc	4
2247	460	m	7
2248	14455	app	0
2292	8558	pc	0
2302	156	pc	3
2328	22431	m	1
2329	96	app	15
2346	8608	m	0
2354	14286	app	0
2363	14363	pc	0
2363	203	pc	8
2371	26523	pc	0
2372	15520	m	0
2373	8516	app	2
2378	203	m	21
2397	152	pc	0
2404	360	pc	0
241	8442	m	0
2422	203	m	19
2429	8523	app	22
276	125	m	18
276	8543	m	1
276	96	NULL	0
291	14000	m	26
291	15520	app	0
293	133	app	0
3	343	pc	1
304	35721	app	1
304	8659	m	10
3198	156	app	1
330	203	app	50
3445	34806	m	0
362	156	m	46
362	26516	pc	0
37	199	app	7
37	8645	m	0
375	14502	m	0
394	14000	pc	5
394	8717	pc	0
399	8493	m	0
4	171	pc	9
4	37863	app	8
4	8746	app	0
413	102	app	6
414	710	pc	12
414	97	pc	4
424	34806	pc	0
450	14326	app	0
463	710	app	2
463	97	app	3
469	611	pc	0
497	36008	m	0
5	156	app	155
5	8558	m	26
505	8609	app	1
523	14286	pc	0
531	130	m	0
531	8516	pc	3
536	96	app	18
541	36008	m	0
556	14000	pc	7
5632	234	m	0
5669	36488	app	0
572	14286	app	4
5756	190	app	0
5936	156	m	0
606	199	app	3
606	8645	m	0
615	14000	m	1
629	26523	app	0
6729	35694	pc	0
6745	14000	m	14
6752	360	pc	0
6770	203	m	1
6921	609	app	0
693	148	app	0
6964	8558	pc	0
698	8516	app	0
700	8608	pc	0
7303	14502	app	0
740	8659	pc	2
771	125	m	19
771	41588	pc	0
771	8543	m	0
776	96	pc	2
79	14255	app	0
79	35694	app	11
7921	130	app	0
801	8493	app	1
811	14000	app	29
837	171	pc	1
837	37863	app	2
845	130	app	8
8481	156	app	14
8481	8558	m	0
858	118	app	0
8582	14526	pc	0
8601	8543	app	0
8694	125	m	19
8694	8543	m	0
8716	8735	app	0
872	8558	app	1
882	207	pc	1
8973	309	pc	0
901	133	pc	0
914	15520	m	0
927	14455	m	3
933	125	m	19
933	8543	m	0
9357	128	m	0
9357	311	pc	0
9472	96	pc	2
9481	8537	app	0
961	14455	app	1
9687	609	m	2
9688	125	pc	3
9688	8543	pc	0
9717	15520	m	0
9749	8523	m	2
9799	234	app	0
1	14255	pc	6
1	24056	pc	5
1	35694	pc	57
1	36011	app	1
1	8692	pc	11
10039	360	pc	0
10106	130	pc	0
10159	95	pc	0
10260	14455	app	1
10285	156	m	4
1029	156	app	21
1029	8558	m	1
10492	22431	app	2
10492	95	pc	0
10506	8558	app	1
10513	8493	pc	0
10524	14326	app	0
10539	460	m	0
10552	203	m	3
1067	8523	pc	0
1086	199	app	0
1096	310	pc	2
1096	460	m	0
122	234	m	100
122	29389	app	5
12804	14000	m	1
12804	15520	app	0
135	199	pc	0
147	118	app	1
147	8659	pc	5
158	26523	pc	23
18	14286	pc	30
18	37863	m	1
188	203	app	115
2	125	m	806
2	41588	pc	13
2	8543	m	24
2015	125	m	28
2015	36014	pc	0
2015	8543	m	2
202	26523	pc	16
2032	14455	app	4
2039	190	app	1
2040	97	app	0
2041	360	m	1
2045	14286	pc	0
2046	26516	pc	0
2052	35694	app	16
2053	22431	pc	3
222	125	m	89
222	41588	pc	0
222	8543	m	1
2302	111	pc	0
2307	23087	pc	0
2329	130	pc	0
2329	8543	app	0
2337	212	pc	2
2350	8523	m	5
2354	14526	pc	1
2378	130	app	2
2378	14001	app	0
2389	14326	m	0
2390	156	m	2
2398	710	pc	0
241	35984	app	1
2422	130	app	1
265	609	pc	82
276	96	app	89
296	14000	pc	0
297	460	pc	1
3	34806	m	5
304	168	app	165
304	212	app	33
3163	14455	pc	1
319	14455	pc	15
330	22431	m	9
330	8493	pc	3
330	8516	m	7
3328	8516	app	3
3359	8523	m	0
342	311	m	4
3439	168	app	0
3445	14502	m	0
3470	35691	m	0
3479	14000	m	19
355	14000	m	12
355	14419	pc	0
355	15520	app	0
362	111	m	23
362	34323	app	0
367	156	pc	0
37	36014	app	0
397	168	m	1
397	212	m	1
4	8523	m	253
400	310	pc	0
400	460	m	0
403	35984	app	0
413	26523	app	5
414	14419	m	8
414	26513	app	0
424	14502	pc	1
471	95	pc	16
483	199	m	3
497	8493	app	0
5	111	app	25
5	234	pc	30
502	14000	pc	0
518	310	pc	4
518	460	m	38
520	609	app	0
531	203	m	28
536	125	app	0
536	130	pc	0
541	8493	app	12
5695	8546	m	0
572	14526	pc	0
5722	14502	m	0
5756	14000	m	9
5845	130	m	0
5845	8516	pc	0
5853	168	m	11
5853	212	m	4
5898	95	m	11
592	14326	pc	1
5942	190	pc	0
5942	95	m	6
606	14001	m	0
606	36014	app	0
613	35828	app	0
623	36011	pc	0
648	190	pc	0
652	14455	pc	2
669	14000	app	17
6729	156	m	22
6752	310	app	0
6760	96	m	42
6964	35694	pc	0
7133	460	app	15
7154	234	m	0
722	96	pc	38
728	14419	app	0
7303	96	pc	8
740	8609	app	0
7452	37981	app	0
7452	8523	app	3
7453	35694	app	0
7576	168	pc	1
7576	212	pc	0
7620	168	pc	7
7620	207	app	2
7620	212	pc	2
771	96	app	82
776	125	pc	2
776	8543	pc	1
783	14526	app	0
79	190	pc	18
79	95	m	353
791	14000	pc	0
7921	203	app	0
801	36008	app	0
811	710	pc	4
811	97	pc	0
821	34806	pc	0
837	8523	m	106
845	203	app	120
845	37861	pc	0
8481	234	pc	0
8481	35694	m	0
8694	96	app	22
8854	234	app	0
910	310	m	1
910	34807	pc	0
910	611	pc	5
933	96	app	9
9389	96	m	7
9409	130	m	0
9472	125	pc	10
9472	8543	pc	0
9517	8493	app	0
952	309	pc	0
9617	14455	pc	1
968	14000	m	17
9687	196	m	0
9687	22431	pc	0
9736	609	pc	0
977	186	pc	0
984	8735	app	6
9854	190	m	0
9871	360	app	0
1	798	pc	2
10039	310	app	0
10106	203	pc	1
10159	8537	app	0
1016	34806	m	0
10171	360	m	0
10198	22431	m	0
102	14326	m	175
102	8608	app	53
10285	111	m	1
1029	111	app	2
1029	234	pc	0
1029	35694	m	1
10291	95	m	0
1039	23065	m	3
10454	203	m	1
10461	14455	m	1
10467	168	pc	1
10467	207	app	0
10467	212	pc	1
10485	360	app	0
10506	35694	app	0
10564	14455	pc	0
1057	26516	pc	0
1057	310	m	6
1057	611	pc	3
1078	234	app	4
122	145	m	4
12291	310	m	1
12291	611	pc	10
147	8609	app	0
16	14379	pc	0
172	24056	app	0
172	35694	app	17
188	22431	m	27
188	8493	pc	14
188	8516	m	325
2	96	app	572
2015	96	app	212
2039	14000	m	3
2040	14286	app	0
2041	611	app	0
2046	360	pc	0
2046	8445	pc	0
2053	609	app	22
222	96	app	104
2247	460	app	5
228	34806	pc	0
2299	34806	pc	1
2307	36011	pc	0
2315	14526	m	0
2328	22431	app	4
2328	95	pc	2
2329	203	pc	2
2344	97	pc	0
2350	8735	pc	0
2372	14000	m	15
2372	15520	app	0
2373	8493	m	0
2378	203	app	24
2380	350	pc	0
2393	710	app	0
2394	360	m	0
2395	156	pc	2
2398	14286	pc	0
241	309	pc	14
241	8442	app	0
2422	203	app	38
2501	14286	m	0
265	196	pc	27
265	23087	pc	13
276	125	app	12
276	130	pc	1
276	8543	app	3
291	14000	app	20
3	14502	m	6
3	8444	m	1
304	35828	pc	6
304	8659	app	4
3184	609	pc	1
319	35828	m	1
330	36008	pc	1
3359	8735	pc	0
342	8608	pc	8
3445	186	pc	0
362	156	app	51
362	8558	m	3
37	14363	m	0
37	8645	app	0
385	199	m	0
394	15520	m	0
4	14286	m	21
4	8735	pc	32
403	309	pc	0
471	35694	m	7
471	8537	app	0
497	15520	pc	0
497	36008	app	0
5	145	pc	11
5	26516	m	1
5	8558	app	25
505	168	m	28
505	212	m	6
518	36488	pc	0
531	130	app	0
5334	95	pc	2
536	203	pc	0
5633	22431	m	0
572	8735	m	0
5722	186	pc	0
577	8523	m	0
5772	14526	m	0
5845	203	m	10
5936	156	app	0
613	14455	m	4
615	14000	app	0
637	234	m	0
669	710	pc	3
669	97	pc	0
6718	360	pc	0
6745	14000	app	5
6760	125	m	3
6760	8543	m	1
6770	203	app	1
693	14000	pc	1
6964	156	m	10
700	14326	pc	3
722	125	pc	15
722	8543	pc	4
728	97	m	1
7303	125	pc	5
7303	8543	pc	0
740	35721	m	0
7620	26523	pc	0
771	125	app	19
771	130	pc	8
771	14379	m	3
771	8543	app	2
783	8546	pc	0
7921	8493	pc	0
7951	26531	m	0
811	14419	m	4
821	14502	pc	2
837	14286	m	5
837	8735	pc	13
845	22431	m	10
845	8493	pc	8
845	8516	m	287
8481	8558	app	0
8582	8444	pc	0
8694	125	app	5
8694	130	pc	1
8694	8543	app	0
8760	35828	app	0
910	360	pc	63
910	36488	m	0
914	14000	m	28
927	14455	app	1
93	609	pc	55
933	125	app	9
933	130	pc	0
933	8543	app	0
9357	14455	pc	0
9389	125	m	5
9409	203	m	2
952	102	pc	0
9687	609	app	2
9706	207	pc	0
9717	14000	m	2
9749	8523	app	1
984	14526	m	1
9871	8523	pc	1
1	8537	m	22
10015	128	app	0
10015	14455	pc	0
10134	609	pc	0
1016	14502	m	1
10171	26516	app	0
10266	212	m	1
10285	156	app	5
1029	8558	app	0
10387	360	app	0
1039	207	pc	0
10417	128	pc	0
10417	8546	pc	0
10454	130	app	0
10467	26523	pc	0
10552	203	app	2
1057	34323	app	0
1057	360	pc	4
122	234	app	50
12291	360	pc	0
12291	8445	pc	0
12804	14000	app	9
147	35721	m	0
158	309	m	11
16	96	m	44
172	190	pc	13
172	95	m	224
1734	8735	app	0
18	171	pc	5
18	37863	app	5
188	36008	pc	1
2	125	app	97
2	130	pc	31
2	14379	m	4
2	8543	app	28
2015	125	app	36
2015	130	pc	15
2015	14001	pc	0
2015	8543	app	8
202	309	m	28
2038	168	m	5
2038	212	m	0
2041	360	app	0
2049	102	m	2
2052	234	m	2
2054	186	app	0
2054	96	m	48
222	125	app	24
222	130	pc	18
222	14379	m	1
222	8543	app	4
2247	34323	m	0
228	14502	pc	2
2296	360	m	0
2302	35694	pc	0
2319	96	pc	13
2350	8523	app	19
2360	128	pc	0
2360	8546	pc	0
2363	130	m	2
2363	8516	pc	9
2371	168	m	10
2371	212	m	1
2378	8493	pc	0
2378	8516	m	9
2389	14326	app	0
2389	460	pc	1
2390	156	app	1
2393	14286	app	0
241	102	pc	17
2422	8493	pc	2
2422	8516	m	12
265	36011	pc	0
276	203	pc	16
293	14326	m	0
3	34806	app	3
3177	310	pc	0
3177	460	m	25
319	26517	pc	0
3251	128	pc	0
3266	128	m	0
3266	311	pc	0
3266	8546	m	0
330	22431	app	16
330	8516	app	23
