sloc1	scate2	sloc-scate	online_price	member_price
2422	156	2422-156	99.6	74.7
2053	156	2053-156	99.6	74.7
2015	14000	2015-14000	99.84	74.88
984	14326	984-14326	100.32	75.24
483	168	483-168	100.56	75.42
37	23087	37-23087	100.56	75.42
541	8523	541-8523	100.56	75.42
319	168	319-168	102.24	76.68
241	168	241-168	102.24	76.68
93	168	93-168	102.24	76.68
304	203	304-203	102.24	76.68
147	168	147-168	102.48	76.86
37	168	37-168	102.48	76.86
265	95	265-95	102.48	76.86
413	168	413-168	102.48	76.86
463	156	463-156	102.72	77.04
102	14000	102-14000	181.44	136.08
222	156	222-156	103.44	77.58
811	609	811-609	103.68	77.76
1	311	1-311	103.68	77.76
158	23087	158-23087	103.68	77.76
845	95	845-95	104.16	78.12
463	609	463-609	104.88	78.66
2	14502	2-14502	105.12	78.84
330	203	330-203	105.6	79.2
4	14502	4-14502	105.6	79.2
330	96	330-96	105.84	79.38
471	96	471-96	105.84	79.38
265	609	265-609	106.56	79.92
2015	234	2015-234	106.56	79.92
4	8543	4-8543	106.8	80.1
158	168	158-168	107.76	80.82
172	168	172-168	108	81
93	609	93-609	108.24	81.18
4	234	4-234	108.24	81.18
122	95	122-95	108.24	81.18
342	310	342-310	108.24	81.18
952	168	952-168	108.48	81.36
342	95	342-95	108.72	81.54
18	26523	18-26523	109.2	81.9
102	95	102-95	109.44	82.08
265	168	265-168	109.44	82.08
4	196	4-196	109.44	82.08
172	95	172-95	110.16	82.62
541	96	541-96	128.4	96.3
1	26531	1-26531	110.4	82.8
241	95	241-95	110.64	82.98
541	14000	541-14000	111.84	83.88
342	609	342-609	112.56	84.42
188	609	188-609	112.8	84.6
18	212	18-212	112.8	84.6
669	96	669-96	113.52	85.14
18	14455	18-14455	113.52	85.14
172	609	172-609	114.48	85.86
414	609	414-609	114.48	85.86
158	609	158-609	114.48	85.86
837	609	837-609	114.48	85.86
319	95	319-95	114.48	85.86
606	609	606-609	114.48	85.86
845	609	845-609	114.48	85.86
202	95	202-95	114.48	85.86
4	111	4-111	114.48	85.86
172	111	172-111	114.48	85.86
18	234	18-234	114.72	86.04
984	156	984-156	114.72	86.04
3	23065	3-23065	114.72	86.04
5	609	5-609	115.2	86.4
572	96	572-96	115.44	86.58
1	97	1-97	115.68	86.76
4	23087	4-23087	115.92	86.94
771	96	771-96	116.4	87.3
79	168	79-168	116.4	87.3
483	609	483-609	117.6	88.2
541	125	541-125	117.6	88.2
37	95	37-95	117.84	88.38
740	14000	740-14000	117.84	88.38
1	23087	1-23087	118.08	88.56
606	14000	606-14000	118.32	88.74
505	96	505-96	118.32	88.74
1	310	1-310	118.56	88.92
304	125	304-125	119.28	89.46
1	26523	1-26523	119.28	89.46
4	14455	4-14455	119.76	89.82
984	14000	984-14000	119.76	89.82
556	96	556-96	120	90
483	96	483-96	120.24	90.18
93	96	93-96	120.48	90.36
837	96	837-96	120.48	90.36
202	168	202-168	120.48	90.36
2054	96	2054-96	120.48	90.36
342	14000	342-14000	120.48	90.36
413	156	413-156	120.48	90.36
188	23065	188-23065	120.48	90.36
463	14000	463-14000	120.72	90.54
984	95	984-95	121.92	91.44
188	95	188-95	122.64	91.98
910	96	910-96	122.64	91.98
845	14000	845-14000	122.88	92.16
5	168	5-168	123.84	92.88
202	111	202-111	123.84	92.88
102	14455	102-14455	124.32	93.24
3	311	3-311	124.32	93.24
265	310	265-310	124.32	93.24
188	310	188-310	124.32	93.24
5	23087	5-23087	124.32	93.24
414	310	414-310	124.32	93.24
147	609	147-609	124.56	93.42
202	609	202-609	124.56	93.42
740	609	740-609	124.56	93.42
304	609	304-609	124.56	93.42
3	196	3-196	124.56	93.42
414	95	414-95	125.28	93.96
2	14455	2-14455	125.76	94.32
319	203	319-203	126.72	95.04
2	130	2-130	126.96	95.22
1	190	1-190	127.68	95.76
18	611	18-611	127.68	95.76
4	23065	4-23065	128.88	96.66
18	8516	18-8516	129.6	97.2
102	310	102-310	129.6	97.2
222	96	222-96	130.08	97.56
1	8608	1-8608	130.56	97.92
18	14286	18-14286	131.52	98.64
952	609	952-609	132	99
319	609	319-609	132.24	99.18
2015	168	2015-168	133.2	99.9
147	156	147-156	133.92	100.44
241	14000	241-14000	134.64	100.98
1	133	1-133	135.6	101.7
3	8516	3-8516	136.08	102.06
158	8516	158-8516	136.56	102.42
3	128	3-128	136.8	102.6
18	128	18-128	136.8	102.6
1	234	1-234	138	103.5
79	156	79-156	191.76	143.82
952	96	952-96	138.96	104.22
122	156	122-156	139.68	104.76
3	14455	3-14455	140.16	105.12
541	609	541-609	140.88	105.66
4	207	4-207	141.12	105.84
413	96	413-96	141.6	106.2
3	23087	3-23087	141.84	106.38
319	23065	319-23065	141.84	106.38
4	311	4-311	142.08	106.56
135	96	135-96	143.04	107.28
952	125	952-125	144	108
463	96	463-96	146.16	109.62
304	96	304-96	146.88	110.16
1	8558	1-8558	146.88	110.16
740	96	740-96	147.12	110.34
1	8493	1-8493	147.36	110.52
413	125	413-125	147.84	110.88
2	128	2-128	148.8	111.6
202	125	202-125	263.76	197.82
18	125	18-125	304.8	228.6
342	125	342-125	238.56	178.92
158	125	158-125	232.56	174.42
265	156	265-156	226.32	169.74
5	125	5-125	221.52	166.14
37	125	37-125	220.8	165.6
172	125	172-125	212.64	159.48
188	14000	188-14000	204.72	153.54
188	125	188-125	193.44	145.08
37	14000	37-14000	174.48	130.86
172	96	172-96	161.52	121.14
79	96	79-96	151.68	113.76
4	212	4-212	150.96	113.22
93	14000	93-14000	151.68	113.76
740	156	740-156	151.92	113.94
102	23087	102-23087	152.16	114.12
845	125	845-125	152.4	114.3
606	125	606-125	152.4	114.3
2	95	2-95	269.76	202.32
4	310	4-310	153.84	115.38
5	96	5-96	154.56	115.92
135	14000	135-14000	154.56	115.92
5	156	5-156	154.56	115.92
606	156	606-156	154.8	116.1
3	14326	3-14326	155.04	116.28
2	14326	2-14326	155.04	116.28
1	611	1-611	155.28	116.46
158	310	158-310	155.28	116.46
845	156	845-156	155.76	116.82
172	156	172-156	156.72	117.54
304	156	304-156	157.2	117.9
188	156	188-156	158.16	118.62
1	199	1-199	158.16	118.62
304	14000	304-14000	158.4	118.8
147	14000	147-14000	159.6	119.7
2	14286	2-14286	160.08	120.06
483	156	483-156	160.32	120.24
837	156	837-156	161.28	120.96
1	14455	1-14455	162.72	122.04
147	95	147-95	163.68	122.76
3	212	3-212	164.4	123.3
2	8543	2-8543	165.36	124.02
18	14326	18-14326	166.32	124.74
2	23087	2-23087	166.32	124.74
4	8516	4-8516	168	126
1	8543	1-8543	169.44	127.08
158	96	158-96	170.4	127.8
2	311	2-311	170.88	128.16
1	14286	1-14286	170.88	128.16
4	128	4-128	171.12	128.34
2	8516	2-8516	171.84	128.88
2	22431	2-22431	171.84	128.88
4	130	4-130	172.56	129.42
18	168	18-168	174.72	131.04
342	96	342-96	174.72	131.04
845	96	845-96	174.72	131.04
342	168	342-168	174.72	131.04
1	130	1-130	175.68	131.76
18	203	18-203	177.12	132.84
1	207	1-207	178.08	133.56
241	156	241-156	178.56	133.92
1	14502	1-14502	180.48	135.36
37	96	37-96	181.44	136.08
1	23065	1-23065	181.44	136.08
265	203	265-203	181.44	136.08
158	95	158-95	181.92	136.44
188	96	188-96	182.16	136.62
202	14000	202-14000	185.28	138.96
18	609	18-609	185.76	139.32
2	212	2-212	187.44	140.58
2015	125	2015-125	188.64	141.48
18	156	18-156	188.88	141.66
414	96	414-96	189.6	142.2
319	14000	319-14000	191.04	143.28
1	22431	1-22431	192.24	144.18
1	8523	1-8523	193.2	144.9
2015	156	2015-156	212.88	159.66
984	609	984-609	200.88	150.66
1	360	1-360	201.12	150.84
2015	95	2015-95	202.8	152.1
319	156	319-156	203.76	152.82
2015	96	2015-96	239.52	179.64
1	196	1-196	204.72	153.54
202	156	202-156	208.8	156.6
319	125	319-125	209.04	156.78
541	156	541-156	209.28	156.96
606	96	606-96	209.28	156.96
202	96	202-96	209.52	157.14
414	14000	414-14000	211.44	158.58
984	125	984-125	214.8	161.1
811	96	811-96	224.64	168.48
414	156	414-156	226.56	169.92
3	14000	3-14000	227.52	170.64
1	212	1-212	230.64	172.98
319	96	319-96	232.8	174.6
1	8516	1-8516	257.04	192.78
984	96	984-96	266.64	199.98
37	156	37-156	266.88	200.16
172	14000	172-14000	275.28	206.46
4	95	4-95	276.96	207.72
4	14000	4-14000	284.4	213.3
342	156	342-156	292.08	219.06
158	156	158-156	295.2	221.4
1	14000	1-14000	295.44	221.58
18	96	18-96	307.68	230.76
158	14000	158-14000	309.84	232.38
1	128	1-128	313.92	235.44
102	156	102-156	327.6	245.7
1	14326	1-14326	328.8	246.6
18	14000	18-14000	330.72	248.04
2	156	2-156	361.2	270.9
2	14000	2-14000	369.12	276.84
1	95	1-95	371.76	278.82
4	156	4-156	372.72	279.54
3	156	3-156	383.04	287.28
1	156	1-156	490.32	367.74
2	96	2-96	293.28	219.96
1	96	1-96	436.56	327.42
1	125	1-125	531.6	398.7
3	96	3-96	290.64	217.98
2	125	2-125	421.44	316.08
102	125	102-125	304.08	228.06
3	125	3-125	385.68	289.26
4	203	4-203	236.88	177.66
3	609	3-609	163.44	122.58
2	203	2-203	128.88	96.66
102	609	102-609	115.92	86.94
4	168	4-168	118.8	89.1
102	168	102-168	136.32	102.24
3	168	3-168	154.32	115.74
2	609	2-609	163.44	122.58
4	609	4-609	174.72	131.04
2	168	2-168	189.36	142.02
1	168	1-168	212.4	159.3
102	203	102-203	241.68	181.26
102	96	102-96	277.92	208.44
1	609	1-609	290.64	217.98
4	96	4-96	307.68	230.76
1	203	1-203	321.6	241.2
4	125	4-125	359.28	269.46
