sloc1	scate2	sloc-scate	online_price	member_price
9409	125	9409-125	26.88	20.16
2052	8516	2052-8516	26.88	20.16
1016	96	1016-96	26.88	20.16
228	196	228-196	26.88	20.16
7133	8523	7133-8523	26.88	20.16
2054	234	2054-234	26.88	20.16
772	8445	772-8445	26.88	20.16
977	234	977-234	26.88	20.16
967	95	967-95	26.88	20.16
5653	96	5653-96	26.88	20.16
2054	310	2054-310	26.88	20.16
463	360	463-360	26.88	20.16
2037	234	2037-234	26.88	20.16
304	8543	304-8543	26.88	20.16
933	95	933-95	26.88	20.16
10120	96	10120-96	26.88	20.16
228	14502	228-14502	26.88	20.16
572	310	572-310	26.88	20.16
135	14286	135-14286	26.88	20.16
9389	125	9389-125	26.88	20.16
13951	96	13951-96	26.88	20.16
2015	130	2015-130	26.88	20.16
831	125	831-125	26.88	20.16
652	196	652-196	26.88	20.16
12804	96	12804-96	26.88	20.16
3489	95	3489-95	26.88	20.16
7133	196	7133-196	26.88	20.16
2346	234	2346-234	26.88	20.16
304	26531	304-26531	26.88	20.16
9409	96	9409-96	26.88	20.16
16	196	16-196	26.88	20.16
355	125	355-125	26.88	20.16
901	125	901-125	26.88	20.16
93	97	93-97	26.88	20.16
228	8523	228-8523	26.88	20.16
330	212	330-212	26.88	20.16
9551	95	9551-95	26.88	20.16
2045	310	2045-310	26.88	20.16
518	111	518-111	26.88	20.16
9472	125	9472-125	26.88	20.16
3251	96	3251-96	26.88	20.16
536	609	536-609	26.88	20.16
9749	125	9749-125	26.88	20.16
2429	196	2429-196	26.88	20.16
541	152	541-152	26.88	20.16
811	14419	811-14419	26.88	20.16
13950	96	13950-96	26.88	20.16
1086	8516	1086-8516	26.88	20.16
9799	234	9799-234	26.88	20.16
2043	609	2043-609	26.88	20.16
2364	125	2364-125	26.88	20.16
3266	96	3266-96	26.88	20.16
2372	95	2372-95	26.88	20.16
697	609	697-609	26.88	20.16
722	8523	722-8523	26.88	20.16
3157	95	3157-95	26.88	20.16
13951	609	13951-609	26.88	20.16
202	8735	202-8735	26.88	20.16
9422	125	9422-125	26.88	20.16
811	14502	811-14502	26.88	20.16
6752	96	6752-96	26.88	20.16
1086	96	1086-96	26.88	20.16
722	460	722-460	26.88	20.16
669	102	669-102	26.88	20.16
572	102	572-102	26.88	20.16
8854	96	8854-96	26.88	20.16
944	203	944-203	26.88	20.16
831	460	831-460	26.88	20.16
9529	96	9529-96	26.88	20.16
2429	128	2429-128	26.88	20.16
37	36008	37-36008	26.88	20.16
471	97	471-97	26.88	20.16
2296	96	2296-96	26.88	20.16
2052	196	2052-196	26.88	20.16
698	234	698-234	26.88	20.16
6776	111	6776-111	26.88	20.16
572	8516	572-8516	26.88	20.16
967	111	967-111	26.88	20.16
531	128	531-128	26.88	20.16
7951	125	7951-125	26.88	20.16
3359	125	3359-125	26.88	20.16
1039	196	1039-196	26.88	20.16
541	8735	541-8735	26.88	20.16
8582	96	8582-96	26.88	20.16
5959	95	5959-95	26.88	20.16
3328	234	3328-234	26.88	20.16
9799	95	9799-95	26.88	20.16
3489	609	3489-609	26.88	20.16
10198	125	10198-125	26.88	20.16
2381	95	2381-95	26.88	20.16
9326	96	9326-96	26.88	20.16
291	310	291-310	26.88	20.16
771	8516	771-8516	26.88	20.16
2015	190	2015-190	26.88	20.16
2037	8523	2037-8523	26.88	20.16
291	196	291-196	26.88	20.16
751	96	751-96	26.88	20.16
811	152	811-152	26.88	20.16
669	97	669-97	26.88	20.16
6805	609	6805-609	26.88	20.16
2040	111	2040-111	26.88	20.16
9123	96	9123-96	26.88	20.16
5722	125	5722-125	26.88	20.16
2296	125	2296-125	26.88	20.16
2328	95	2328-95	26.88	20.16
2248	125	2248-125	26.88	20.16
8694	125	8694-125	26.88	20.16
10362	96	10362-96	26.88	20.16
8716	609	8716-609	26.88	20.16
9363	125	9363-125	26.88	20.16
500	96	500-96	26.88	20.16
5669	125	5669-125	26.88	20.16
2041	111	2041-111	26.88	20.16
2047	125	2047-125	26.88	20.16
2325	95	2325-95	26.88	20.16
967	609	967-609	26.88	20.16
910	196	910-196	26.88	20.16
397	95	397-95	26.88	20.16
3489	125	3489-125	26.88	20.16
14357	609	14357-609	26.88	20.16
2347	234	2347-234	26.88	20.16
751	234	751-234	26.88	20.16
2347	111	2347-111	26.88	20.16
228	128	228-128	26.88	20.16
801	8516	801-8516	26.88	20.16
2044	609	2044-609	26.88	20.16
821	111	821-111	26.88	20.16
946	96	946-96	26.88	20.16
135	207	135-207	26.88	20.16
728	128	728-128	26.88	20.16
355	111	355-111	26.88	20.16
5633	609	5633-609	26.88	20.16
375	196	375-196	26.88	20.16
728	111	728-111	26.88	20.16
811	8659	811-8659	26.88	20.16
783	196	783-196	26.88	20.16
135	8493	135-8493	26.88	20.16
834	95	834-95	26.88	20.16
6729	96	6729-96	26.88	20.16
2049	234	2049-234	26.88	20.16
450	128	450-128	26.88	20.16
10434	125	10434-125	26.88	20.16
2037	128	2037-128	26.88	20.16
10492	95	10492-95	26.88	20.16
6770	609	6770-609	26.88	20.16
12804	95	12804-95	26.88	20.16
10536	96	10536-96	26.88	20.16
3489	97	3489-97	26.88	20.16
12291	128	12291-128	26.88	20.16
222	8493	222-8493	26.88	20.16
3251	125	3251-125	26.88	20.16
10461	156	10461-156	26.88	20.16
3251	111	3251-111	26.88	20.16
531	311	531-311	26.88	20.16
3434	96	3434-96	26.88	20.16
783	125	783-125	26.88	20.16
3434	609	3434-609	26.88	20.16
241	8442	241-8442	26.88	20.16
2373	125	2373-125	26.88	20.16
424	8659	424-8659	26.88	20.16
369	95	369-95	26.88	20.16
541	36008	541-36008	26.88	20.16
2395	128	2395-128	26.88	20.16
2050	95	2050-95	26.88	20.16
362	97	362-97	26.88	20.16
2041	95	2041-95	26.88	20.16
369	96	369-96	26.88	20.16
3198	96	3198-96	26.88	20.16
872	95	872-95	26.88	20.16
7620	128	7620-128	26.88	20.16
2	314	2-314	26.88	20.16
1734	196	1734-196	26.88	20.16
502	125	502-125	26.88	20.16
12291	95	12291-95	26.88	20.16
10461	111	10461-111	26.88	20.16
9499	460	9499-460	26.88	20.16
7154	125	7154-125	26.88	20.16
424	97	424-97	26.88	20.16
228	97	228-97	26.88	20.16
606	97	606-97	26.88	20.16
3157	125	3157-125	26.88	20.16
291	128	291-128	26.88	20.16
679	203	679-203	26.88	20.16
12804	234	12804-234	26.88	20.16
4	8855	4-8855	26.88	20.16
979	609	979-609	26.88	20.16
5756	234	5756-234	26.88	20.16
5772	96	5772-96	26.88	20.16
984	8445	984-8445	26.88	20.16
2307	234	2307-234	26.88	20.16
10467	96	10467-96	26.88	20.16
9499	125	9499-125	26.88	20.16
14357	125	14357-125	26.88	20.16
6745	234	6745-234	26.88	20.16
9736	125	9736-125	26.88	20.16
967	196	967-196	26.88	20.16
637	14419	637-14419	26.88	20.16
772	130	772-130	26.88	20.16
2429	95	2429-95	26.88	20.16
656	96	656-96	26.88	20.16
2342	128	2342-128	26.88	20.16
968	310	968-310	26.88	20.16
6776	128	6776-128	26.88	20.16
9472	95	9472-95	26.88	20.16
16	97	16-97	26.88	20.16
102	798	102-798	26.88	20.16
9717	609	9717-609	26.88	20.16
2052	14286	2052-14286	26.88	20.16
572	97	572-97	26.88	20.16
629	128	629-128	26.88	20.16
592	203	592-203	26.88	20.16
693	95	693-95	26.88	20.16
3445	125	3445-125	26.88	20.16
556	97	556-97	26.88	20.16
455	609	455-609	26.88	20.16
3470	8516	3470-8516	26.88	20.16
6776	95	6776-95	26.88	20.16
537	609	537-609	26.88	20.16
740	199	740-199	26.88	20.16
1096	111	1096-111	26.88	20.16
710	95	710-95	26.88	20.16
577	95	577-95	26.88	20.16
6964	128	6964-128	26.88	20.16
725	609	725-609	26.88	20.16
2354	125	2354-125	26.88	20.16
696	96	696-96	26.88	20.16
1096	234	1096-234	26.88	20.16
2052	111	2052-111	26.88	20.16
135	97	135-97	26.88	20.16
9409	196	9409-196	26.88	20.16
5958	95	5958-95	26.88	20.16
3470	111	3470-111	26.88	20.16
9357	234	9357-234	26.88	20.16
2302	609	2302-609	26.88	20.16
9993	96	9993-96	26.88	20.16
9993	234	9993-234	26.88	20.16
9481	96	9481-96	26.88	20.16
2392	128	2392-128	26.88	20.16
2325	128	2325-128	26.88	20.16
944	125	944-125	26.88	20.16
9687	125	9687-125	26.88	20.16
5958	96	5958-96	26.88	20.16
531	8523	531-8523	26.88	20.16
102	8442	102-8442	27.12	20.34
276	190	276-190	27.12	20.34
2053	190	2053-190	27.12	20.34
188	22431	188-22431	27.12	20.34
2053	8735	2053-8735	27.12	20.34
669	207	669-207	27.12	20.34
952	207	952-207	27.12	20.34
3157	460	3157-460	27.12	20.34
1078	14502	1078-14502	27.12	20.34
7303	310	7303-310	27.12	20.34
556	8523	556-8523	27.12	20.34
3470	190	3470-190	27.12	20.34
821	310	821-310	27.12	20.34
700	460	700-460	27.12	20.34
914	8735	914-8735	27.12	20.34
2055	8523	2055-8523	27.12	20.34
910	8735	910-8735	27.12	20.34
2363	14000	2363-14000	27.12	20.34
483	36008	483-36008	27.12	20.34
7452	8523	7452-8523	27.12	20.34
801	26523	801-26523	27.12	20.34
531	8516	531-8516	27.12	20.34
2053	35721	2053-35721	27.12	20.34
222	8543	222-8543	27.12	20.34
2053	130	2053-130	27.12	20.34
2329	8543	2329-8543	27.12	20.34
9530	14286	9530-14286	27.12	20.34
2044	8493	2044-8493	27.12	20.34
1078	8735	1078-8735	27.12	20.34
2055	8543	2055-8543	27.12	20.34
5	34807	5-34807	27.36	20.52
10097	96	10097-96	27.6	20.7
3237	96	3237-96	27.6	20.7
222	311	222-311	27.84	20.88
1	37863	1-37863	27.84	20.88
158	14419	158-14419	27.84	20.88
37	14419	37-14419	27.84	20.88
147	14419	147-14419	27.84	20.88
2052	14326	2052-14326	27.84	20.88
304	190	304-190	27.84	20.88
740	190	740-190	27.84	20.88
413	130	413-130	27.84	20.88
740	14354	740-14354	27.84	20.88
93	102	93-102	27.84	20.88
1086	14326	1086-14326	27.84	20.88
202	14354	202-14354	27.84	20.88
4	34806	4-34806	27.84	20.88
4	8442	4-8442	27.84	20.88
518	14326	518-14326	27.84	20.88
572	14326	572-14326	27.84	20.88
2038	96	2038-96	27.84	20.88
3	8645	3-8645	27.84	20.88
385	14326	385-14326	27.84	20.88
158	14001	158-14001	27.84	20.88
8694	14326	8694-14326	27.84	20.88
783	96	783-96	28.08	21.06
2053	207	2053-207	28.08	21.06
330	310	330-310	28.08	21.06
93	196	93-196	28.08	21.06
3177	609	3177-609	28.08	21.06
424	611	424-611	28.08	21.06
629	8523	629-8523	28.08	21.06
801	234	801-234	28.08	21.06
135	35694	135-35694	28.08	21.06
952	190	952-190	28.08	21.06
362	102	362-102	28.08	21.06
2328	609	2328-609	28.08	21.06
10387	156	10387-156	28.08	21.06
7620	234	7620-234	28.08	21.06
556	8558	556-8558	28.08	21.06
1078	8516	1078-8516	28.08	21.06
518	8516	518-8516	28.08	21.06
2053	128	2053-128	28.08	21.06
791	96	791-96	28.08	21.06
572	14286	572-14286	28.08	21.06
891	14326	891-14326	28.08	21.06
241	29389	241-29389	28.08	21.06
9472	96	9472-96	28.08	21.06
7303	203	7303-203	28.08	21.06
2342	125	2342-125	28.08	21.06
222	133	222-133	28.08	21.06
375	14286	375-14286	28.08	21.06
6776	609	6776-609	28.08	21.06
9530	234	9530-234	28.08	21.06
700	8516	700-8516	28.08	21.06
483	14419	483-14419	28.08	21.06
811	8537	811-8537	28.08	21.06
424	111	424-111	28.08	21.06
811	133	811-133	28.08	21.06
6700	111	6700-111	28.08	21.06
471	128	471-128	28.08	21.06
12291	97	12291-97	28.08	21.06
2032	96	2032-96	28.08	21.06
2315	609	2315-609	28.08	21.06
276	102	276-102	28.08	21.06
984	97	984-97	28.08	21.06
556	128	556-128	28.08	21.06
5722	96	5722-96	28.08	21.06
5695	96	5695-96	28.08	21.06
1086	234	1086-234	28.08	21.06
403	8523	403-8523	28.08	21.06
7468	95	7468-95	28.08	21.06
3237	234	3237-234	28.08	21.06
984	130	984-130	28.08	21.06
362	8543	362-8543	28.08	21.06
135	196	135-196	28.08	21.06
811	14526	811-14526	28.08	21.06
385	128	385-128	28.08	21.06
1016	14286	1016-14286	28.08	21.06
531	97	531-97	28.08	21.06
5	26531	5-26531	28.32	21.24
241	14419	241-14419	28.32	21.24
291	611	291-611	28.32	21.24
3	14354	3-14354	28.32	21.24
304	311	304-311	28.32	21.24
837	133	837-133	28.32	21.24
241	14526	241-14526	28.32	21.24
147	14354	147-14354	28.32	21.24
188	26531	188-26531	28.32	21.24
7133	310	7133-310	28.32	21.24
222	118	222-118	28.32	21.24
188	15520	188-15520	28.32	21.24
413	14379	413-14379	28.56	21.42
342	14526	342-14526	28.56	21.42
188	309	188-309	28.56	21.42
102	314	102-314	28.8	21.6
135	310	135-310	28.8	21.6
362	199	362-199	28.8	21.6
362	130	362-130	28.8	21.6
304	22431	304-22431	29.04	21.78
147	35694	147-35694	29.04	21.78
319	118	319-118	29.04	21.78
147	118	147-118	29.04	21.78
572	203	572-203	29.28	21.96
541	207	541-207	29.28	21.96
3328	14326	3328-14326	29.28	21.96
291	609	291-609	29.52	22.14
342	14502	342-14502	29.52	22.14
944	609	944-609	29.52	22.14
7303	609	7303-609	29.52	22.14
2372	156	2372-156	29.52	22.14
135	26531	135-26531	29.52	22.14
471	23087	471-23087	29.52	22.14
2328	310	2328-310	29.52	22.14
2039	609	2039-609	29.52	22.14
291	234	291-234	29.52	22.14
845	35694	845-35694	29.76	22.32
79	14354	79-14354	29.76	22.32
4	186	4-186	30	22.5
135	14354	135-14354	30	22.5
18	314	18-314	30	22.5
3177	203	3177-203	30.24	22.68
1	314	1-314	30.24	22.68
2052	203	2052-203	30.24	22.68
172	14526	172-14526	30.24	22.68
147	130	147-130	30.24	22.68
483	199	483-199	30.24	22.68
6921	168	6921-168	30.24	22.68
483	8445	483-8445	30.24	22.68
188	29389	188-29389	30.24	22.68
2397	611	2397-611	30.24	22.68
556	26523	556-26523	30.24	22.68
801	203	801-203	30.24	22.68
613	168	613-168	30.24	22.68
771	118	771-118	30.24	22.68
413	8442	413-8442	30.24	22.68
147	8442	147-8442	30.24	22.68
2372	203	2372-203	30.24	22.68
2364	168	2364-168	30.24	22.68
9799	168	9799-168	30.24	22.68
679	22431	679-22431	30.24	22.68
645	168	645-168	30.24	22.68
629	26523	629-26523	30.24	22.68
8694	168	8694-168	30.24	22.68
362	207	362-207	30.24	22.68
821	203	821-203	30.24	22.68
1086	22431	1086-22431	30.24	22.68
2422	26523	2422-26523	30.24	22.68
2398	203	2398-203	30.24	22.68
3489	168	3489-168	30.24	22.68
5653	203	5653-203	30.24	22.68
2394	168	2394-168	30.24	22.68
722	35694	722-35694	30.24	22.68
2192	168	2192-168	30.24	22.68
403	168	403-168	30.48	22.86
188	133	188-133	30.48	22.86
158	145	158-145	30.48	22.86
541	14502	541-14502	30.48	22.86
497	203	497-203	30.48	22.86
984	190	984-190	30.72	23.04
222	8558	222-8558	33.6	25.2
2363	168	2363-168	30.96	23.22
135	311	135-311	30.96	23.22
944	95	944-95	30.96	23.22
2373	95	2373-95	30.96	23.22
740	8445	740-8445	30.96	23.22
403	23087	403-23087	30.96	23.22
910	310	910-310	30.96	23.22
222	130	222-130	30.96	23.22
984	8659	984-8659	31.2	23.4
1	35981	1-35981	31.2	23.4
228	460	228-460	31.44	23.58
122	309	122-309	31.44	23.58
291	168	291-168	31.68	23.76
2422	203	2422-203	31.68	23.76
772	118	772-118	31.68	23.76
2378	168	2378-168	31.68	23.76
772	203	772-203	31.68	23.76
977	168	977-168	31.68	23.76
882	203	882-203	31.68	23.76
2429	203	2429-203	31.68	23.76
629	203	629-203	31.68	23.76
944	8516	944-8516	31.68	23.76
811	34323	811-34323	31.68	23.76
172	97	172-97	31.68	23.76
523	35694	523-35694	31.68	23.76
541	710	541-710	31.68	23.76
12291	23087	12291-23087	31.68	23.76
1086	203	1086-203	31.68	23.76
751	168	751-168	31.68	23.76
9704	611	9704-611	31.68	23.76
9409	26523	9409-26523	31.68	23.76
1078	168	1078-168	50.64	37.98
2247	8523	2247-8523	31.92	23.94
5898	125	5898-125	31.92	23.94
483	710	483-710	32.16	24.12
2015	8543	2015-8543	32.16	24.12
18	35691	18-35691	32.16	24.12
483	14502	483-14502	32.64	24.48
910	8558	910-8558	32.64	24.48
497	310	497-310	32.64	24.48
1078	310	1078-310	32.64	24.48
471	311	471-311	32.64	24.48
228	207	228-207	32.64	24.48
342	118	342-118	32.64	24.48
483	102	483-102	32.88	24.66
984	22431	984-22431	32.88	24.66
10506	360	10506-360	32.88	24.66
523	128	523-128	32.88	24.66
858	168	858-168	33.12	24.84
811	611	811-611	33.12	24.84
228	611	228-611	33.12	24.84
623	168	623-168	33.12	24.84
2389	168	2389-168	33.12	24.84
18	14001	18-14001	33.12	24.84
541	35694	541-35694	33.12	24.84
158	8608	158-8608	33.12	24.84
556	611	556-611	33.12	24.84
700	14286	700-14286	33.12	24.84
385	611	385-611	33.12	24.84
2053	34323	2053-34323	33.12	24.84
1086	26523	1086-26523	33.12	24.84
93	190	93-190	33.12	24.84
2346	203	2346-203	33.12	24.84
483	14379	483-14379	33.12	24.84
2325	203	2325-203	33.12	24.84
722	203	722-203	33.36	25.02
276	8516	276-8516	33.36	25.02
375	310	375-310	33.36	25.02
783	156	783-156	33.6	25.2
135	360	135-360	33.6	25.2
463	23087	463-23087	33.6	25.2
330	360	330-360	33.6	25.2
2378	95	2378-95	33.6	25.2
16	156	16-156	33.6	25.2
122	710	122-710	33.6	25.2
771	360	771-360	33.6	25.2
648	14000	648-14000	33.6	25.2
16	14455	16-14455	33.6	25.2
2397	609	2397-609	33.6	25.2
10285	14000	10285-14000	33.6	25.2
2054	8523	2054-8523	33.6	25.2
355	14455	355-14455	33.6	25.2
9704	14000	9704-14000	33.6	25.2
914	125	914-125	33.6	25.2
645	234	645-234	33.6	25.2
645	14455	645-14455	33.6	25.2
1086	14000	1086-14000	33.6	25.2
2052	14000	2052-14000	33.6	25.2
927	125	927-125	33.6	25.2
5653	125	5653-125	33.6	25.2
5333	156	5333-156	33.6	25.2
2307	95	2307-95	33.6	25.2
901	14455	901-14455	33.6	25.2
471	212	471-212	33.6	25.2
3470	96	3470-96	33.6	25.2
16	14000	16-14000	33.6	25.2
518	95	518-95	33.6	25.2
700	212	700-212	33.6	25.2
710	14455	710-14455	33.6	25.2
5669	212	5669-212	33.6	25.2
10229	156	10229-156	33.6	25.2
699	14000	699-14000	33.6	25.2
10260	14000	10260-14000	33.6	25.2
3434	234	3434-234	33.6	25.2
2319	14000	2319-14000	33.6	25.2
8854	156	8854-156	33.6	25.2
629	196	629-196	33.6	25.2
2389	96	2389-96	33.6	25.2
357	156	357-156	33.6	25.2
497	14455	497-14455	33.6	25.2
914	234	914-234	33.6	25.2
722	8516	722-8516	33.6	25.2
9909	156	9909-156	33.6	25.2
9357	14455	9357-14455	33.6	25.2
946	156	946-156	33.6	25.2
2328	14455	2328-14455	33.6	25.2
1067	14000	1067-14000	33.6	25.2
3251	14455	3251-14455	33.6	25.2
9646	156	9646-156	33.6	25.2
10171	95	10171-95	33.6	25.2
2380	212	2380-212	33.6	25.2
228	311	228-311	33.6	25.2
6803	234	6803-234	33.6	25.2
394	310	394-310	33.6	25.2
2363	95	2363-95	33.6	25.2
463	8659	463-8659	33.6	25.2
2040	14455	2040-14455	33.6	25.2
858	196	858-196	33.6	25.2
2429	14455	2429-14455	33.6	25.2
2303	156	2303-156	33.6	25.2
1057	125	1057-125	33.6	25.2
9706	14455	9706-14455	33.6	25.2
469	156	469-156	33.6	25.2
413	97	413-97	33.6	25.2
2037	111	2037-111	33.6	25.2
3470	125	3470-125	33.6	25.2
10467	212	10467-212	33.6	25.2
13950	212	13950-212	33.6	25.2
2307	125	2307-125	33.6	25.2
400	156	400-156	33.6	25.2
3350	156	3350-156	33.6	25.2
5334	156	5334-156	33.6	25.2
407	156	407-156	33.6	25.2
2048	14000	2048-14000	33.6	25.2
9704	125	9704-125	33.6	25.2
291	212	291-212	33.6	25.2
615	14455	615-14455	33.6	25.2
135	102	135-102	33.6	25.2
12291	212	12291-212	33.6	25.2
3237	95	3237-95	33.6	25.2
7620	212	7620-212	33.6	25.2
10434	14000	10434-14000	33.6	25.2
2325	156	2325-156	33.6	25.2
5709	125	5709-125	33.6	25.2
468	14455	468-14455	33.6	25.2
10070	14455	10070-14455	33.6	25.2
2389	14000	2389-14000	33.6	25.2
399	14000	399-14000	33.6	25.2
944	14455	944-14455	33.6	25.2
3251	14000	3251-14000	33.6	25.2
450	234	450-234	33.6	25.2
10467	95	10467-95	33.6	25.2
537	14455	537-14455	33.6	25.2
3359	14000	3359-14000	33.6	25.2
9444	14455	9444-14455	33.6	25.2
2247	95	2247-95	33.6	25.2
11296	14000	11296-14000	33.6	25.2
2393	14455	2393-14455	33.6	25.2
408	156	408-156	33.6	25.2
8694	14455	8694-14455	33.6	25.2
2378	14000	2378-14000	33.6	25.2
2302	14455	2302-14455	33.6	25.2
837	710	837-710	33.6	25.2
397	14455	397-14455	33.6	25.2
2015	14526	2015-14526	33.6	25.2
2380	95	2380-95	33.6	25.2
10434	14455	10434-14455	33.6	25.2
6752	14455	6752-14455	33.6	25.2
394	212	394-212	33.6	25.2
10417	212	10417-212	33.6	25.2
531	196	531-196	33.6	25.2
3184	14455	3184-14455	33.6	25.2
2041	156	2041-156	33.6	25.2
2394	14455	2394-14455	33.6	25.2
2047	14000	2047-14000	33.6	25.2
2372	125	2372-125	33.6	25.2
2292	14000	2292-14000	33.6	25.2
9539	212	9539-212	33.6	25.2
3209	14000	3209-14000	33.6	25.2
2360	96	2360-96	33.6	25.2
2299	125	2299-125	33.6	25.2
2395	212	2395-212	33.6	25.2
2389	212	2389-212	33.6	25.2
9481	14000	9481-14000	33.6	25.2
2372	609	2372-609	33.6	25.2
1039	128	1039-128	33.6	25.2
2501	14000	2501-14000	33.6	25.2
10175	14000	10175-14000	33.6	25.2
10448	14455	10448-14455	33.6	25.2
2248	14455	2248-14455	33.6	25.2
9389	14455	9389-14455	33.6	25.2
10467	14000	10467-14000	33.6	25.2
2398	125	2398-125	33.6	25.2
13951	156	13951-156	33.6	25.2
13950	156	13950-156	33.6	25.2
927	212	927-212	33.6	25.2
3470	128	3470-128	33.6	25.2
9326	212	9326-212	33.6	25.2
2346	14000	2346-14000	33.6	25.2
2044	14455	2044-14455	33.6	25.2
6788	14455	6788-14455	33.6	25.2
12804	14000	12804-14000	33.6	25.2
536	212	536-212	33.6	25.2
531	212	531-212	33.6	25.2
4	24056	4-24056	33.84	25.38
102	29389	102-29389	33.84	25.38
523	168	523-168	33.84	25.38
79	8445	79-8445	33.84	25.38
1	8692	1-8692	33.84	25.38
541	8558	541-8558	33.84	25.38
2	8546	2-8546	33.84	25.38
2052	125	2052-125	34.08	25.56
10506	125	10506-125	34.08	25.56
342	8442	342-8442	34.08	25.56
837	35691	837-35691	34.08	25.56
2053	360	2053-360	34.32	25.74
652	460	652-460	34.32	25.74
2032	8558	2032-8558	34.32	25.74
2053	8558	2053-8558	34.32	25.74
811	14379	811-14379	34.32	25.74
330	190	330-190	34.32	25.74
686	8516	686-8516	34.32	25.74
531	168	531-168	34.32	25.74
891	360	891-360	34.32	25.74
505	8543	505-8543	34.32	25.74
12291	8735	12291-8735	34.32	25.74
541	35828	541-35828	34.32	25.74
497	8516	497-8516	34.32	25.74
2395	8516	2395-8516	34.32	25.74
403	310	403-310	34.32	25.74
556	8516	556-8516	34.32	25.74
2422	311	2422-311	34.56	25.92
541	190	541-190	34.56	25.92
2032	14326	2032-14326	34.56	25.92
541	34323	541-34323	34.56	25.92
93	14286	93-14286	34.56	25.92
471	14326	471-14326	34.56	25.92
1	35691	1-35691	34.56	25.92
375	23065	375-23065	34.56	25.92
858	125	858-125	34.8	26.1
385	234	385-234	34.8	26.1
355	234	355-234	34.8	26.1
375	125	375-125	34.8	26.1
291	203	291-203	34.8	26.1
3177	234	3177-234	34.8	26.1
914	168	914-168	34.8	26.1
2378	609	2378-609	34.8	26.1
147	97	147-97	34.8	26.1
362	311	362-311	34.8	26.1
135	8558	135-8558	34.8	26.1
463	111	463-111	34.8	26.1
2054	111	2054-111	34.8	26.1
623	14000	623-14000	34.8	26.1
2047	609	2047-609	34.8	26.1
771	128	771-128	34.8	26.1
910	234	910-234	34.8	26.1
523	234	523-234	34.8	26.1
523	111	523-111	34.8	26.1
5928	95	5928-95	34.8	26.1
3251	609	3251-609	34.8	26.1
7133	128	7133-128	34.8	26.1
592	234	592-234	34.8	26.1
37	798	37-798	34.8	26.1
385	609	385-609	35.04	26.28
2429	168	2429-168	35.04	26.28
1067	95	1067-95	35.04	26.28
518	14000	518-14000	35.04	26.28
471	168	471-168	35.04	26.28
2429	125	2429-125	35.04	26.28
394	234	394-234	35.04	26.28
9499	234	9499-234	35.04	26.28
783	128	783-128	35.04	26.28
2429	212	2429-212	35.04	26.28
7303	95	7303-95	35.04	26.28
2	14001	2-14001	35.04	26.28
8694	95	8694-95	35.04	26.28
2380	234	2380-234	35.04	26.28
2422	611	2422-611	35.04	26.28
2354	609	2354-609	35.04	26.28
13951	14455	13951-14455	35.04	26.28
2350	95	2350-95	35.04	26.28
2398	96	2398-96	35.04	26.28
2302	125	2302-125	35.04	26.28
5928	125	5928-125	35.04	26.28
13950	14455	13950-14455	35.04	26.28
993	168	993-168	35.04	26.28
7453	96	7453-96	35.04	26.28
7620	14455	7620-14455	35.04	26.28
8854	95	8854-95	35.04	26.28
394	196	394-196	35.04	26.28
629	95	629-95	35.04	26.28
3266	156	3266-156	35.04	26.28
394	111	394-111	35.04	26.28
1039	14000	1039-14000	35.04	26.28
9811	96	9811-96	35.04	26.28
9704	609	9704-609	35.04	26.28
700	14455	700-14455	35.04	26.28
7951	96	7951-96	35.04	26.28
693	609	693-609	35.04	26.28
2360	125	2360-125	35.04	26.28
783	609	783-609	35.28	26.46
652	96	652-96	35.28	26.46
5	35828	5-35828	35.28	26.46
811	14286	811-14286	35.28	26.46
2053	8516	2053-8516	35.28	26.46
79	148	79-148	35.28	26.46
2015	14286	2015-14286	35.28	26.46
342	8659	342-8659	35.28	26.46
222	34323	222-34323	35.28	26.46
424	102	424-102	35.28	26.46
669	8523	669-8523	35.28	26.46
7133	8516	7133-8516	35.28	26.46
910	311	910-311	35.28	26.46
1078	460	1078-460	35.28	26.46
2015	8445	2015-8445	35.28	26.46
276	8659	276-8659	35.28	26.46
882	609	882-609	35.28	26.46
652	14286	652-14286	35.28	26.46
6745	96	6745-96	35.28	26.46
4	35691	4-35691	35.28	26.46
901	609	901-609	35.28	26.46
669	360	669-360	35.28	26.46
771	102	771-102	35.28	26.46
531	460	531-460	35.28	26.46
7303	14326	7303-14326	35.28	26.46
483	8735	483-8735	35.28	26.46
6760	14000	6760-14000	35.28	26.46
222	309	222-309	35.28	26.46
669	8735	669-8735	35.28	26.46
891	310	891-310	35.28	26.46
2015	8735	2015-8735	35.28	26.46
102	350	102-350	35.52	26.64
37	97	37-97	35.52	26.64
304	360	304-360	35.52	26.64
613	14326	613-14326	35.52	26.64
147	8608	147-8608	35.52	26.64
222	190	222-190	35.52	26.64
2	34806	2-34806	35.52	26.64
188	8658	188-8658	35.52	26.64
228	8516	228-8516	35.52	26.64
984	309	984-309	35.52	26.64
6964	96	6964-96	35.76	26.82
2037	609	2037-609	35.76	26.82
414	35828	414-35828	36	27
79	133	79-133	36	27
102	35828	102-35828	36	27
837	14526	837-14526	36	27
845	8537	845-8537	36	27
413	102	413-102	36	27
319	8537	319-8537	36	27
122	26531	122-26531	36	27
413	311	413-311	36	27
241	8645	241-8645	36	27
