sloc1	scate2	platform	cost	dispcnt	jz_cpm
5756	460	pc	8.03	5	1606.0
5845	8546	pc	3.11	2	1555.0
5898	199	m	1.8	2	900.0
5928	360	pc	1.8	2	900.0
606	168	m	3145.46	505	6228.633663366337
606	212	m	1489.69	268	5558.544776119403
629	35691	m	2.7	3	900.0
629	611	app	75.73	13	5825.384615384615
637	203	pc	398.33	36	11064.722222222223
669	35136	app	3.6	4	900.0
6793	35691	app	3.58	2	1790.0
686	203	app	499.52	115	4343.652173913043
6964	125	pc	22.05	12	1837.5
6964	8543	pc	2.2	2	1100.0
722	8523	m	548.28	93	5895.4838709677415
725	96	pc	36.72	11	3338.181818181818
728	8558	pc	11.08	7	1582.857142857143
7303	8523	m	9.0	9	1000.0
7453	125	app	160.65	22	7302.272727272727
7453	130	pc	11.85	6	1975.0
7453	8543	app	20.0	8	2500.0
7468	130	m	0.91	1	910.0
7468	8516	pc	6.8	6	1133.3333333333333
751	310	m	37.76	40	944.0
7576	8493	app	1.19	1	1190.0
7620	8493	app	9.47	5	1894.0
772	234	app	73.51	34	2162.0588235294117
79	199	m	18.23	10	1823.0
7951	35694	app	18.4	8	2300.0
801	14326	pc	52.94	16	3308.75
811	34323	pc	5.0	5	1000.0
811	8658	app	3.8	4	950.0
821	8558	app	16.75	13	1288.4615384615386
837	35694	pc	384.63	69	5574.347826086957
837	8692	pc	9.49	5	1898.0
8481	125	m	60.29	22	2740.4545454545455
872	125	app	103.98	13	7998.461538461538
872	130	pc	28.01	14	2000.7142857142858
872	14379	m	5.3	5	1060.0
872	8543	app	7.31	2	3655.0
8854	130	m	0.87	1	870.0
8854	8516	pc	6.81	6	1135.0
891	102	pc	6.3	6	1050.0
8973	460	app	24.81	12	2067.5
910	14455	app	130.2	69	1886.9565217391305
9146	14000	pc	1.0	1	1000.0
93	34806	pc	47.12	17	2771.764705882353
9357	14000	app	22.31	9	2478.8888888888887
9409	128	pc	1.08	1	1080.0
9409	8546	pc	1.0	1	1000.0
9422	14526	pc	0.9	1	900.0
946	8516	m	2.7	3	900.0
9499	95	app	13.5	15	900.0
9517	14455	m	18.03	7	2575.714285714286
9551	14455	app	8.1	8	1012.5
9656	14000	m	167.47	36	4651.944444444444
967	360	pc	2.6	2	1300.0
968	14326	app	13.37	8	1671.25
9688	8523	app	72.42	14	5172.857142857143
9704	207	m	1.8	2	900.0
9749	22431	m	1.8	2	900.0
9799	203	m	184.81	111	1664.954954954955
984	190	pc	44.96	32	1405.0
984	95	m	1664.97	331	5030.12084592145
10015	14000	app	92.64	15	6176.0
1005	35691	app	0.9	1	900.0
10115	14326	m	2.44	2	1220.0
1016	8523	pc	53.52	20	2676.0
102	102	app	1234.65	352	3507.528409090909
1029	125	m	212.38	108	1966.4814814814815
1029	8543	m	8.95	6	1491.6666666666667
1039	203	app	319.36	96	3326.6666666666665
10417	14000	pc	0.9	1	900.0
10434	611	app	0.9	1	900.0
10506	125	app	75.08	23	3264.3478260869565
10506	8543	app	0.9	1	900.0
1067	196	m	1.8	2	900.0
1078	8516	pc	158.35	29	5460.3448275862065
1086	168	m	195.3	72	2712.5
1086	212	m	131.19	52	2522.8846153846152
11296	14455	pc	2.46	2	1230.0
135	207	m	19.56	8	2445.0
13951	111	m	8.61	7	1230.0
158	310	m	1015.88	264	3848.030303030303
158	34807	pc	60.19	27	2229.259259259259
158	611	pc	2825.92	408	6926.274509803921
16	14286	app	15.7	10	1570.0
16	26531	pc	20.44	8	2555.0
18	609	app	8457.58	594	14238.350168350169
18	8537	pc	54.62	37	1476.2162162162163
188	128	m	849.26	172	4937.558139534884
188	311	pc	719.28	172	4181.860465116279
188	8546	m	10.91	5	2182.0
2015	35721	pc	15.56	10	1556.0
202	310	m	476.7	134	3557.4626865671644
202	34807	pc	21.6	14	1542.857142857143
202	611	pc	484.72	63	7693.9682539682535
2037	309	pc	1.8	2	900.0
2040	156	app	3.57	3	1190.0
2040	8558	m	6.0	4	1500.0
2043	14286	app	7.2	7	1028.5714285714287
2044	26516	app	2.7	3	900.0
2044	611	app	17.77	7	2538.5714285714284
2045	111	pc	40.64	20	2032.0
2046	14379	pc	1.11	1	1110.0
2049	360	pc	21.99	8	2748.75
2052	203	pc	41.34	21	1968.5714285714287
2054	171	m	4.03	4	1007.5
228	145	pc	20.36	14	1454.2857142857142
228	8558	app	40.2	28	1435.7142857142858
2284	611	pc	4.5	4	1125.0
2296	609	pc	6.66	6	1110.0
2299	611	m	1.21	1	1210.0
2302	96	pc	269.08	33	8153.939393939394
2342	14286	m	0.9	1	900.0
2347	97	pc	0.9	1	900.0
2354	8558	app	10.17	7	1452.857142857143
2360	14000	pc	12.74	4	3185.0
2372	14326	app	1.0	1	1000.0
2372	460	pc	28.7	6	4783.333333333333
2389	26523	app	3.23	2	1615.0
2398	156	pc	29.33	26	1128.076923076923
241	36488	pc	24.02	13	1847.6923076923076
276	26531	m	4.58	4	1145.0
276	8735	app	20.39	18	1132.7777777777778
3	234	app	1221.22	202	6045.6435643564355
304	14000	m	3360.96	1131	2971.6710875331564
304	14419	pc	10.13	7	1447.142857142857
304	15520	app	12.16	7	1737.142857142857
319	14419	m	124.88	44	2838.181818181818
3198	96	app	71.97	16	4498.125
3251	14000	pc	107.73	21	5130.0
3266	14000	m	51.26	41	1250.2439024390244
3359	22431	m	2.7	3	900.0
342	102	pc	487.69	163	2991.963190184049
3489	310	app	3.0	3	1000.0
362	186	app	3.9	3	1300.0
362	96	m	9202.08	886	10386.09480812641
37	35721	app	47.63	17	2801.764705882353
37	8659	m	73.3	59	1242.3728813559321
394	14326	m	1.2	1	1200.0
394	8608	app	1.0	1	1000.0
4	798	pc	63.83	55	1160.5454545454545
407	14000	pc	1.0	1	1000.0
408	460	pc	4.68	3	1560.0
413	34807	app	14.72	7	2102.8571428571427
413	35691	m	7.48	8	935.0
413	611	app	739.75	77	9607.142857142857
414	111	pc	1121.34	218	5143.761467889908
424	26516	app	3.9	4	975.0
463	111	app	407.53	67	6082.537313432836
463	234	pc	266.07	54	4927.222222222223
497	14326	pc	2.35	2	1175.0
5	96	app	12112.12	881	13748.149829738933
500	14000	app	10.31	4	2577.5
5333	130	app	1.66	1	1660.0
541	14326	pc	248.08	67	3702.686567164179
556	14326	m	16.97	16	1060.625
556	8608	app	1.0	1	1000.0
5632	130	m	20.08	11	1825.4545454545455
5632	8516	pc	10.8	9	1200.0
5695	14000	app	80.85	35	2310.0
5853	36488	app	2.7	3	900.0
5928	310	app	14.4	16	900.0
5936	96	m	57.01	18	3167.222222222222
5958	14455	pc	1.0	1	1000.0
606	35721	app	17.88	10	1788.0
613	710	m	13.01	10	1301.0
623	34806	m	0.91	1	910.0
629	360	app	172.51	36	4791.944444444444
637	14379	app	4.53	5	906.0
6760	8735	m	0.9	1	900.0
6776	23065	m	6.3	7	900.0
679	8558	app	3.0	3	1000.0
686	22431	m	18.0	20	900.0
686	8493	pc	1.9	2	950.0
686	8516	m	734.42	157	4677.834394904458
696	14000	pc	2.01	2	1005.0
697	460	pc	1.66	1	1660.0
710	8855	pc	6.66	5	1332.0
722	14286	m	5.8	5	1160.0
722	8735	pc	17.5	16	1093.75
7303	8735	pc	3.25	2	1625.0
740	14000	pc	316.0	51	6196.078431372549
740	8717	pc	5.0	5	1000.0
7453	203	pc	85.57	21	4074.7619047619046
7468	203	m	72.92	57	1279.298245614035
751	360	pc	7.26	6	1210.0
771	26531	m	3.8	4	950.0
771	8735	app	24.64	18	1368.888888888889
772	145	app	16.48	4	4120.0
776	8523	app	3.11	3	1036.6666666666667
783	190	m	9.38	9	1042.2222222222222
7921	311	pc	1.8	2	900.0
811	156	pc	737.25	94	7843.085106382979
845	128	m	460.77	144	3199.7916666666665
845	311	pc	214.46	40	5361.5
845	8546	m	14.39	9	1598.888888888889
8481	96	app	200.59	103	1947.4757281553398
858	14000	pc	196.57	21	9360.47619047619
872	203	pc	27.79	16	1736.875
882	8516	app	352.88	122	2892.4590163934427
8854	203	m	166.28	96	1732.0833333333333
891	26518	app	1.5	1	1500.0
891	26523	pc	0.9	1	900.0
914	14326	app	80.4	36	2233.3333333333335
93	14502	pc	277.79	98	2834.591836734694
9326	23087	app	0.9	1	900.0
9363	14286	m	7.69	6	1281.6666666666667
9389	8735	m	1.8	2	900.0
944	168	pc	439.29	57	7706.8421052631575
944	207	app	1.8	2	900.0
944	212	pc	10.55	9	1172.2222222222222
9472	8523	app	78.55	33	2380.3030303030305
952	460	app	2840.83	151	18813.443708609273
967	310	app	1.8	1	1800.0
9704	118	m	2.73	3	910.0
9706	8516	m	7.2	8	900.0
9717	14326	app	3.0	3	1000.0
9717	460	pc	4.86	2	2430.0
9799	130	app	2.27	2	1135.0
993	168	app	331.78	99	3351.313131313131
1	37862	app	3.77	3	1256.6666666666667
1005	14286	pc	2.7	3	900.0
102	26523	app	1475.53	193	7645.233160621761
10229	14455	app	5.46	5	1092.0
10266	35691	pc	7.46	3	2486.6666666666665
10285	96	m	371.21	130	2855.4615384615386
1029	96	app	1217.46	142	8573.661971830987
1039	8493	pc	7.89	6	1315.0
1039	8516	m	197.57	47	4203.617021276596
10434	360	app	4.86	4	1215.0
10506	203	pc	16.87	12	1405.8333333333333
10513	14455	pc	4.21	3	1403.3333333333333
10536	710	m	1.0	1	1000.0
1057	14379	pc	12.26	6	2043.3333333333333
1067	609	app	11.7	13	900.0
1067	8537	pc	0.9	1	900.0
1078	203	m	916.81	138	6643.550724637681
1086	26523	m	1.9	2	950.0
122	130	m	438.83	188	2334.2021276595747
122	22431	pc	386.82	106	3649.245283018868
122	8516	pc	1179.17	248	4754.717741935484
12804	35136	app	8.0	8	1000.0
135	35721	pc	13.46	8	1682.5
13951	156	app	140.26	48	2922.0833333333335
13951	8558	m	2.0	2	1000.0
147	14000	pc	1251.81	71	17631.12676056338
158	360	pc	2344.3	292	8028.424657534247
158	36488	m	63.45	69	919.5652173913044
158	8445	pc	239.23	89	2687.9775280898875
16	14526	pc	56.93	8	7116.25
172	199	m	7.56	7	1080.0
1734	190	pc	8.01	4	2002.5
1734	798	app	1.0	1	1000.0
1734	95	m	296.93	130	2284.076923076923
18	196	app	1255.5	124	10125.0
18	23087	app	584.64	175	3340.8
2	26531	m	539.91	98	5509.285714285715
2	8719	m	77.18	69	1118.5507246376812
2	8735	app	448.45	96	4671.354166666667
2015	8735	app	67.48	36	1874.4444444444443
202	360	pc	352.12	96	3667.9166666666665
202	36488	m	52.88	42	1259.047619047619
202	8445	pc	130.38	41	3180.0
2032	309	app	1.8	2	900.0
2040	111	app	1.8	2	900.0
2040	35694	m	3.93	3	1310.0
2042	96	pc	40.47	14	2890.714285714286
2044	360	app	17.69	8	2211.25
2045	8558	pc	7.0	7	1000.0
2049	310	app	155.24	41	3786.3414634146343
2055	234	m	1.8	2	900.0
222	26531	m	22.7	12	1891.6666666666667
222	8735	app	15.04	12	1253.3333333333333
2302	125	pc	71.22	18	3956.6666666666665
2302	8543	pc	6.61	4	1652.5
2319	8523	m	40.4	27	1496.2962962962963
2344	156	pc	1.14	1	1140.0
2344	23087	m	2.7	3	900.0
2346	14502	pc	9.64	9	1071.111111111111
2354	35694	app	12.07	12	1005.8333333333334
2360	190	m	1.5	1	1500.0
2363	128	pc	4.77	5	954.0
2363	8546	pc	3.79	2	1895.0
2371	35691	pc	0.9	1	900.0
2373	35828	app	2.7	3	900.0
2378	311	pc	1.8	2	900.0
2380	314	m	1.0	1	1000.0
2393	156	app	4.69	1	4690.0
2404	609	pc	1.0	1	1000.0
241	460	app	2986.41	275	10859.672727272728
2422	128	m	35.42	6	5903.333333333333
2422	311	pc	85.79	29	2958.2758620689656
296	14326	m	1.0	1	1000.0
297	14455	pc	21.0	7	3000.0
3	145	app	62.81	35	1794.5714285714287
3157	207	pc	2.0	2	1000.0
3198	130	pc	1.0	1	1000.0
3251	190	m	2.7	3	900.0
330	128	app	62.4	13	4800.0
330	8546	app	15.29	3	5096.666666666667
342	26523	pc	322.56	80	4032.0
362	125	m	1665.21	219	7603.698630136986
362	8543	m	10.24	6	1706.6666666666667
367	96	pc	65.2	8	8150.0
37	168	app	13479.97	2120	6358.476415094339
37	212	app	1015.39	213	4767.089201877934
37	8659	NULL	0.9	1	900.0
375	26521	app	1.0	1	1000.0
4	8537	m	63.34	43	1473.0232558139535
403	460	app	106.92	47	2274.8936170212764
413	360	app	611.97	144	4249.791666666667
413	8445	app	191.37	80	2392.125
414	8558	pc	1361.49	116	11736.98275862069
424	234	m	113.23	51	2220.1960784313724
450	152	app	0.9	1	900.0
463	145	pc	3.66	3	1220.0
463	8558	app	180.53	35	5158.0
483	14539	pc	4.5	4	1125.0
483	35721	m	9.51	5	1902.0
5	125	app	1525.37	161	9474.347826086956
5	130	pc	175.6	36	4877.777777777777
5	14379	m	61.99	31	1999.6774193548388
5	8543	app	218.99	41	5341.219512195122
505	15520	m	3.22	2	1610.0
518	14455	m	34.54	23	1501.7391304347825
523	14255	pc	0.9	1	900.0
523	35694	pc	76.72	27	2841.4814814814813
523	8692	pc	1.8	2	900.0
5333	203	app	24.73	12	2060.8333333333335
541	133	app	43.54	31	1404.516129032258
5632	203	m	295.5	217	1361.7511520737328
5653	460	app	0.9	1	900.0
572	35694	app	23.56	16	1472.5
5722	8746	app	0.9	1	900.0
5898	199	app	2.7	3	900.0
606	168	app	3273.0	355	9219.718309859154
606	212	app	565.39	69	8194.057971014492
629	35691	app	2.05	2	1025.0
629	8523	pc	420.94	34	12380.588235294117
669	156	pc	739.55	128	5777.734375
6700	97	m	18.0	18	1000.0
6729	96	m	174.99	140	1249.9285714285713
6770	128	m	0.9	1	900.0
6770	8546	m	1.02	1	1020.0
699	168	m	68.28	10	6828.0
699	212	m	6.42	4	1605.0
7154	8516	pc	1.0	1	1000.0
722	8523	app	856.14	124	6904.354838709677
728	156	m	162.68	160	1016.75
7303	8523	app	19.8	20	990.0
7452	8537	app	0.9	1	900.0
7468	130	app	1.9	2	950.0
751	310	app	27.6	26	1061.5384615384614
771	14526	m	8.49	7	1212.857142857143
772	14354	m	0.9	1	900.0
776	26531	pc	1.0	1	1000.0
79	199	app	42.65	24	1777.0833333333333
791	8608	app	1.0	1	1000.0
7951	234	m	4.0	2	2000.0
811	111	pc	271.2	48	5650.0
837	8537	m	2.8	2	1400.0
8481	125	app	29.17	8	3646.25
8481	130	pc	2.8	2	1400.0
8716	14000	pc	1.9	1	1900.0
872	14379	app	2.0	2	1000.0
8973	611	pc	2.0	2	1000.0
9449	207	pc	1.8	2	900.0
946	8516	app	5.3	4	1325.0
9517	14455	app	4.74	1	4740.0
961	34806	pc	2.7	3	900.0
9656	14000	app	114.7	16	7168.75
9704	168	pc	36.46	19	1918.9473684210527
9704	212	pc	1.0	1	1000.0
9749	22431	app	3.6	4	900.0
977	8523	m	225.76	38	5941.0526315789475
9799	203	app	93.92	52	1806.1538461538462
9832	8692	pc	0.91	1	910.0
984	23065	pc	97.3	20	4865.0
984	95	app	2823.69	492	5739.207317073171
9993	168	pc	21.29	5	4258.0
1	199	pc	2233.78	282	7921.2056737588655
10088	8537	pc	3.0	3	1000.0
10115	14326	app	2.0	2	1000.0
10115	460	pc	1.8	2	900.0
10266	36488	app	0.9	1	900.0
10285	125	m	16.73	18	929.4444444444445
10285	8543	m	0.9	1	900.0
1029	125	app	123.3	42	2935.714285714286
1029	130	pc	24.52	15	1634.6666666666667
1029	8543	app	18.81	8	2351.25
10304	190	pc	4.0	2	2000.0
10434	8523	pc	19.31	7	2758.5714285714284
10467	34807	pc	0.9	1	900.0
10536	14286	m	0.9	1	900.0
1086	168	app	422.97	97	4360.515463917526
1086	212	app	118.41	29	4083.103448275862
122	203	m	7422.02	1673	4436.353855349671
135	168	pc	1439.29	155	9285.741935483871
135	207	app	95.98	25	3839.2
135	212	pc	73.14	23	3180.0
13950	8523	m	84.79	24	3532.9166666666665
13951	111	app	4.0	3	1333.3333333333333
13951	234	pc	1.0	1	1000.0
13951	35694	m	7.65	5	1530.0
158	310	app	810.84	202	4014.059405940594
158	35691	pc	88.44	19	4654.736842105263
16	8735	m	19.54	5	3908.0
18	14255	pc	23.4	24	975.0
18	24056	pc	23.84	15	1589.3333333333333
18	35694	pc	969.64	190	5103.368421052632
18	8692	pc	24.18	21	1151.4285714285713
188	128	app	405.39	74	5478.243243243243
188	133	pc	196.76	32	6148.75
188	8546	app	51.45	12	4287.5
2	14526	m	73.97	32	2311.5625
202	310	app	1064.74	199	5350.452261306533
202	35691	pc	45.63	16	2851.875
2032	34806	pc	2.0	1	2000.0
2040	8558	app	11.0	6	1833.3333333333333
2041	609	m	23.78	22	1080.909090909091
2044	8523	pc	90.18	19	4746.315789473684
2045	35694	pc	142.3	38	3744.7368421052633
2047	34806	m	3.09	3	1030.0
2054	171	app	2.0	2	1000.0
2054	8735	m	10.74	5	2148.0
222	14526	m	26.13	24	1088.75
228	26516	app	1.8	2	900.0
2292	96	m	290.27	179	1621.6201117318435
2299	611	app	3.7	3	1233.3333333333333
2307	14502	m	0.9	1	900.0
2319	8735	pc	1.9	2	950.0
2342	14286	app	3.6	4	900.0
2350	95	pc	22.42	15	1494.6666666666667
2373	133	m	29.38	3	9793.333333333334
2373	14455	m	93.73	44	2130.2272727272725
2373	311	app	1.8	2	900.0
2380	34806	m	1.0	1	1000.0
2381	97	m	3.78	2	1890.0
2392	8523	m	137.42	16	8588.75
2393	35694	m	1.0	1	1000.0
2395	96	pc	35.79	19	1883.6842105263158
2397	360	app	2.0	2	1000.0
2408	156	pc	2.7	3	900.0
265	34806	m	107.39	34	3158.529411764706
276	26531	app	5.56	5	1112.0
291	156	pc	106.27	72	1475.9722222222222
297	35828	m	2.7	3	900.0
3	14354	m	6.11	5	1222.0
304	14000	app	1109.02	212	5231.226415094339
319	14419	app	395.22	81	4879.259259259259
3198	203	pc	2.7	3	900.0
3209	14526	app	1.0	1	1000.0
3266	14000	app	13.02	10	1302.0
3359	22431	app	2.7	3	900.0
3470	156	pc	184.78	52	3553.4615384615386
362	96	app	6906.83	443	15591.038374717833
369	8523	pc	4.0	2	2000.0
37	14539	m	3.0	3	1000.0
37	35828	pc	155.83	63	2473.4920634920636
37	8659	app	34.61	25	1384.4
394	14326	app	8.34	5	1668.0
397	14000	m	9.87	4	2467.5
4	95	pc	5936.54	918	6466.81917211329
413	35691	app	11.29	9	1254.4444444444443
413	8523	pc	1485.22	148	10035.27027027027
414	34323	m	228.88	105	2179.809523809524
428	8523	m	68.21	9	7578.888888888889
450	186	pc	5.0	4	1250.0
468	156	m	40.17	10	4017.0
483	168	m	8033.03	1277	6290.548159749413
483	212	m	1185.48	233	5087.8969957081545
5	203	pc	2224.09	278	8000.323741007194
531	128	m	4.74	2	2370.0
531	311	pc	5.4	6	900.0
531	8546	m	1.36	1	1360.0
5333	8516	m	26.63	11	2420.909090909091
537	207	pc	1.55	1	1550.0
541	35136	pc	1.22	1	1220.0
556	14326	app	19.32	16	1207.5
5632	130	app	28.06	17	1650.5882352941176
5709	212	pc	9.5	6	1583.3333333333333
572	190	pc	14.6	11	1327.2727272727273
572	95	m	1095.47	336	3260.3273809523807
5722	37981	m	2.7	3	900.0
5853	37863	pc	1.0	1	1000.0
592	26523	m	5.4	6	900.0
592	309	app	2.7	3	900.0
5928	611	m	7.62	3	2540.0
5936	96	app	18.36	3	6120.0
606	35828	pc	115.84	23	5036.521739130435
613	710	app	13.41	10	1341.0
613	97	app	0.91	1	910.0
615	156	pc	3.6	4	900.0
629	14286	pc	2.9	3	966.6666666666666
637	130	m	1.91	2	955.0
637	22431	pc	9.0	8	1125.0
637	8516	pc	210.53	41	5134.878048780488
645	168	m	237.31	89	2666.4044943820227
645	212	m	67.13	21	3196.6666666666665
669	111	pc	236.93	94	2520.531914893617
6745	310	pc	6.3	7	900.0
6745	460	m	321.0	64	5015.625
6776	23065	app	2.7	3	900.0
686	22431	app	11.7	13	900.0
686	8516	app	521.25	100	5212.5
6964	96	m	1036.07	293	3536.075085324232
7133	14379	pc	3.61	2	1805.0
722	14286	app	4.86	4	1215.0
722	26531	pc	6.3	6	1050.0
728	111	m	48.51	27	1796.6666666666667
7468	203	app	32.41	28	1157.5
771	26531	app	4.69	3	1563.3333333333333
776	14526	pc	1.9	1	1900.0
783	190	app	20.81	17	1224.1176470588234
7921	14455	pc	7.54	5	1508.0
7921	8546	app	1.0	1	1000.0
811	8558	pc	124.43	16	7776.875
821	234	m	10.81	7	1544.2857142857142
837	95	pc	1266.93	319	3971.567398119122
845	128	app	113.33	33	3434.242424242424
845	133	pc	14.31	11	1300.909090909091
845	8546	app	7.84	4	1960.0
8481	203	pc	53.88	14	3848.5714285714284
8582	234	m	6.06	4	1515.0
8716	190	m	2.0	2	1000.0
882	8493	m	7.44	8	930.0
8854	203	app	104.31	37	2819.189189189189
8973	360	pc	7.57	5	1514.0
901	26523	pc	0.9	1	900.0
9357	8442	app	1.0	1	1000.0
9363	14286	app	14.15	10	1415.0
9444	168	pc	1.9	2	950.0
9444	212	pc	2.52	2	1260.0
9481	14326	pc	1.48	1	1480.0
952	310	m	82.74	21	3940.0
952	611	pc	103.46	24	4310.833333333333
961	14502	pc	4.0	4	1000.0
967	611	m	1.09	1	1090.0
9704	118	app	0.91	1	910.0
9749	8537	app	3.0	2	1500.0
977	14286	m	9.0	10	900.0
977	8735	pc	0.9	1	900.0
9799	8493	pc	0.9	1	900.0
9799	8516	m	11.7	13	900.0
9993	26523	pc	1.0	1	1000.0
1	36014	pc	15.3	17	900.0
10088	196	app	1.0	1	1000.0
10106	8546	pc	3.9	2	1950.0
10120	360	app	0.9	1	900.0
10171	609	m	21.33	21	1015.7142857142857
102	314	m	187.65	31	6053.225806451613
102	36012	m	7.0	6	1166.6666666666667
10285	96	app	344.65	77	4475.974025974026
1029	203	pc	58.35	26	2244.230769230769
1039	8516	app	203.16	36	5643.333333333333
10417	190	app	2.0	2	1000.0
10485	8537	pc	1.66	1	1660.0
10536	710	app	3.0	3	1000.0
1078	203	app	1353.23	176	7688.806818181818
1086	26523	app	4.8	4	1200.0
122	130	app	185.36	51	3634.5098039215686
135	8659	pc	26.6	10	2660.0
13950	8735	pc	3.59	2	1795.0
13951	145	pc	2.5	2	1250.0
13951	8558	app	10.71	7	1530.0
147	15520	m	27.79	12	2315.8333333333335
158	36488	app	3.7	4	925.0
172	199	app	68.25	24	2843.75
172	8645	m	0.9	1	900.0
1734	95	app	206.6	69	2994.2028985507245
2	26515	m	26.62	29	917.9310344827586
2	26531	app	298.44	53	5630.943396226415
2	8719	app	72.91	50	1458.2
202	36488	app	7.55	6	1258.3333333333333
2032	14502	pc	4.11	4	1027.5
2040	35694	app	4.31	3	1436.6666666666667
2041	196	m	2.9	1	2900.0
2045	156	m	916.1	191	4796.335078534032
2047	14502	m	0.9	1	900.0
2048	14286	m	0.9	1	900.0
2049	611	m	2.5	2	1250.0
2052	130	m	8.6	4	2150.0
2052	8516	pc	144.26	24	6010.833333333333
2054	35721	pc	29.6	9	3288.8888888888887
2192	234	m	1.51	1	1510.0
222	26531	app	27.25	16	1703.125
2247	14379	pc	2.0	2	1000.0
228	234	m	45.61	16	2850.625
2299	360	app	2.0	2	1000.0
2307	34806	app	1.09	1	1090.0
2319	8523	app	26.27	17	1545.2941176470588
2325	168	pc	342.81	54	6348.333333333333
2325	212	pc	9.09	7	1298.5714285714287
2329	128	pc	1.0	1	1000.0
2337	35691	pc	0.9	1	900.0
2342	14526	pc	5.08	5	1016.0
2344	23087	app	0.9	1	900.0
2344	8558	pc	2.09	1	2090.0
2360	190	app	2.0	2	1000.0
2378	14455	pc	78.21	16	4888.125
2380	314	app	3.0	3	1000.0
2381	14286	m	0.9	1	900.0
2394	609	m	15.0	10	1500.0
2395	125	pc	0.9	1	900.0
2395	8543	pc	1.9	2	950.0
2397	8523	pc	28.99	8	3623.75
2398	35694	pc	2.8	3	933.3333333333334
2408	111	pc	1.8	2	900.0
241	310	m	574.27	229	2507.7292576419213
241	34807	pc	23.5	8	2937.5
241	611	pc	574.08	144	3986.6666666666665
2422	128	app	48.3	9	5366.666666666667
2422	14455	pc	8.41	7	1201.4285714285713
2422	8546	app	1.48	1	1480.0
2429	190	pc	2.0	1	2000.0
2429	95	m	342.75	156	2197.1153846153848
265	14502	m	43.24	27	1601.4814814814815
291	111	pc	14.5	13	1115.3846153846155
296	14326	app	2.0	2	1000.0
304	710	pc	98.11	46	2132.8260869565215
304	97	pc	65.74	29	2266.896551724138
319	710	m	98.36	61	1612.4590163934427
319	97	m	64.94	54	1202.5925925925926
3251	190	app	7.2	4	1800.0
330	311	m	24.98	9	2775.5555555555557
3328	14455	m	40.96	13	3150.769230769231
3328	311	app	1.0	1	1000.0
3350	8493	m	6.08	4	1520.0
342	309	m	362.72	54	6717.037037037037
3434	14286	m	2.8	3	933.3333333333334
3470	111	pc	15.21	11	1382.7272727272727
3479	460	m	180.0	151	1192.0529801324503
3489	360	m	4.91	3	1636.6666666666667
355	156	pc	361.07	83	4350.240963855422
362	125	app	792.71	69	11488.550724637682
362	130	pc	140.37	55	2552.181818181818
362	14379	m	12.28	11	1116.3636363636363
362	8543	app	14.9	9	1655.5555555555557
375	37981	app	3.0	3	1000.0
385	168	m	1307.59	249	5251.365461847389
385	212	m	11.85	8	1481.25
4	35694	m	556.24	123	4522.276422764227
4	8537	app	186.45	116	1607.3275862068965
4	8692	m	1.0	1	1000.0
400	14455	app	0.9	1	900.0
403	310	m	149.81	57	2628.245614035088
403	611	pc	71.14	26	2736.153846153846
413	14286	pc	78.98	58	1361.7241379310344
413	37863	m	25.82	9	2868.8888888888887
414	156	m	13239.63	2873	4608.29446571528
414	26516	pc	27.82	23	1209.5652173913043
424	234	app	28.64	13	2203.076923076923
428	8735	pc	0.9	1	900.0
463	26516	app	6.3	4	1575.0
483	35721	app	59.8	16	3737.5
5	14379	app	80.66	36	2240.5555555555557
5	41588	m	27.03	23	1175.2173913043478
505	14000	m	1781.47	221	8060.950226244344
505	14419	pc	0.9	1	900.0
505	15520	app	6.06	4	1515.0
518	14455	app	21.8	11	1981.8181818181818
523	8537	m	3.0	3	1000.0
536	8546	pc	3.0	1	3000.0
5632	203	app	137.62	63	2184.4444444444443
5756	310	pc	10.8	12	900.0
5756	460	m	130.26	83	1569.3975903614457
5853	35691	m	2.7	3	900.0
5928	360	m	2.83	3	943.3333333333334
5936	130	pc	1.6	1	1600.0
5959	212	m	2.31	2	1155.0
637	203	m	1009.41	154	6554.61038961039
669	8558	pc	28.38	22	1290.0
6700	97	app	9.0	9	1000.0
6729	96	app	76.96	45	1710.2222222222222
6770	14455	pc	8.09	4	2022.5
679	234	m	1.0	1	1000.0
6793	97	m	0.9	1	900.0
6964	125	m	81.8	39	2097.4358974358975
6964	8543	m	9.4	7	1342.857142857143
699	168	app	3.0	3	1000.0
699	212	app	2.11	2	1055.0
700	26523	m	3.6	4	900.0
710	96	pc	170.69	47	3631.7021276595747
7154	130	app	2.96	1	2960.0
722	14526	pc	18.17	13	1397.6923076923076
725	96	m	66.51	21	3167.1428571428573
728	156	app	118.94	86	1383.0232558139535
728	8558	m	42.74	21	2035.2380952380952
7453	8516	pc	17.08	15	1138.6666666666667
