sloc1	scate2	platform	cost	dispcnt	jz_cpm
2015	35691	pc	12.6	4	3150.0
202	125	app	1520.04	181	8398.011049723757
202	130	pc	508.25	76	6687.5
202	14379	m	72.2	34	2123.529411764706
202	8543	app	301.3	38	7928.9473684210525
2032	234	m	8.6	8	1075.0
2037	156	app	456.26	128	3564.53125
2044	130	app	1.08	1	1080.0
2047	35984	pc	0.9	1	900.0
2048	95	pc	1.91	2	955.0
2049	203	pc	47.72	25	1908.8
2052	168	app	4177.89	414	10091.521739130434
2052	212	app	16.62	11	1510.909090909091
2284	125	app	16.6	15	1106.6666666666667
2284	130	pc	2.7	3	900.0
2284	8543	app	4.0	4	1000.0
2292	168	pc	7.83	6	1305.0
2292	212	pc	1.0	1	1000.0
2296	128	pc	0.9	1	900.0
2299	130	m	1.01	1	1010.0
2302	207	m	1.17	1	1170.0
2325	310	m	8.0	8	1000.0
2342	8692	app	0.9	1	900.0
2346	234	app	2.0	2	1000.0
2347	22431	m	5.97	5	1194.0
2363	35691	m	3.11	2	1555.0
2372	14502	app	1.0	1	1000.0
2373	14286	app	4.0	4	1000.0
2381	22431	app	7.2	8	900.0
2390	26523	pc	7.16	1	7160.0
2397	203	m	15.37	12	1280.8333333333333
241	186	app	7.21	2	3605.0
241	96	m	31225.65	4283	7290.602381508289
2429	133	app	1.8	2	900.0
2429	14455	app	67.53	32	2110.3125
265	35984	pc	70.0	25	2800.0
297	8523	m	90.86	13	6989.2307692307695
304	36011	m	15.16	10	1516.0
304	609	app	1885.35	290	6501.206896551724
304	8537	pc	80.4	43	1869.7674418604652
3157	460	m	4.0	4	1000.0
3177	8523	app	340.09	132	2576.439393939394
319	8537	m	42.02	26	1616.1538461538462
3198	168	m	137.17	86	1595.0
3237	234	app	3.6	3	1200.0
3266	111	pc	2.84	3	946.6666666666666
330	710	m	8.5	7	1214.2857142857142
342	111	app	1200.16	256	4688.125
342	234	pc	794.25	195	4073.076923076923
3434	95	pc	1.0	1	1000.0
3439	609	app	8.5	5	1700.0
3479	96	pc	232.6	47	4948.936170212766
362	8609	app	6.0	6	1000.0
369	130	app	6.48	1	6480.0
37	35691	app	78.77	24	3282.0833333333335
37	8523	pc	2268.17	196	11572.295918367347
385	611	m	21.29	18	1182.7777777777778
394	14502	m	3.53	2	1765.0
397	609	m	123.91	19	6521.578947368421
4	356	app	24.3	26	934.6153846153846
4	8608	pc	606.96	149	4073.557046979866
403	96	m	1315.61	257	5119.105058365759
413	130	app	138.0	43	3209.3023255813955
414	199	pc	319.85	49	6527.551020408163
428	22431	app	1.0	1	1000.0
428	8516	app	51.63	17	3037.0588235294117
450	207	pc	29.06	18	1614.4444444444443
463	199	app	3.0	3	1000.0
471	309	m	13.65	9	1516.6666666666667
483	360	m	2019.56	359	5625.515320334262
483	37863	pc	8.0	8	1000.0
483	8445	m	192.83	92	2095.978260869565
497	14502	pc	3.0	3	1000.0
5	168	m	7863.98	1684	4669.821852731591
5	212	m	2032.99	483	4209.089026915114
518	14526	pc	1.0	1	1000.0
531	14419	m	3.6	4	900.0
541	14502	pc	18.84	15	1256.0
556	14502	m	12.46	11	1132.7272727272727
5653	186	app	1.0	1	1000.0
5653	96	m	294.48	178	1654.3820224719102
5695	35694	pc	41.01	10	4101.0
5722	8516	app	6.0	5	1200.0
5756	96	pc	148.33	38	3903.4210526315787
5845	35691	app	0.9	1	900.0
5853	609	m	97.36	39	2496.4102564102564
5898	14502	pc	0.9	1	900.0
606	35691	app	17.1	10	1710.0
606	8523	pc	1954.22	134	14583.731343283582
629	203	app	281.3	61	4611.475409836065
645	360	m	39.18	9	4353.333333333333
648	26523	app	1.0	1	1000.0
6745	125	pc	22.01	10	2201.0
6745	8543	pc	4.44	4	1110.0
6793	8537	m	1.0	1	1000.0
6964	168	pc	103.16	39	2645.128205128205
6964	207	app	8.72	7	1245.7142857142858
7453	168	app	384.88	139	2768.9208633093526
751	203	pc	21.76	16	1360.0
7620	609	pc	200.67	34	5902.058823529412
79	26523	app	173.56	50	3471.2
831	460	app	276.98	48	5770.416666666667
837	8608	pc	14.1	10	1410.0
845	14419	app	162.55	46	3533.695652173913
8481	168	m	22.5	21	1071.4285714285713
8481	212	m	16.25	9	1805.5555555555557
872	168	app	586.71	107	5483.271028037383
872	212	app	31.38	8	3922.5
8760	35694	m	2.7	3	900.0
891	8558	app	4.0	4	1000.0
8973	96	app	389.16	54	7206.666666666667
901	156	app	133.21	101	1318.9108910891089
901	8558	m	6.92	5	1384.0
910	14526	m	3.0	3	1000.0
914	14502	app	1.8	1	1800.0
927	95	m	25.7	24	1070.8333333333333
93	190	m	282.4	69	4092.753623188406
933	15520	m	1.1	1	1100.0
9357	156	m	67.66	71	952.9577464788732
9422	14000	pc	1.0	1	1000.0
9444	360	pc	6.26	3	2086.6666666666665
952	125	m	5665.12	304	18635.263157894737
952	8543	m	62.97	18	3498.3333333333335
9530	14419	app	4.0	4	1000.0
961	95	app	100.69	80	1258.625
9617	111	m	4.52	4	1130.0
9656	23087	app	1.8	2	900.0
967	14379	app	2.0	2	1000.0
9704	310	app	1.0	1	1000.0
9749	14455	m	60.02	18	3334.4444444444443
9871	128	m	2.39	1	2390.0
1	26523	pc	1723.74	258	6681.162790697675
10015	156	m	122.81	112	1096.517857142857
10070	15520	m	1.9	1	1900.0
10120	203	m	29.86	33	904.8484848484849
10175	199	pc	1.0	1	1000.0
102	145	app	21.0	21	1000.0
102	26521	m	3.0	3	1000.0
1029	168	m	450.55	118	3818.2203389830506
1029	212	m	24.15	20	1207.5
10434	203	app	5.92	6	986.6666666666666
10461	35694	app	3.13	3	1043.3333333333333
10506	168	app	271.05	77	3520.12987012987
10506	212	app	43.2	14	3085.714285714286
10564	111	m	5.76	6	960.0
1067	128	app	4.5	4	1125.0
1067	14455	pc	20.03	9	2225.5555555555557
1067	8546	app	2.11	1	2110.0
1086	8523	pc	119.51	23	5196.086956521739
1096	8735	m	2.0	2	1000.0
11077	14455	pc	1.0	1	1000.0
12804	125	pc	281.42	8	35177.5
12804	8543	pc	2.0	1	2000.0
135	310	app	241.5	53	4556.603773584906
135	35691	pc	8.45	6	1408.3333333333333
158	203	pc	8665.62	550	15755.672727272728
172	102	app	516.88	128	4038.125
18	356	m	1.0	1	1000.0
188	710	m	171.2	79	2167.0886075949365
188	97	m	46.8	52	900.0
2	15520	m	54.67	17	3215.8823529411766
2015	36488	app	5.4	6	900.0
202	203	pc	458.07	93	4925.4838709677415
2037	111	app	25.26	16	1578.75
2037	234	pc	15.42	4	3855.0
2039	96	pc	160.56	45	3568.0
2043	95	app	20.5	20	1025.0
2044	203	app	492.81	102	4831.470588235294
2050	310	pc	1.0	1	1000.0
2053	14419	m	7.27	8	908.75
2284	203	pc	1.0	1	1000.0
2299	203	m	245.55	101	2431.1881188118814
2303	14000	pc	12.78	7	1825.7142857142858
2315	14326	app	31.47	12	2622.5
2315	460	pc	5.16	3	1720.0
2319	8493	m	6.57	4	1642.5
2325	360	pc	14.64	8	1830.0
2342	95	m	125.76	128	982.5
2350	14455	m	38.99	24	1624.5833333333333
2372	96	pc	237.52	38	6250.526315789473
2373	14526	pc	1.84	2	920.0
2381	8537	app	1.0	1	1000.0
2393	14326	pc	1.0	1	1000.0
2404	128	pc	1.0	1	1000.0
241	125	m	10747.96	2362	4550.364098221846
241	8543	m	54.65	12	4554.166666666667
2422	771	app	5.0	5	1000.0
265	190	app	1274.97	124	10282.016129032258
265	23065	m	725.14	447	1622.2371364653243
265	8442	pc	127.22	36	3533.8888888888887
293	234	app	1.0	1	1000.0
297	8735	pc	2.56	2	1280.0
304	196	app	277.75	52	5341.346153846154
304	23087	app	264.54	98	2699.387755102041
3163	156	app	8.99	8	1123.75
3184	15520	m	2.85	3	950.0
319	95	pc	1716.43	314	5466.337579617834
3209	14000	m	55.59	49	1134.4897959183672
3266	23087	app	0.9	1	900.0
3328	14286	app	1.8	2	900.0
3359	14455	m	36.42	16	2276.25
342	145	pc	33.64	26	1293.8461538461538
342	26516	m	12.12	9	1346.6666666666667
342	8558	app	1025.56	177	5794.12429378531
3479	125	pc	160.56	41	3916.0975609756097
3479	8543	pc	15.01	8	1876.25
369	203	app	111.62	23	4853.04347826087
37	14286	pc	99.61	14	7115.0
37	37863	m	5.85	6	975.0
375	310	pc	44.8	22	2036.3636363636363
375	460	m	626.32	82	7638.048780487805
385	360	m	56.12	35	1603.4285714285713
4	133	m	1111.16	157	7077.452229299363
4	311	app	1002.84	123	8153.170731707317
403	125	m	344.51	72	4784.861111111111
408	96	pc	90.75	41	2213.4146341463415
413	203	app	1050.58	224	4690.089285714285
413	37861	pc	9.6	7	1371.4285714285713
414	36014	pc	2.7	3	900.0
469	14526	app	1.8	1	1800.0
483	34807	app	9.9	9	1100.0
483	35691	m	64.52	22	2932.7272727272725
483	611	app	920.84	87	10584.367816091954
5	35721	app	11.64	8	1455.0
5	8659	m	59.71	41	1456.341463414634
505	609	m	1629.15	196	8311.989795918367
518	8735	m	2.0	2	1000.0
523	311	m	3.48	3	1160.0
536	14000	m	71.47	16	4466.875
537	310	pc	1.8	2	900.0
537	460	m	47.69	17	2805.294117647059
556	34806	app	0.91	1	910.0
5653	125	m	55.17	57	967.8947368421053
5695	156	m	9.4	5	1880.0
5709	310	app	7.0	7	1000.0
5756	125	pc	149.19	22	6781.363636363636
5756	8543	pc	0.9	1	900.0
5772	460	pc	3.82	4	955.0
5845	14286	pc	0.9	1	900.0
592	234	m	1.0	1	1000.0
606	14286	pc	25.67	15	1711.3333333333333
613	35694	app	71.51	25	2860.4
629	8493	pc	17.74	11	1612.7272727272727
629	8516	m	506.94	77	6583.636363636364
645	35691	m	3.26	3	1086.6666666666667
645	611	app	1.0	1	1000.0
652	95	pc	206.57	72	2869.027777777778
6752	8546	pc	4.0	2	2000.0
6803	22431	m	1.8	2	900.0
686	14455	m	38.78	28	1385.0
6964	8659	pc	6.4	6	1066.6666666666667
697	96	pc	2.52	2	1260.0
7133	8735	app	21.66	12	1805.0
722	8493	app	16.14	10	1614.0
725	212	pc	1.9	1	1900.0
7303	8493	app	4.86	2	2430.0
7453	26523	app	10.07	6	1678.3333333333333
7620	14379	m	3.6	4	900.0
7620	196	pc	2.0	2	1000.0
776	15520	pc	3.02	2	1510.0
791	14502	m	3.0	3	1000.0
811	199	pc	62.29	18	3460.5555555555557
837	133	m	199.97	65	3076.4615384615386
837	311	app	166.39	54	3081.296296296296
845	710	m	58.54	43	1361.3953488372092
845	97	m	1.8	2	900.0
8481	8659	m	1.0	1	1000.0
8601	35691	m	0.9	1	900.0
882	14455	app	70.38	38	1852.1052631578948
8973	125	app	13.77	10	1377.0
8973	130	pc	20.08	3	6693.333333333333
901	234	pc	13.58	9	1508.888888888889
910	26531	app	6.57	3	2190.0
93	35984	pc	0.9	1	900.0
9357	111	m	6.3	7	900.0
9363	190	pc	10.06	5	2012.0
9389	35691	pc	1.48	1	1480.0
9409	14286	pc	0.9	1	900.0
952	96	app	4126.99	398	10369.321608040202
9617	156	app	2.99	3	996.6666666666666
9717	96	pc	79.79	33	2417.878787878788
9736	190	app	0.99	1	990.0
977	8493	m	5.76	4	1440.0
984	14326	app	453.22	118	3840.8474576271187
9976	95	m	14.4	9	1600.0
10015	111	m	11.7	10	1170.0
10039	128	pc	1.0	1	1000.0
10039	8546	pc	0.9	1	900.0
10088	14455	pc	12.92	9	1435.5555555555557
10120	130	app	3.65	2	1825.0
1016	8516	app	96.63	65	1486.6153846153845
102	14354	m	131.02	94	1393.8297872340424
10266	609	m	1.5	1	1500.0
1029	26523	m	1.74	1	1740.0
10387	128	m	0.9	1	900.0
10387	311	pc	0.9	1	900.0
10434	8493	pc	1.0	1	1000.0
10434	8516	m	10.35	10	1035.0
10448	14000	m	66.66	21	3174.285714285714
10564	156	app	251.59	115	2187.7391304347825
11226	95	app	2.7	3	900.0
122	14455	pc	455.46	120	3795.5
13950	8493	m	15.04	8	1880.0
14357	310	pc	0.99	1	990.0
158	14379	app	379.99	65	5846.0
16	14000	pc	331.08	22	15049.09090909091
172	26523	app	141.9	45	3153.3333333333335
18	311	m	149.34	47	3177.446808510638
202	14379	app	183.05	45	4067.777777777778
202	41588	m	6.3	7	900.0
2032	234	app	7.95	6	1325.0
2038	609	m	6.0	6	1000.0
2039	125	pc	69.19	15	4612.666666666667
2039	8543	pc	2.28	1	2280.0
2041	311	pc	1.0	1	1000.0
2043	14000	pc	8.04	1	8040.0
2044	8493	pc	11.24	6	1873.3333333333333
2044	8516	m	101.98	59	1728.4745762711864
2047	207	pc	6.11	5	1222.0
2053	309	pc	42.99	22	1954.090909090909
2055	460	pc	21.8	5	4360.0
2247	8735	app	3.7	3	1233.3333333333333
2302	168	pc	53.54	17	3149.4117647058824
2302	212	pc	3.39	3	1130.0
2303	190	m	2.0	1	2000.0
2319	36488	pc	0.9	1	900.0
2325	310	app	16.0	16	1000.0
2347	22431	app	15.99	15	1066.0
2347	95	pc	4.0	4	1000.0
2363	35691	app	10.17	7	1452.857142857143
2371	609	m	28.0	26	1076.923076923077
2372	125	pc	55.42	17	3260.0
2372	8543	pc	5.6	6	933.3333333333334
2378	97	m	8.9	8	1112.5
2389	8523	m	260.28	54	4820.0
2397	203	app	17.53	16	1095.625
241	96	app	9038.67	643	14057.029548989114
2422	710	m	116.89	41	2850.9756097560976
2501	14326	pc	1.0	1	1000.0
276	14000	m	934.27	202	4625.0990099009905
276	14419	pc	6.48	6	1080.0
276	15520	app	0.91	1	910.0
297	8523	app	256.68	34	7549.411764705882
304	14255	pc	16.2	18	900.0
304	35694	pc	359.2	77	4664.935064935065
304	36011	app	29.52	18	1640.0
304	8692	pc	0.9	1	900.0
3157	460	app	4.0	4	1000.0
3163	234	pc	4.76	4	1190.0
3163	35694	m	1.8	2	900.0
319	14255	m	0.9	1	900.0
319	35694	m	383.99	77	4986.883116883117
319	8537	app	87.97	44	1999.3181818181818
319	8692	m	6.72	5	1344.0
3198	168	app	75.27	33	2280.909090909091
3266	35694	pc	2.7	3	900.0
330	710	app	5.0	5	1000.0
330	97	app	0.9	1	900.0
3445	8493	m	1.35	1	1350.0
3489	130	m	1.0	1	1000.0
362	168	m	1251.82	189	6623.386243386243
362	212	m	151.94	99	1534.7474747474748
369	8516	m	1.6	1	1600.0
385	35691	m	0.9	1	900.0
385	611	app	31.31	19	1647.8947368421052
394	14502	app	19.0	14	1357.142857142857
394	8444	app	1.0	1	1000.0
397	609	app	63.02	14	4501.428571428572
4	14326	pc	2972.79	467	6365.717344753747
403	96	app	1618.76	222	7291.711711711711
407	609	m	11.06	3	3686.6666666666665
413	22431	m	524.29	195	2688.6666666666665
413	8493	pc	114.36	36	3176.6666666666665
413	8516	m	2035.82	1460	1394.3972602739725
424	460	pc	125.24	22	5692.727272727273
450	8609	pc	3.6	4	900.0
463	14363	m	1.15	1	1150.0
471	26523	m	18.59	12	1549.1666666666667
471	309	app	22.71	12	1892.5
471	314	pc	6.7	5	1340.0
483	360	app	1925.52	256	7521.5625
483	8445	app	162.82	85	1915.5294117647059
5	168	app	7717.57	897	8603.756967670011
5	212	app	1204.59	171	7044.3859649122805
523	8608	pc	2.74	2	1370.0
531	14419	app	4.5	5	900.0
5334	102	m	3.08	1	3080.0
556	14502	app	13.6	10	1360.0
5653	96	app	136.67	62	2204.3548387096776
5695	111	m	44.18	25	1767.2
5722	8493	m	4.7	2	2350.0
5853	609	app	167.96	49	3427.7551020408164
5928	8516	pc	10.54	5	2108.0
5936	168	m	18.96	5	3792.0
613	190	pc	14.39	10	1439.0
629	36008	pc	10.08	6	1680.0
645	360	app	20.91	7	2987.1428571428573
652	35694	m	6.89	6	1148.3333333333333
652	8692	m	0.91	1	910.0
669	199	pc	1.0	1	1000.0
6700	8692	app	0.91	1	910.0
6770	710	m	2.0	2	1000.0
6803	8537	m	5.2	5	1040.0
693	14502	m	4.48	4	1120.0
696	609	m	29.66	27	1098.5185185185185
697	125	pc	1.0	1	1000.0
722	15520	pc	0.9	1	900.0
740	609	m	5035.08	1222	4120.360065466449
771	14000	m	632.62	178	3554.044943820225
771	14419	pc	13.69	13	1053.076923076923
772	460	m	1708.81	160	10680.0625
783	156	pc	75.69	51	1484.1176470588234
79	314	m	7.54	6	1256.6666666666667
7921	14286	m	0.9	1	900.0
831	310	m	9.8	5	1960.0
831	34807	pc	2.0	2	1000.0
831	611	pc	4.0	4	1000.0
837	14326	pc	236.66	99	2390.5050505050503
8481	168	app	53.28	41	1299.5121951219512
8481	212	app	7.54	4	1885.0
858	609	m	233.64	81	2884.4444444444443
8760	35694	app	1.8	2	900.0
8973	203	pc	8.88	8	1110.0
901	8558	app	12.02	5	2404.0
910	14526	app	6.0	6	1000.0
9123	14000	m	10.22	9	1135.5555555555557
927	95	app	14.1	14	1007.1428571428571
93	190	app	271.0	42	6452.380952380952
93	8442	pc	35.95	30	1198.3333333333333
933	14000	m	36.93	29	1273.448275862069
9357	156	app	26.54	20	1327.0
944	360	m	10.72	8	1340.0
9481	14502	pc	1.0	1	1000.0
952	125	app	2890.97	138	20949.057971014492
952	130	pc	56.94	26	2190.0
952	8543	app	104.66	24	4360.833333333333
9617	111	app	2.71	3	903.3333333333334
9617	234	pc	1.0	1	1000.0
9617	35694	m	2.44	2	1220.0
9656	156	m	34.16	22	1552.7272727272727
967	130	m	0.96	1	960.0
967	22431	pc	2.0	2	1000.0
967	8516	pc	4.89	4	1222.5
9717	125	pc	32.15	11	2922.7272727272725
9736	14000	m	206.37	33	6253.636363636364
9749	14455	app	24.12	9	2680.0
9871	14455	pc	1.0	1	1000.0
9976	15520	pc	2.1	1	2100.0
1	309	m	1466.33	161	9107.639751552795
10015	156	app	93.39	71	1315.3521126760563
10070	14000	m	157.12	39	4028.7179487179487
10070	15520	app	2.1	1	2100.0
10115	96	pc	119.52	32	3735.0
10120	203	app	43.63	33	1322.121212121212
10171	128	m	1.8	2	900.0
102	26521	app	8.0	7	1142.857142857143
102	37981	m	16.12	17	948.2352941176471
10266	22431	pc	5.8	5	1160.0
10285	168	m	140.95	52	2710.576923076923
10285	212	m	4.04	4	1010.0
1029	168	app	1023.89	164	6243.231707317073
1029	212	app	15.06	14	1075.7142857142858
10417	156	pc	6.3	7	900.0
10461	234	m	2.02	1	2020.0
10539	8719	m	0.9	1	900.0
10564	111	app	5.76	6	960.0
10564	35694	m	5.61	4	1402.5
1096	8735	app	1.0	1	1000.0
11226	14000	pc	0.9	1	900.0
11296	14526	pc	0.9	1	900.0
122	35828	m	81.69	32	2552.8125
135	611	m	358.39	21	17066.190476190477
147	609	m	7657.92	1019	7515.1324828263005
18	356	app	11.0	11	1000.0
18	8608	pc	959.45	124	7737.5
188	710	app	140.79	69	2040.4347826086957
188	97	app	39.8	42	947.6190476190476
2	14000	m	29809.64	2352	12674.166666666666
2	14419	pc	363.91	112	3249.1964285714284
2	15520	app	106.07	42	2525.4761904761904
2015	37863	pc	0.9	1	900.0
2037	35694	app	0.9	1	900.0
2038	196	m	2.9	1	2900.0
2042	168	pc	42.7	9	4744.444444444444
2043	190	m	1.27	1	1270.0
2046	8546	pc	0.9	1	900.0
2049	130	m	4.91	4	1227.5
2049	36014	app	0.9	1	900.0
2049	8516	pc	35.81	17	2106.470588235294
2053	102	pc	12.6	14	900.0
2053	14419	app	6.36	7	908.5714285714286
222	14000	m	1507.69	370	4074.837837837838
222	14419	pc	25.26	20	1263.0
222	15520	app	1.0	1	1000.0
2299	203	app	116.03	31	3742.9032258064517
2302	26523	pc	3.0	3	1000.0
2342	95	app	87.7	80	1096.25
2347	8537	app	0.9	1	900.0
2350	14455	app	30.52	20	1526.0
2360	156	pc	24.11	19	1268.9473684210527
2363	14286	pc	5.79	5	1158.0
2364	611	pc	1.5	1	1500.0
2371	22431	pc	0.9	1	900.0
2378	14286	m	6.08	6	1013.3333333333334
2380	118	pc	3.82	3	1273.3333333333333
2390	168	m	6.0	5	1200.0
2390	212	m	9.53	8	1191.25
2394	128	m	1.97	2	985.0
241	125	app	811.94	94	8637.659574468085
241	130	pc	476.02	64	7437.8125
241	14379	m	9.52	4	2380.0
241	8543	app	117.42	26	4516.153846153846
2422	14286	m	29.87	12	2489.1666666666665
265	23065	app	149.91	69	2172.608695652174
265	26518	pc	2.2	1	2200.0
291	199	pc	8.73	6	1455.0
296	14502	app	0.9	1	900.0
297	26531	pc	1.8	2	900.0
3	310	pc	586.14	349	1679.4842406876792
3	460	m	10730.65	2643	4060.026485054862
304	798	pc	1.0	1	1000.0
3177	8735	m	1.5	1	1500.0
3184	14000	m	566.5	230	2463.0434782608695
3184	15520	app	22.24	14	1588.5714285714287
3209	14000	app	18.26	10	1826.0
3251	156	pc	72.39	27	2681.1111111111113
3266	156	m	29.02	26	1116.1538461538462
3359	14455	app	48.9	22	2222.7272727272725
342	26516	app	17.79	9	1976.6666666666667
342	26521	pc	0.9	1	900.0
3445	36488	pc	2.0	2	1000.0
3489	203	m	65.53	57	1149.6491228070176
37	171	pc	44.27	28	1581.0714285714287
37	37863	app	11.48	12	956.6666666666666
375	460	app	725.47	74	9803.648648648648
385	360	app	134.38	35	3839.4285714285716
4	133	app	940.38	93	10111.612903225807
403	125	app	93.87	18	5215.0
403	130	pc	11.86	11	1078.1818181818182
403	8543	app	2.9	2	1450.0
413	36008	pc	11.78	8	1472.5
414	14001	pc	22.5	25	900.0
483	35691	app	318.42	48	6633.75
483	8523	pc	2428.96	180	13494.222222222223
497	34806	m	1.0	1	1000.0
5	35828	pc	487.85	64	7622.65625
5	8659	app	19.88	15	1325.3333333333333
500	95	pc	11.39	5	2278.0
502	14502	app	1.0	1	1000.0
505	609	app	2451.78	214	11456.915887850468
518	26531	m	6.0	3	2000.0
518	8735	app	4.0	4	1000.0
520	26523	pc	1.0	1	1000.0
523	133	m	38.88	20	1944.0
523	311	app	7.5	7	1071.4285714285713
531	710	m	11.0	11	1000.0
536	14000	app	48.59	8	6073.75
537	460	app	34.02	12	2835.0
541	34806	m	6.96	6	1160.0
5653	125	app	19.9	15	1326.6666666666667
5653	130	pc	7.63	4	1907.5
5653	14001	pc	0.9	1	900.0
5653	8543	app	2.0	2	1000.0
5695	156	app	5.0	5	1000.0
5695	8558	m	10.56	11	960.0
5898	34806	m	2.21	1	2210.0
592	234	app	2.0	2	1000.0
5928	203	m	90.34	56	1613.2142857142858
5959	360	app	0.9	1	900.0
606	8746	app	1.0	1	1000.0
629	8516	app	351.43	54	6507.962962962963
637	14455	pc	43.68	20	2184.0
645	35691	app	3.7	3	1233.3333333333333
645	8523	pc	56.75	15	3783.3333333333335
669	36014	pc	1.8	2	900.0
6700	95	m	535.95	138	3883.695652173913
6718	8546	pc	0.9	1	900.0
6729	212	m	8.1	9	900.0
6745	96	m	888.22	309	2874.4983818770224
6803	22431	app	5.4	6	900.0
686	14455	app	11.65	8	1456.25
700	37981	pc	7.2	7	1028.5714285714287
710	207	m	2.9	3	966.6666666666666
740	196	m	400.31	155	2582.6451612903224
740	23087	m	197.1	183	1077.049180327869
751	130	m	5.98	6	996.6666666666666
751	22431	pc	0.91	1	910.0
751	8516	pc	6.56	3	2186.6666666666665
7620	14379	app	9.0	10	900.0
772	36488	pc	5.56	3	1853.3333333333333
776	14000	pc	72.27	6	12045.0
783	111	pc	28.32	15	1888.0
791	14502	app	2.0	2	1000.0
7921	97	app	0.9	1	900.0
811	8645	pc	0.9	1	900.0
821	460	pc	6.87	4	1717.5
831	360	pc	31.3	14	2235.714285714286
836	310	pc	1.0	1	1000.0
836	460	m	2.74	3	913.3333333333334
837	133	app	150.99	39	3871.5384615384614
845	710	app	50.65	29	1746.551724137931
845	97	app	0.9	1	900.0
8481	26523	app	1.0	1	1000.0
8481	8659	app	1.0	1	1000.0
858	196	m	14.14	12	1178.3333333333333
858	23087	m	61.29	18	3405.0
8582	460	pc	48.43	7	6918.571428571428
891	14354	pc	1.0	1	1000.0
891	234	m	9.01	9	1001.1111111111111
910	128	pc	1.8	2	900.0
910	8546	pc	13.61	9	1512.2222222222222
9357	111	app	0.9	1	900.0
9357	234	pc	2.0	2	1000.0
9357	35694	m	3.2	2	1600.0
944	611	app	1.0	1	1000.0
9499	156	pc	12.75	9	1416.6666666666667
9499	23087	m	8.37	9	930.0
952	203	pc	1189.52	93	12790.537634408602
9617	145	pc	0.9	1	900.0
9656	111	m	2.7	3	900.0
967	203	m	21.39	17	1258.235294117647
9709	611	pc	2.0	2	1000.0
977	8493	app	0.9	1	900.0
993	8523	m	83.93	45	1865.111111111111
9976	95	app	16.9	16	1056.25
1	102	m	6184.85	829	7460.615199034982
10015	111	app	12.6	10	1260.0
10015	35694	m	1.2	1	1200.0
10106	35691	app	0.9	1	900.0
10106	97	pc	3.0	3	1000.0
10115	125	pc	15.37	8	1921.25
10115	8543	pc	4.76	4	1190.0
10120	8493	pc	7.8	5	1560.0
10134	14000	m	42.56	33	1289.6969696969697
10159	14502	pc	0.91	1	910.0
1016	8493	m	0.91	1	910.0
10198	102	m	5.4	6	900.0
102	14354	app	174.5	92	1896.7391304347825
102	207	pc	1218.41	186	6550.591397849463
10266	609	app	1.0	1	1000.0
10285	26523	m	0.9	1	900.0
10387	14455	pc	2.0	2	1000.0
10434	8516	app	18.1	16	1131.25
10448	14000	app	46.38	13	3567.6923076923076
10513	14526	pc	3.22	3	1073.3333333333333
10536	15520	pc	3.1	2	1550.0
1057	128	pc	5.4	4	1350.0
1057	8546	pc	7.08	5	1416.0
1086	171	pc	0.92	1	920.0
12291	8546	pc	67.73	17	3984.1176470588234
12804	186	app	0.9	1	900.0
12804	96	m	296.68	12	24723.333333333332
135	360	m	234.63	76	3087.2368421052633
135	8445	m	5.2	5	1040.0
13950	8493	app	3.29	2	1645.0
147	196	m	503.45	116	4340.086206896552
147	23087	m	522.26	266	1963.3834586466166
158	130	m	643.79	212	3036.745283018868
158	22431	pc	471.41	84	5612.023809523809
158	41588	app	2.0	2	1000.0
158	8516	pc	3795.67	262	14487.290076335878
172	314	m	113.54	22	5160.909090909091
18	133	m	750.25	116	6467.672413793103
18	311	app	155.74	43	3621.860465116279
2015	35691	m	9.21	8	1151.25
202	130	m	676.15	146	4631.164383561644
202	22431	pc	319.17	57	5599.473684210527
202	41588	app	4.5	5	900.0
202	8516	pc	431.94	104	4153.2692307692305
2038	609	app	10.0	10	1000.0
2040	14326	m	9.0	5	1800.0
2041	128	app	0.9	1	900.0
2041	14455	pc	6.56	3	2186.6666666666665
2044	8516	app	86.47	49	1764.6938775510205
2048	95	m	7.16	3	2386.6666666666665
2049	203	m	103.52	72	1437.7777777777778
2192	460	pc	0.9	1	900.0
228	460	pc	204.6	29	7055.172413793103
2292	168	m	21.0	15	1400.0
2292	212	m	3.22	2	1610.0
2296	128	m	0.9	1	900.0
2299	8493	pc	6.65	3	2216.6666666666665
2303	190	app	1.0	1	1000.0
2328	34806	pc	7.64	5	1528.0
2337	609	m	12.27	4	3067.5
2342	14000	pc	1.0	1	1000.0
2354	460	pc	16.9	4	4225.0
2360	111	pc	1.8	2	900.0
2364	360	pc	4.6	4	1150.0
2371	609	app	39.7	35	1134.2857142857142
2371	8537	pc	3.0	3	1000.0
2378	97	app	6.73	6	1121.6666666666667
2389	8523	app	202.03	42	4810.238095238095
2395	212	pc	3.04	2	1520.0
241	203	pc	1817.45	199	9132.914572864322
2422	710	app	56.87	16	3554.375
265	35984	m	34.42	15	2294.6666666666665
276	14000	app	1026.74	135	7605.481481481482
291	36014	pc	1.8	2	900.0
297	14526	pc	0.9	1	900.0
3	36488	pc	24.9	25	996.0
304	8537	m	65.94	31	2127.0967741935483
3157	611	pc	3.0	3	1000.0
3163	35694	app	2.7	3	900.0
319	14255	app	7.7	3	2566.6666666666665
319	35694	app	680.52	120	5671.0
319	8692	app	30.96	32	967.5
